Coac;Marasbot;Conrisc;AntiSquid;Baseline1;Baseline2;UJIAgent1;UJIAgent2
94.21;46.66;42.81;50.65;25.53;37.32;44.15;58.65
94.21;46.67;42.82;50.62;25.54;37.31;44.13;58.64
94.21;46.67;42.83;50.61;25.54;37.31;44.14;58.65
94.20;46.66;42.82;50.61;25.53;37.30;44.15;58.69
94.20;46.66;42.84;50.61;25.52;37.32;44.14;58.70
94.19;46.66;42.83;50.60;25.51;37.32;44.13;58.70
94.18;46.68;42.87;50.58;25.51;37.31;44.12;58.70
94.18;46.66;42.86;50.57;25.50;37.30;44.15;58.72
94.18;46.66;42.88;50.57;25.51;37.30;44.15;58.74
94.16;46.66;42.88;50.57;25.51;37.29;44.13;58.73
94.16;46.68;42.91;50.57;25.50;37.29;44.11;58.74
94.16;46.69;42.90;50.57;25.49;37.29;44.12;58.75
94.15;46.70;42.92;50.57;25.49;37.30;44.13;58.75
94.15;46.69;42.91;50.55;25.50;37.29;44.12;58.73
94.13;46.70;42.94;50.54;25.49;37.30;44.11;58.74
94.12;46.71;42.96;50.55;25.49;37.29;44.11;58.72
94.12;46.71;42.95;50.56;25.51;37.29;44.12;58.73
94.13;46.71;42.95;50.54;25.50;37.28;44.11;58.72
94.13;46.70;42.99;50.55;25.49;37.28;44.11;58.72
94.13;46.69;42.99;50.55;25.49;37.28;44.08;58.74
94.13;46.69;42.98;50.55;25.51;37.31;44.09;58.74
94.11;46.68;42.97;50.58;25.52;37.29;44.07;58.72
94.11;46.71;42.94;50.58;25.52;37.28;44.08;58.73
94.11;46.71;42.94;50.59;25.53;37.27;44.07;58.74
94.10;46.70;42.94;50.60;25.56;37.28;44.07;58.74
94.10;46.69;42.92;50.60;25.56;37.27;44.06;58.73
94.11;46.68;42.90;50.61;25.56;37.29;44.07;58.73
94.10;46.69;42.89;50.61;25.55;37.28;44.06;58.77
94.10;46.69;42.89;50.62;25.57;37.30;44.06;58.77
94.10;46.69;42.87;50.63;25.56;37.28;44.05;58.75
94.10;46.69;42.90;50.63;25.56;37.27;44.05;58.75
94.09;46.68;42.89;50.64;25.56;37.27;44.08;58.74
94.09;46.68;42.89;50.64;25.61;37.29;44.07;58.74
94.09;46.67;42.88;50.64;25.59;37.27;44.06;58.74
94.09;46.69;42.86;50.65;25.61;37.27;44.05;58.74
94.09;46.69;42.84;50.64;25.59;37.27;44.07;58.76
94.09;46.69;42.84;50.65;25.62;37.28;44.07;58.76
94.08;46.70;42.83;50.66;25.61;37.26;44.05;58.75
94.08;46.71;42.83;50.66;25.61;37.26;44.04;58.76
94.07;46.69;42.83;50.66;25.60;37.27;44.06;58.77
94.07;46.71;42.83;50.66;25.62;37.28;44.06;58.77
94.08;46.71;42.81;50.65;25.61;37.27;44.04;58.76
94.08;46.72;42.82;50.64;25.61;37.28;44.05;58.76
94.07;46.71;42.82;50.64;25.60;37.27;44.07;58.78
94.07;46.71;42.83;50.64;25.62;37.28;44.06;58.79
94.05;46.71;42.82;50.66;25.62;37.27;44.06;58.78
94.04;46.69;42.82;50.65;25.62;37.27;44.06;58.79
94.04;46.69;42.82;50.65;25.63;37.26;44.05;58.82
94.03;46.71;42.83;50.67;25.61;37.27;44.06;58.83
94.02;46.71;42.82;50.65;25.61;37.27;44.04;58.82
94.02;46.73;42.80;50.66;25.61;37.27;44.04;58.82
94.02;46.73;42.80;50.67;25.61;37.26;44.04;58.84
94.01;46.73;42.80;50.68;25.63;37.24;44.05;58.85
94.01;46.72;42.79;50.71;25.62;37.23;44.03;58.84
94.00;46.74;42.78;50.71;25.62;37.23;44.04;58.84
94.00;46.74;42.79;50.72;25.62;37.21;44.05;58.84
94.00;46.75;42.78;50.73;25.62;37.22;44.05;58.85
93.99;46.74;42.77;50.74;25.62;37.20;44.03;58.85
93.99;46.77;42.78;50.73;25.62;37.19;44.04;58.84
93.98;46.76;42.78;50.73;25.61;37.19;44.03;58.87
93.98;46.78;42.77;50.74;25.62;37.20;44.03;58.88
93.99;46.77;42.76;50.73;25.62;37.19;44.02;58.87
93.99;46.78;42.77;50.72;25.62;37.19;44.02;58.87
93.99;46.78;42.77;50.72;25.62;37.18;44.03;58.86
93.99;46.78;42.78;50.72;25.64;37.18;44.02;58.87
93.99;46.78;42.77;50.73;25.64;37.17;44.02;58.86
93.99;46.76;42.78;50.72;25.65;37.18;44.02;58.86
93.99;46.77;42.77;50.71;25.64;37.19;44.03;58.86
93.99;46.78;42.76;50.72;25.64;37.21;44.03;58.88
93.98;46.77;42.76;50.72;25.63;37.20;44.01;58.87
93.99;46.80;42.75;50.71;25.63;37.21;44.01;58.86
93.99;46.80;42.73;50.71;25.63;37.20;44.02;58.87
93.99;46.81;42.74;50.71;25.65;37.21;44.01;58.88
93.99;46.81;42.72;50.72;25.64;37.20;44.00;58.86
93.99;46.84;42.73;50.71;25.63;37.20;44.00;58.86
93.97;46.83;42.73;50.72;25.62;37.20;44.02;58.86
93.97;46.84;42.74;50.71;25.66;37.19;44.03;58.87
93.97;46.84;42.72;50.70;25.65;37.19;44.02;58.86
93.97;46.86;42.72;50.70;25.65;37.18;44.02;58.86
93.97;46.86;42.71;50.70;25.64;37.18;44.03;58.86
93.96;46.86;42.71;50.71;25.64;37.21;44.04;58.87
93.97;46.85;42.70;50.70;25.64;37.20;44.02;58.86
93.97;46.86;42.70;50.70;25.65;37.19;44.02;58.87
93.97;46.85;42.69;50.69;25.65;37.19;44.03;58.87
93.97;46.86;42.71;50.69;25.67;37.18;44.04;58.88
93.98;46.85;42.70;50.70;25.66;37.16;44.04;58.86
93.98;46.86;42.68;50.70;25.67;37.16;44.04;58.86
93.99;46.85;42.67;50.70;25.66;37.15;44.07;58.88
93.98;46.86;42.67;50.71;25.68;37.15;44.08;58.87
93.99;46.85;42.66;50.70;25.68;37.15;44.07;58.85
93.99;46.84;42.69;50.70;25.67;37.16;44.07;58.84
93.98;46.82;42.67;50.69;25.66;37.15;44.08;58.89
93.99;46.83;42.69;50.70;25.66;37.14;44.09;58.90
94.00;46.81;42.69;50.69;25.65;37.13;44.08;58.89
93.99;46.83;42.69;50.69;25.64;37.13;44.09;58.90
93.99;46.82;42.69;50.70;25.63;37.13;44.12;58.89
93.99;46.82;42.68;50.71;25.66;37.13;44.12;58.90
93.99;46.81;42.67;50.68;25.66;37.12;44.12;58.89
94.00;46.82;42.68;50.68;25.66;37.11;44.13;58.88
94.00;46.82;42.68;50.67;25.65;37.12;44.14;58.87
94.00;46.82;42.68;50.69;25.65;37.13;44.14;58.88
94.00;46.81;42.67;50.68;25.66;37.12;44.13;58.87
94.01;46.80;42.67;50.67;25.66;37.13;44.14;58.89
94.01;46.79;42.66;50.66;25.66;37.13;44.16;58.89
94.01;46.79;42.66;50.67;25.68;37.12;44.17;58.90
94.01;46.78;42.65;50.67;25.69;37.11;44.16;58.88
94.01;46.78;42.65;50.66;25.70;37.12;44.16;58.89
94.01;46.77;42.65;50.65;25.71;37.10;44.18;58.88
94.01;46.77;42.65;50.66;25.70;37.12;44.20;58.88
94.02;46.76;42.64;50.67;25.69;37.10;44.19;58.86
94.02;46.75;42.64;50.67;25.70;37.11;44.19;58.87
94.02;46.75;42.64;50.66;25.70;37.11;44.22;58.85
94.03;46.75;42.64;50.66;25.71;37.14;44.22;58.85
94.03;46.74;42.63;50.67;25.70;37.13;44.22;58.83
94.03;46.72;42.63;50.67;25.71;37.14;44.21;58.84
94.04;46.72;42.63;50.66;25.71;37.13;44.25;58.83
94.03;46.72;42.63;50.66;25.72;37.18;44.24;58.83
94.04;46.71;42.61;50.65;25.71;37.17;44.23;58.82
94.04;46.72;42.59;50.65;25.72;37.18;44.23;58.83
94.04;46.71;42.60;50.65;25.71;37.18;44.23;58.84
94.04;46.73;42.61;50.65;25.71;37.18;44.24;58.84
94.04;46.72;42.61;50.65;25.70;37.17;44.23;58.82
94.04;46.73;42.60;50.65;25.69;37.18;44.24;58.84
94.04;46.73;42.59;50.65;25.68;37.18;44.24;58.84
94.04;46.73;42.59;50.65;25.69;37.19;44.25;58.85
94.05;46.73;42.58;50.63;25.69;37.19;44.24;58.83
94.05;46.73;42.58;50.62;25.71;37.20;44.24;58.84
94.06;46.71;42.57;50.62;25.70;37.19;44.25;58.86
94.06;46.70;42.58;50.62;25.73;37.21;44.25;58.85
94.07;46.70;42.56;50.61;25.72;37.20;44.24;58.84
94.07;46.70;42.58;50.61;25.72;37.21;44.24;58.84
94.07;46.69;42.57;50.61;25.72;37.21;44.24;58.85
94.07;46.68;42.56;50.61;25.73;37.23;44.25;58.85
94.07;46.68;42.55;50.59;25.73;37.23;44.25;58.85
94.08;46.68;42.55;50.59;25.73;37.23;44.25;58.85
94.08;46.67;42.54;50.59;25.73;37.22;44.28;58.86
94.08;46.67;42.54;50.60;25.75;37.23;44.27;58.87
94.09;46.66;42.53;50.59;25.75;37.22;44.26;58.86
94.09;46.68;42.51;50.59;25.75;37.23;44.25;58.86
94.09;46.69;42.50;50.59;25.74;37.22;44.27;58.86
94.09;46.68;42.49;50.60;25.74;37.26;44.28;58.87
94.10;46.68;42.47;50.59;25.73;37.25;44.26;58.86
94.10;46.71;42.47;50.60;25.72;37.23;44.26;58.86
94.11;46.71;42.46;50.60;25.72;37.23;44.27;58.86
94.11;46.72;42.47;50.60;25.72;37.23;44.29;58.87
94.11;46.72;42.46;50.58;25.71;37.22;44.29;58.85
94.11;46.73;42.46;50.57;25.71;37.23;44.29;58.86
94.11;46.73;42.46;50.58;25.71;37.22;44.30;58.85
94.12;46.75;42.46;50.59;25.69;37.23;44.30;58.86
94.12;46.75;42.46;50.55;25.69;37.23;44.30;58.85
94.12;46.75;42.48;50.55;25.69;37.23;44.29;58.85
94.12;46.74;42.48;50.55;25.68;37.23;44.29;58.88
94.12;46.75;42.48;50.55;25.68;37.23;44.30;58.88
94.13;46.73;42.47;50.56;25.67;37.22;44.30;58.87
94.13;46.73;42.50;50.56;25.67;37.21;44.30;58.86
94.13;46.73;42.49;50.55;25.67;37.21;44.33;58.85
94.13;46.74;42.48;50.56;25.67;37.23;44.33;58.86
94.13;46.73;42.47;50.58;25.66;37.22;44.32;58.84
94.13;46.75;42.47;50.58;25.66;37.21;44.32;58.84
94.13;46.76;42.47;50.59;25.66;37.19;44.33;58.83
94.13;46.76;42.48;50.61;25.68;37.19;44.33;58.83
94.13;46.75;42.46;50.61;25.67;37.19;44.32;58.81
94.14;46.75;42.48;50.62;25.66;37.20;44.31;58.81
94.14;46.74;42.47;50.61;25.66;37.20;44.32;58.81
94.14;46.74;42.48;50.61;25.66;37.23;44.33;58.82
94.14;46.73;42.47;50.60;25.66;37.22;44.32;58.80
94.14;46.75;42.48;50.59;25.65;37.21;44.34;58.79
94.14;46.75;42.47;50.58;25.64;37.21;44.35;58.80
94.15;46.76;42.48;50.58;25.65;37.21;44.37;58.81
94.15;46.75;42.47;50.58;25.64;37.21;44.35;58.80
94.15;46.77;42.47;50.58;25.64;37.20;44.36;58.80
94.15;46.76;42.47;50.58;25.63;37.19;44.37;58.81
94.15;46.75;42.46;50.58;25.66;37.21;44.38;58.81
94.15;46.75;42.46;50.57;25.65;37.20;44.37;58.79
94.15;46.77;42.46;50.56;25.65;37.20;44.37;58.79
94.16;46.76;42.46;50.56;25.65;37.20;44.38;58.78
94.16;46.77;42.47;50.56;25.64;37.23;44.38;58.79
94.16;46.76;42.45;50.57;25.63;37.23;44.37;58.77
94.17;46.79;42.45;50.56;25.62;37.23;44.37;58.77
94.16;46.79;42.45;50.56;25.62;37.23;44.38;58.76
94.16;46.79;42.46;50.57;25.62;37.24;44.39;58.76
94.16;46.79;42.46;50.54;25.62;37.24;44.38;58.75
94.16;46.79;42.47;50.53;25.61;37.25;44.40;58.75
94.16;46.79;42.46;50.53;25.61;37.23;44.42;58.75
94.16;46.79;42.46;50.54;25.61;37.25;44.43;58.76
94.17;46.80;42.45;50.53;25.60;37.24;44.41;58.75
94.17;46.81;42.46;50.53;25.60;37.24;44.41;58.75
94.17;46.81;42.46;50.53;25.59;37.24;44.39;58.77
94.17;46.81;42.46;50.55;25.59;37.23;44.41;58.78
94.18;46.80;42.46;50.56;25.58;37.22;44.39;58.76
94.18;46.79;42.46;50.56;25.58;37.23;44.39;58.76
94.18;46.78;42.45;50.56;25.58;37.23;44.40;58.78
94.18;46.78;42.45;50.56;25.58;37.26;44.41;58.78
94.19;46.77;42.44;50.55;25.58;37.24;44.40;58.77
94.19;46.76;42.46;50.55;25.58;37.25;44.39;58.78
94.20;46.75;42.44;50.55;25.58;37.25;44.39;58.80
94.20;46.76;42.44;50.56;25.58;37.25;44.40;58.81
94.20;46.75;42.44;50.55;25.57;37.25;44.38;58.81
94.20;46.75;42.44;50.55;25.57;37.25;44.38;58.82
94.20;46.75;42.44;50.54;25.56;37.25;44.40;58.82
94.20;46.75;42.44;50.55;25.59;37.25;44.41;58.82
94.20;46.73;42.44;50.54;25.58;37.24;44.40;58.81
94.20;46.74;42.45;50.54;25.59;37.23;44.40;58.81
94.20;46.74;42.45;50.54;25.59;37.23;44.40;58.82
94.21;46.74;42.46;50.54;25.60;37.23;44.40;58.83
94.21;46.74;42.44;50.53;25.59;37.22;44.39;58.82
94.22;46.75;42.45;50.52;25.59;37.22;44.40;58.81
94.21;46.74;42.44;50.52;25.58;37.21;44.41;58.84
94.21;46.74;42.45;50.52;25.58;37.23;44.42;58.84
94.22;46.73;42.45;50.52;25.58;37.23;44.40;58.83
94.22;46.74;42.45;50.52;25.58;37.23;44.41;58.83
94.22;46.74;42.44;50.52;25.57;37.22;44.44;58.80
94.22;46.74;42.44;50.51;25.59;37.24;44.45;58.82
94.23;46.73;42.43;50.49;25.59;37.24;44.44;58.81
94.23;46.75;42.44;50.49;25.58;37.24;44.43;58.81
94.23;46.74;42.43;50.49;25.58;37.23;44.46;58.81
94.23;46.74;42.42;50.49;25.57;37.26;44.47;58.82
94.23;46.73;42.40;50.48;25.57;37.25;44.46;58.82
94.23;46.74;42.41;50.48;25.56;37.26;44.46;58.82
94.24;46.73;42.40;50.48;25.56;37.25;44.47;58.84
94.24;46.73;42.41;50.48;25.55;37.27;44.47;58.84
94.24;46.73;42.39;50.48;25.55;37.26;44.46;58.84
94.24;46.74;42.41;50.48;25.55;37.27;44.45;58.82
94.23;46.73;42.40;50.49;25.54;37.27;44.46;58.84
94.23;46.73;42.40;50.49;25.54;37.29;44.47;58.83
94.22;46.73;42.39;50.52;25.53;37.28;44.46;58.82
94.21;46.73;42.41;50.52;25.53;37.28;44.45;58.82
94.21;46.72;42.41;50.53;25.52;37.28;44.47;58.82
94.20;46.72;42.42;50.54;25.51;37.32;44.47;58.83
94.21;46.72;42.41;50.55;25.50;37.30;44.46;58.80
94.21;46.73;42.42;50.54;25.50;37.31;44.46;58.80
94.21;46.74;42.43;50.55;25.49;37.30;44.46;58.80
94.21;46.74;42.43;50.54;25.49;37.32;44.48;58.79
94.21;46.73;42.42;50.53;25.49;37.31;44.46;58.79
94.21;46.73;42.42;50.53;25.49;37.31;44.46;58.81
94.21;46.73;42.42;50.53;25.48;37.31;44.47;58.80
94.21;46.74;42.43;50.53;25.50;37.32;44.48;58.80
94.21;46.73;42.42;50.54;25.49;37.30;44.47;58.79
94.20;46.74;42.42;50.55;25.50;37.30;44.47;58.79
94.20;46.75;42.41;50.55;25.50;37.31;44.45;58.79
94.20;46.75;42.42;50.56;25.49;37.33;44.45;58.80
94.20;46.75;42.40;50.56;25.48;37.33;44.44;58.79
94.20;46.75;42.40;50.57;25.47;37.33;44.44;58.80
94.20;46.76;42.39;50.58;25.46;37.33;44.45;58.79
94.20;46.76;42.39;50.58;25.46;37.35;44.46;58.79
94.21;46.75;42.38;50.59;25.46;37.34;44.45;58.78
94.21;46.76;42.38;50.59;25.45;37.34;44.44;58.78
94.21;46.75;42.37;50.58;25.44;37.34;44.48;58.78
94.21;46.75;42.39;50.59;25.43;37.37;44.49;58.78
94.20;46.74;42.38;50.59;25.42;37.38;44.47;58.77
94.20;46.74;42.39;50.58;25.42;37.38;44.48;58.77
94.20;46.75;42.39;50.58;25.41;37.37;44.51;58.75
94.20;46.76;42.39;50.59;25.41;37.38;44.52;58.75
94.19;46.76;42.38;50.61;25.41;37.38;44.50;58.73
94.19;46.77;42.37;50.61;25.41;37.37;44.50;58.74
94.19;46.76;42.35;50.62;25.40;37.37;44.52;58.75
94.19;46.77;42.35;50.63;25.40;37.39;44.52;58.75
94.17;46.76;42.34;50.66;25.39;37.37;44.51;58.75
94.17;46.75;42.33;50.66;25.39;37.38;44.51;58.76
94.17;46.74;42.34;50.66;25.38;37.38;44.54;58.75
94.17;46.74;42.34;50.66;25.38;37.39;44.56;58.75
94.18;46.73;42.33;50.67;25.38;37.38;44.54;58.73
94.18;46.73;42.34;50.67;25.39;37.38;44.56;58.73
94.17;46.72;42.34;50.67;25.38;37.37;44.56;58.74
94.17;46.73;42.34;50.68;25.41;37.35;44.57;58.74
94.18;46.73;42.33;50.66;25.41;37.34;44.58;58.73
94.18;46.74;42.35;50.65;25.41;37.34;44.57;58.72
94.18;46.73;42.34;50.65;25.40;37.34;44.59;58.74
94.18;46.74;42.33;50.63;25.42;37.33;44.61;58.76
94.18;46.73;42.33;50.61;25.42;37.33;44.60;58.75
94.18;46.75;42.32;50.61;25.42;37.33;44.59;58.75
94.18;46.75;42.31;50.60;25.41;37.32;44.61;58.76
94.18;46.76;42.32;50.60;25.44;37.32;44.62;58.76
94.18;46.75;42.31;50.58;25.44;37.31;44.61;58.77
94.18;46.79;42.30;50.58;25.43;37.30;44.61;58.77
94.18;46.79;42.30;50.58;25.43;37.30;44.64;58.74
94.18;46.80;42.30;50.59;25.44;37.30;44.65;58.75
94.18;46.79;42.29;50.58;25.43;37.29;44.64;58.74
94.19;46.81;42.29;50.58;25.43;37.29;44.65;58.73
94.18;46.81;42.28;50.57;25.43;37.28;44.69;58.72
94.18;46.81;42.28;50.57;25.46;37.26;44.71;58.73
94.19;46.80;42.27;50.56;25.46;37.26;44.69;58.72
94.19;46.80;42.27;50.56;25.47;37.25;44.70;58.72
94.19;46.80;42.27;50.55;25.46;37.25;44.72;58.72
94.20;46.79;42.26;50.55;25.47;37.27;44.72;58.73
94.20;46.78;42.25;50.56;25.46;37.27;44.71;58.72
94.20;46.78;42.25;50.56;25.46;37.27;44.71;58.72
94.20;46.77;42.24;50.56;25.45;37.26;44.74;58.74
94.20;46.78;42.24;50.57;25.47;37.26;44.75;58.74
94.20;46.78;42.23;50.56;25.46;37.25;44.74;58.73
94.19;46.79;42.25;50.56;25.46;37.24;44.73;58.74
94.19;46.79;42.25;50.55;25.45;37.23;44.76;58.74
94.19;46.79;42.24;50.55;25.47;37.24;44.76;58.75
94.19;46.78;42.22;50.54;25.48;37.24;44.75;58.75
94.19;46.80;42.21;50.54;25.48;37.24;44.75;58.75
94.18;46.79;42.21;50.53;25.48;37.23;44.77;58.76
94.19;46.80;42.22;50.54;25.47;37.24;44.78;58.77
94.19;46.80;42.21;50.55;25.46;37.23;44.77;58.75
94.19;46.81;42.20;50.54;25.47;37.23;44.77;58.74
94.19;46.81;42.19;50.54;25.46;37.22;44.79;58.76
94.19;46.81;42.21;50.54;25.48;37.21;44.80;58.76
94.20;46.80;42.19;50.55;25.48;37.21;44.78;58.74
94.19;46.82;42.20;50.54;25.48;37.22;44.78;58.73
94.20;46.83;42.19;50.56;25.47;37.21;44.77;58.73
94.20;46.84;42.21;50.56;25.46;37.22;44.77;58.74
94.20;46.83;42.20;50.56;25.45;37.22;44.76;58.73
94.20;46.83;42.21;50.56;25.45;37.22;44.75;58.74
94.19;46.83;42.21;50.56;25.44;37.22;44.75;58.76
94.19;46.83;42.22;50.57;25.44;37.22;44.76;58.76
94.20;46.82;42.21;50.56;25.44;37.22;44.75;58.76
94.20;46.85;42.20;50.56;25.44;37.21;44.74;58.76
94.19;46.84;42.20;50.56;25.44;37.21;44.74;58.77
94.19;46.85;42.20;50.56;25.45;37.22;44.74;58.78
94.20;46.85;42.19;50.56;25.44;37.22;44.72;58.77
94.20;46.86;42.21;50.55;25.45;37.21;44.72;58.77
94.19;46.87;42.20;50.55;25.45;37.21;44.71;58.78
94.19;46.88;42.20;50.55;25.46;37.23;44.71;58.78
94.19;46.87;42.19;50.54;25.46;37.23;44.70;58.77
94.19;46.88;42.19;50.54;25.46;37.22;44.72;58.77
94.19;46.88;42.19;50.55;25.46;37.23;44.69;58.77
94.19;46.88;42.18;50.55;25.48;37.24;44.70;58.77
94.19;46.87;42.18;50.55;25.48;37.23;44.69;58.77
94.19;46.90;42.17;50.55;25.48;37.22;44.69;58.76
94.20;46.90;42.16;50.55;25.48;37.23;44.68;58.76
94.20;46.89;42.17;50.56;25.50;37.24;44.68;58.77
94.20;46.88;42.16;50.59;25.49;37.22;44.66;58.75
94.20;46.88;42.18;50.59;25.48;37.22;44.66;58.75
94.20;46.88;42.17;50.59;25.48;37.21;44.66;58.77
94.20;46.88;42.18;50.59;25.51;37.21;44.65;58.78
94.21;46.87;42.17;50.60;25.50;37.20;44.64;58.76
94.21;46.89;42.16;50.60;25.50;37.20;44.64;58.76
94.21;46.89;42.16;50.60;25.50;37.19;44.64;58.77
94.21;46.89;42.16;50.60;25.52;37.20;44.63;58.78
94.20;46.88;42.15;50.62;25.51;37.19;44.62;58.77
94.21;46.90;42.14;50.63;25.52;37.19;44.62;58.77
94.20;46.90;42.13;50.64;25.51;37.18;44.63;58.77
94.21;46.90;42.12;50.65;25.52;37.20;44.63;58.78
94.21;46.89;42.10;50.65;25.52;37.19;44.62;58.77
94.20;46.89;42.12;50.65;25.51;37.19;44.62;58.77
94.21;46.90;42.12;50.64;25.51;37.19;44.61;58.77
94.21;46.90;42.14;50.66;25.51;37.18;44.63;58.78
94.22;46.90;42.13;50.65;25.50;37.17;44.61;58.78
94.22;46.90;42.15;50.64;25.50;37.16;44.61;58.78
94.22;46.91;42.15;50.66;25.50;37.16;44.61;58.77
94.22;46.92;42.16;50.66;25.50;37.14;44.62;58.78
94.23;46.91;42.15;50.66;25.50;37.14;44.61;58.76
94.23;46.92;42.13;50.67;25.50;37.14;44.61;58.78
94.23;46.92;42.13;50.67;25.50;37.14;44.61;58.77
94.23;46.93;42.12;50.67;25.50;37.13;44.63;58.79
94.23;46.92;42.11;50.68;25.50;37.13;44.61;58.77
94.24;46.92;42.16;50.67;25.49;37.12;44.61;58.77
94.23;46.90;42.15;50.67;25.48;37.11;44.62;58.79
94.23;46.91;42.15;50.67;25.49;37.12;44.62;58.79
94.24;46.91;42.14;50.68;25.48;37.12;44.61;58.78
94.23;46.91;42.13;50.69;25.49;37.12;44.61;58.79
94.23;46.89;42.13;50.69;25.49;37.11;44.62;58.81
94.23;46.89;42.13;50.69;25.50;37.11;44.63;58.82
94.23;46.89;42.12;50.68;25.49;37.10;44.62;58.81
94.23;46.90;42.13;50.68;25.48;37.10;44.62;58.82
94.23;46.89;42.12;50.68;25.48;37.10;44.64;58.82
94.23;46.89;42.13;50.67;25.49;37.11;44.65;58.83
94.23;46.88;42.12;50.67;25.49;37.10;44.64;58.82
94.23;46.88;42.14;50.67;25.48;37.10;44.64;58.82
94.23;46.89;42.13;50.67;25.48;37.09;44.65;58.82
94.24;46.89;42.14;50.67;25.48;37.11;44.66;58.83
94.24;46.88;42.12;50.70;25.47;37.09;44.64;58.81
94.24;46.85;42.15;50.70;25.47;37.09;44.64;58.82
94.24;46.84;42.14;50.70;25.46;37.08;44.67;58.83
94.24;46.85;42.14;50.69;25.47;37.10;44.67;58.83
94.24;46.85;42.13;50.69;25.47;37.09;44.66;58.83
94.24;46.83;42.13;50.70;25.47;37.09;44.67;58.82
94.24;46.82;42.14;50.70;25.47;37.09;44.66;58.85
94.24;46.83;42.14;50.69;25.48;37.10;44.67;58.85
94.24;46.83;42.13;50.70;25.48;37.09;44.65;58.83
94.25;46.84;42.13;50.69;25.47;37.09;44.66;58.83
94.25;46.83;42.13;50.68;25.47;37.09;44.68;58.84
94.25;46.83;42.13;50.69;25.47;37.09;44.69;58.84
94.25;46.83;42.12;50.69;25.46;37.09;44.68;58.83
94.26;46.85;42.13;50.70;25.46;37.08;44.67;58.82
94.26;46.84;42.12;50.69;25.46;37.08;44.69;58.82
94.26;46.85;42.13;50.70;25.47;37.08;44.70;58.82
94.26;46.84;42.12;50.70;25.47;37.07;44.68;58.81
94.26;46.83;42.12;50.70;25.47;37.08;44.68;58.82
94.26;46.82;42.11;50.71;25.46;37.08;44.69;58.82
94.27;46.82;42.11;50.70;25.46;37.11;44.69;58.84
94.26;46.82;42.10;50.71;25.45;37.10;44.68;58.83
94.26;46.82;42.13;50.72;25.45;37.10;44.68;58.82
94.26;46.81;42.13;50.73;25.45;37.09;44.67;58.82
94.26;46.81;42.13;50.74;25.45;37.11;44.68;58.83
94.26;46.81;42.12;50.75;25.45;37.10;44.66;58.82
94.25;46.80;42.14;50.75;25.44;37.11;44.65;58.82
94.24;46.79;42.14;50.76;25.44;37.11;44.66;58.82
94.24;46.77;42.14;50.76;25.47;37.14;44.66;58.82
94.24;46.76;42.13;50.76;25.47;37.13;44.65;58.81
94.23;46.77;42.15;50.76;25.47;37.14;44.65;58.81
94.22;46.76;42.14;50.76;25.46;37.14;44.65;58.83
94.23;46.76;42.15;50.76;25.46;37.14;44.66;58.83
94.23;46.76;42.14;50.77;25.46;37.13;44.65;58.82
94.22;46.76;42.17;50.77;25.46;37.14;44.64;58.81
94.22;46.77;42.16;50.76;25.46;37.13;44.64;58.82
94.22;46.77;42.16;50.76;25.47;37.14;44.65;58.83
94.22;46.77;42.15;50.77;25.47;37.13;44.64;58.81
94.22;46.77;42.18;50.76;25.47;37.13;44.64;58.81
94.22;46.77;42.17;50.75;25.46;37.13;44.65;58.81
94.22;46.78;42.17;50.75;25.47;37.13;44.65;58.82
94.22;46.77;42.17;50.74;25.48;37.12;44.64;58.80
94.22;46.75;42.20;50.74;25.48;37.12;44.63;58.81
94.22;46.75;42.20;50.73;25.48;37.12;44.63;58.84
94.22;46.75;42.20;50.73;25.50;37.12;44.63;58.84
94.22;46.74;42.19;50.75;25.50;37.11;44.62;58.83
94.22;46.75;42.21;50.75;25.51;37.11;44.60;58.81
94.22;46.75;42.21;50.75;25.51;37.11;44.59;58.83
94.23;46.76;42.20;50.76;25.50;37.12;44.59;58.84
94.23;46.75;42.19;50.78;25.50;37.11;44.58;58.83
94.22;46.77;42.19;50.77;25.49;37.12;44.57;58.83
94.22;46.76;42.19;50.77;25.49;37.12;44.56;58.84
94.22;46.77;42.19;50.77;25.49;37.15;44.57;58.84
94.22;46.75;42.18;50.79;25.49;37.14;44.56;58.83
94.22;46.75;42.18;50.79;25.49;37.13;44.57;58.84
94.23;46.74;42.17;50.78;25.49;37.12;44.57;58.86
94.22;46.74;42.17;50.77;25.51;37.14;44.58;58.86
94.23;46.73;42.16;50.77;25.51;37.13;44.57;58.85
94.22;46.74;42.16;50.76;25.51;37.15;44.56;58.86
94.22;46.73;42.15;50.76;25.50;37.13;44.58;58.88
94.22;46.74;42.16;50.76;25.52;37.14;44.58;58.88
94.22;46.74;42.16;50.74;25.52;37.13;44.57;58.87
94.22;46.74;42.17;50.74;25.53;37.13;44.58;58.86
94.22;46.73;42.17;50.76;25.52;37.12;44.60;58.86
94.22;46.74;42.18;50.76;25.52;37.12;44.61;58.87
94.22;46.73;42.17;50.75;25.52;37.11;44.60;58.86
94.21;46.72;42.19;50.74;25.52;37.10;44.61;58.86
94.21;46.71;42.19;50.74;25.52;37.11;44.61;58.87
94.21;46.71;42.19;50.74;25.54;37.12;44.61;58.88
94.21;46.70;42.18;50.75;25.53;37.11;44.61;58.87
94.22;46.72;42.19;50.74;25.52;37.11;44.60;58.86
