Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.78; 16.84; 79.84; 74.63; 59.60; 56.32
 12.77; 16.84; 79.84; 74.63; 59.60; 56.32
 12.77; 16.84; 79.84; 74.63; 59.60; 56.32
 12.77; 16.84; 79.84; 74.63; 59.60; 56.32
 12.77; 16.84; 79.85; 74.63; 59.60; 56.32
 12.77; 16.84; 79.84; 74.62; 59.60; 56.32
 12.77; 16.84; 79.85; 74.63; 59.61; 56.31
 12.77; 16.84; 79.84; 74.63; 59.61; 56.31
 12.77; 16.84; 79.84; 74.63; 59.60; 56.32
 12.77; 16.84; 79.85; 74.62; 59.60; 56.32
 12.77; 16.84; 79.84; 74.62; 59.60; 56.32
 12.78; 16.84; 79.84; 74.62; 59.60; 56.32
 12.78; 16.83; 79.85; 74.62; 59.60; 56.32
 12.78; 16.83; 79.84; 74.62; 59.59; 56.32
 12.78; 16.83; 79.84; 74.63; 59.59; 56.32
 12.78; 16.83; 79.84; 74.63; 59.59; 56.32
 12.78; 16.84; 79.84; 74.63; 59.59; 56.32
 12.77; 16.84; 79.84; 74.63; 59.59; 56.32
 12.77; 16.84; 79.84; 74.63; 59.59; 56.32
 12.77; 16.85; 79.84; 74.63; 59.59; 56.32
 12.77; 16.84; 79.84; 74.63; 59.59; 56.32
 12.78; 16.85; 79.84; 74.63; 59.58; 56.33
 12.78; 16.85; 79.84; 74.63; 59.58; 56.32
 12.78; 16.85; 79.84; 74.63; 59.59; 56.32
 12.77; 16.85; 79.84; 74.62; 59.59; 56.32
 12.77; 16.85; 79.84; 74.63; 59.58; 56.32
 12.77; 16.86; 79.85; 74.63; 59.58; 56.31
 12.77; 16.86; 79.85; 74.63; 59.58; 56.31
 12.77; 16.86; 79.85; 74.63; 59.58; 56.31
 12.77; 16.86; 79.85; 74.63; 59.58; 56.31
 12.77; 16.86; 79.85; 74.64; 59.58; 56.30
 12.76; 16.86; 79.85; 74.64; 59.58; 56.30
 12.77; 16.86; 79.86; 74.64; 59.57; 56.30
 12.76; 16.87; 79.86; 74.63; 59.58; 56.30
 12.76; 16.87; 79.86; 74.63; 59.58; 56.30
 12.76; 16.87; 79.86; 74.63; 59.58; 56.30
 12.76; 16.87; 79.86; 74.63; 59.58; 56.30
 12.76; 16.87; 79.86; 74.64; 59.58; 56.30
 12.75; 16.87; 79.86; 74.64; 59.58; 56.30
 12.75; 16.87; 79.86; 74.64; 59.58; 56.30
 12.76; 16.87; 79.86; 74.64; 59.58; 56.30
 12.76; 16.87; 79.86; 74.64; 59.58; 56.30
 12.75; 16.87; 79.86; 74.64; 59.58; 56.30
 12.75; 16.87; 79.86; 74.64; 59.58; 56.30
 12.75; 16.87; 79.87; 74.64; 59.57; 56.30
 12.76; 16.87; 79.87; 74.64; 59.57; 56.30
 12.76; 16.87; 79.87; 74.64; 59.57; 56.30
 12.75; 16.87; 79.87; 74.64; 59.57; 56.29
 12.75; 16.87; 79.87; 74.64; 59.57; 56.29
 12.75; 16.87; 79.87; 74.64; 59.58; 56.29
 12.75; 16.87; 79.87; 74.64; 59.58; 56.29
 12.74; 16.88; 79.87; 74.63; 59.58; 56.29
 12.74; 16.88; 79.87; 74.64; 59.58; 56.29
 12.74; 16.88; 79.87; 74.64; 59.57; 56.30
 12.74; 16.88; 79.88; 74.64; 59.57; 56.29
 12.74; 16.88; 79.88; 74.64; 59.57; 56.29
 12.74; 16.88; 79.88; 74.64; 59.58; 56.29
 12.73; 16.88; 79.88; 74.64; 59.58; 56.29
 12.74; 16.88; 79.88; 74.64; 59.58; 56.29
 12.74; 16.87; 79.88; 74.64; 59.58; 56.29
 12.74; 16.87; 79.88; 74.64; 59.58; 56.29
 12.74; 16.88; 79.87; 74.64; 59.58; 56.29
 12.73; 16.88; 79.88; 74.64; 59.57; 56.29
 12.74; 16.88; 79.88; 74.64; 59.57; 56.29
 12.74; 16.88; 79.87; 74.65; 59.58; 56.29
 12.74; 16.88; 79.87; 74.65; 59.58; 56.29
 12.73; 16.88; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.87; 74.65; 59.57; 56.30
 12.74; 16.87; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.87; 74.65; 59.58; 56.29
 12.74; 16.87; 79.86; 74.65; 59.58; 56.30
 12.74; 16.88; 79.86; 74.64; 59.57; 56.30
 12.74; 16.88; 79.86; 74.65; 59.58; 56.30
 12.74; 16.88; 79.86; 74.65; 59.58; 56.29
 12.74; 16.88; 79.86; 74.66; 59.58; 56.29
 12.74; 16.88; 79.86; 74.66; 59.57; 56.29
 12.74; 16.88; 79.86; 74.66; 59.58; 56.28
 12.74; 16.87; 79.86; 74.66; 59.58; 56.28
 12.74; 16.87; 79.86; 74.66; 59.58; 56.28
 12.74; 16.88; 79.86; 74.66; 59.58; 56.28
 12.75; 16.87; 79.86; 74.66; 59.58; 56.28
 12.75; 16.87; 79.86; 74.66; 59.57; 56.28
 12.75; 16.88; 79.86; 74.67; 59.57; 56.28
 12.75; 16.88; 79.86; 74.66; 59.56; 56.28
 12.76; 16.88; 79.86; 74.67; 59.56; 56.28
 12.75; 16.88; 79.86; 74.67; 59.56; 56.29
 12.76; 16.88; 79.85; 74.67; 59.55; 56.29
 12.76; 16.88; 79.86; 74.67; 59.54; 56.29
 12.76; 16.88; 79.86; 74.68; 59.54; 56.29
 12.76; 16.88; 79.85; 74.68; 59.54; 56.28
 12.76; 16.88; 79.85; 74.69; 59.54; 56.28
 12.76; 16.88; 79.85; 74.69; 59.53; 56.28
 12.77; 16.88; 79.85; 74.69; 59.53; 56.28
 12.77; 16.87; 79.85; 74.70; 59.53; 56.28
 12.77; 16.87; 79.86; 74.69; 59.53; 56.28
 12.77; 16.87; 79.85; 74.69; 59.53; 56.28
 12.77; 16.87; 79.86; 74.69; 59.53; 56.28
 12.77; 16.87; 79.85; 74.69; 59.54; 56.28
 12.77; 16.87; 79.85; 74.69; 59.54; 56.28
 12.77; 16.87; 79.85; 74.69; 59.54; 56.28
 12.77; 16.86; 79.85; 74.68; 59.55; 56.28
 12.77; 16.86; 79.85; 74.69; 59.55; 56.28
 12.77; 16.86; 79.85; 74.69; 59.54; 56.28
 12.77; 16.87; 79.85; 74.69; 59.55; 56.28
 12.77; 16.86; 79.85; 74.69; 59.55; 56.27
 12.77; 16.87; 79.85; 74.70; 59.55; 56.27
 12.77; 16.86; 79.85; 74.70; 59.54; 56.27
 12.77; 16.87; 79.85; 74.70; 59.55; 56.27
 12.77; 16.86; 79.85; 74.70; 59.54; 56.27
 12.77; 16.87; 79.84; 74.71; 59.55; 56.26
 12.77; 16.87; 79.85; 74.70; 59.54; 56.27
 12.76; 16.88; 79.84; 74.71; 59.54; 56.27
 12.77; 16.87; 79.85; 74.71; 59.54; 56.26
 12.77; 16.87; 79.85; 74.71; 59.54; 56.26
 12.77; 16.87; 79.85; 74.71; 59.54; 56.26
 12.77; 16.88; 79.85; 74.71; 59.54; 56.26
 12.77; 16.87; 79.85; 74.71; 59.54; 56.26
 12.77; 16.87; 79.85; 74.71; 59.55; 56.25
 12.77; 16.87; 79.85; 74.71; 59.54; 56.25
 12.77; 16.87; 79.85; 74.71; 59.55; 56.25
 12.78; 16.87; 79.85; 74.71; 59.54; 56.25
 12.78; 16.87; 79.85; 74.72; 59.54; 56.25
 12.77; 16.88; 79.85; 74.72; 59.54; 56.25
 12.77; 16.87; 79.85; 74.72; 59.54; 56.25
 12.77; 16.88; 79.85; 74.72; 59.54; 56.24
 12.77; 16.88; 79.85; 74.72; 59.54; 56.23
 12.77; 16.88; 79.85; 74.72; 59.54; 56.24
 12.77; 16.88; 79.85; 74.72; 59.55; 56.23
 12.77; 16.88; 79.85; 74.72; 59.55; 56.23
 12.77; 16.88; 79.85; 74.72; 59.55; 56.23
 12.77; 16.88; 79.85; 74.72; 59.54; 56.23
 12.77; 16.88; 79.85; 74.73; 59.55; 56.23
 12.77; 16.87; 79.86; 74.72; 59.55; 56.23
 12.77; 16.88; 79.85; 74.73; 59.55; 56.23
 12.77; 16.88; 79.85; 74.72; 59.55; 56.22
 12.77; 16.88; 79.86; 74.73; 59.55; 56.22
 12.77; 16.87; 79.86; 74.72; 59.55; 56.22
 12.77; 16.87; 79.86; 74.72; 59.55; 56.23
 12.77; 16.87; 79.86; 74.72; 59.55; 56.23
 12.77; 16.87; 79.85; 74.73; 59.55; 56.22
 12.77; 16.86; 79.85; 74.73; 59.56; 56.22
 12.78; 16.86; 79.86; 74.73; 59.56; 56.22
 12.78; 16.86; 79.86; 74.73; 59.56; 56.22
 12.78; 16.86; 79.86; 74.73; 59.56; 56.21
 12.79; 16.86; 79.86; 74.73; 59.56; 56.21
 12.78; 16.86; 79.86; 74.73; 59.56; 56.21
 12.79; 16.86; 79.86; 74.72; 59.56; 56.21
 12.79; 16.86; 79.86; 74.72; 59.55; 56.22
 12.79; 16.86; 79.86; 74.72; 59.55; 56.22
 12.79; 16.85; 79.86; 74.72; 59.55; 56.22
 12.79; 16.85; 79.86; 74.72; 59.56; 56.22
 12.79; 16.85; 79.86; 74.72; 59.56; 56.22
 12.80; 16.84; 79.86; 74.73; 59.55; 56.22
 12.80; 16.84; 79.86; 74.72; 59.55; 56.22
 12.80; 16.84; 79.86; 74.73; 59.55; 56.22
 12.80; 16.84; 79.86; 74.72; 59.56; 56.22
 12.81; 16.83; 79.86; 74.73; 59.55; 56.22
 12.81; 16.83; 79.86; 74.72; 59.55; 56.22
 12.81; 16.83; 79.86; 74.72; 59.55; 56.22
 12.81; 16.83; 79.86; 74.73; 59.56; 56.22
 12.81; 16.83; 79.86; 74.73; 59.55; 56.21
 12.81; 16.83; 79.86; 74.72; 59.55; 56.22
 12.81; 16.83; 79.86; 74.73; 59.55; 56.22
 12.82; 16.83; 79.86; 74.73; 59.55; 56.21
 12.82; 16.82; 79.86; 74.73; 59.55; 56.21
 12.82; 16.82; 79.86; 74.73; 59.56; 56.21
 12.83; 16.82; 79.86; 74.73; 59.55; 56.21
 12.82; 16.83; 79.86; 74.73; 59.55; 56.21
 12.82; 16.82; 79.86; 74.73; 59.55; 56.20
 12.83; 16.82; 79.86; 74.73; 59.55; 56.20
 12.83; 16.82; 79.87; 74.73; 59.55; 56.21
 12.83; 16.82; 79.87; 74.73; 59.55; 56.20
 12.83; 16.82; 79.87; 74.73; 59.56; 56.20
 12.83; 16.82; 79.87; 74.73; 59.55; 56.20
 12.84; 16.82; 79.87; 74.72; 59.55; 56.20
 12.84; 16.82; 79.87; 74.72; 59.55; 56.20
 12.84; 16.82; 79.87; 74.72; 59.54; 56.20
 12.84; 16.83; 79.87; 74.72; 59.54; 56.20
 12.84; 16.82; 79.88; 74.72; 59.54; 56.20
 12.83; 16.83; 79.88; 74.72; 59.54; 56.20
 12.83; 16.82; 79.88; 74.72; 59.54; 56.20
 12.83; 16.83; 79.88; 74.73; 59.54; 56.20
 12.83; 16.82; 79.88; 74.73; 59.54; 56.20
 12.83; 16.82; 79.88; 74.72; 59.54; 56.20
 12.83; 16.82; 79.88; 74.72; 59.55; 56.21
 12.83; 16.82; 79.88; 74.72; 59.55; 56.20
 12.83; 16.82; 79.88; 74.72; 59.55; 56.20
 12.83; 16.83; 79.88; 74.71; 59.55; 56.20
 12.83; 16.83; 79.87; 74.71; 59.55; 56.21
 12.83; 16.83; 79.87; 74.71; 59.55; 56.21
 12.83; 16.83; 79.87; 74.71; 59.55; 56.21
 12.83; 16.83; 79.87; 74.71; 59.55; 56.21
 12.83; 16.83; 79.87; 74.71; 59.55; 56.21
 12.83; 16.83; 79.87; 74.71; 59.56; 56.20
 12.83; 16.82; 79.87; 74.70; 59.56; 56.21
 12.83; 16.83; 79.88; 74.70; 59.56; 56.21
 12.83; 16.83; 79.88; 74.70; 59.55; 56.21
 12.83; 16.83; 79.88; 74.70; 59.55; 56.21
 12.84; 16.83; 79.88; 74.70; 59.55; 56.21
 12.84; 16.83; 79.87; 74.71; 59.55; 56.21
 12.84; 16.82; 79.87; 74.71; 59.55; 56.20
 12.84; 16.82; 79.88; 74.71; 59.55; 56.20
 12.84; 16.82; 79.87; 74.71; 59.55; 56.21
 12.84; 16.83; 79.87; 74.71; 59.55; 56.21
 12.84; 16.82; 79.87; 74.71; 59.55; 56.21
 12.84; 16.83; 79.87; 74.71; 59.55; 56.20
 12.84; 16.83; 79.87; 74.71; 59.55; 56.20
 12.84; 16.83; 79.87; 74.71; 59.55; 56.20
 12.84; 16.83; 79.87; 74.71; 59.55; 56.20
 12.84; 16.83; 79.88; 74.70; 59.55; 56.20
 12.84; 16.83; 79.88; 74.70; 59.55; 56.20
 12.84; 16.83; 79.88; 74.70; 59.55; 56.20
 12.84; 16.83; 79.88; 74.69; 59.55; 56.20
 12.84; 16.83; 79.88; 74.69; 59.55; 56.20
 12.84; 16.83; 79.88; 74.69; 59.55; 56.20
 12.83; 16.83; 79.88; 74.69; 59.55; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.57; 56.19
 12.83; 16.84; 79.88; 74.68; 59.57; 56.20
 12.83; 16.84; 79.88; 74.69; 59.57; 56.19
 12.83; 16.84; 79.88; 74.69; 59.57; 56.19
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.83; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.69; 59.56; 56.20
 12.83; 16.83; 79.88; 74.69; 59.56; 56.20
 12.83; 16.84; 79.88; 74.70; 59.56; 56.20
 12.83; 16.84; 79.88; 74.70; 59.56; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.20
 12.82; 16.84; 79.88; 74.70; 59.56; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.21
 12.82; 16.84; 79.88; 74.70; 59.55; 56.20
 12.82; 16.84; 79.88; 74.70; 59.55; 56.21
 12.82; 16.84; 79.88; 74.70; 59.55; 56.21
 12.82; 16.84; 79.88; 74.71; 59.55; 56.21
 12.82; 16.84; 79.88; 74.71; 59.55; 56.21
 12.82; 16.84; 79.88; 74.71; 59.55; 56.21
 12.82; 16.83; 79.88; 74.71; 59.54; 56.21
 12.82; 16.83; 79.88; 74.71; 59.55; 56.21
 12.82; 16.83; 79.88; 74.71; 59.55; 56.20
 12.83; 16.83; 79.88; 74.71; 59.55; 56.21
 12.82; 16.84; 79.88; 74.71; 59.55; 56.21
 12.82; 16.83; 79.88; 74.71; 59.55; 56.20
 12.82; 16.83; 79.88; 74.71; 59.55; 56.20
 12.82; 16.83; 79.88; 74.71; 59.56; 56.20
 12.82; 16.83; 79.88; 74.71; 59.56; 56.20
 12.82; 16.83; 79.87; 74.71; 59.56; 56.20
 12.83; 16.83; 79.87; 74.71; 59.56; 56.20
 12.82; 16.84; 79.87; 74.71; 59.56; 56.20
 12.82; 16.84; 79.87; 74.72; 59.56; 56.20
 12.82; 16.84; 79.87; 74.72; 59.56; 56.19
 12.82; 16.84; 79.87; 74.71; 59.56; 56.19
 12.82; 16.84; 79.88; 74.71; 59.56; 56.20
 12.82; 16.84; 79.88; 74.71; 59.56; 56.20
 12.82; 16.84; 79.88; 74.71; 59.56; 56.19
 12.82; 16.83; 79.88; 74.71; 59.56; 56.19
 12.82; 16.84; 79.87; 74.71; 59.56; 56.19
 12.82; 16.84; 79.87; 74.71; 59.57; 56.18
 12.82; 16.84; 79.87; 74.72; 59.57; 56.18
 12.82; 16.84; 79.87; 74.72; 59.57; 56.18
 12.82; 16.84; 79.87; 74.71; 59.57; 56.18
 12.82; 16.84; 79.87; 74.71; 59.57; 56.19
 12.82; 16.84; 79.87; 74.72; 59.57; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.19
 12.82; 16.84; 79.88; 74.71; 59.56; 56.19
 12.82; 16.84; 79.88; 74.71; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.57; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.57; 56.18
 12.82; 16.84; 79.88; 74.71; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.83; 16.84; 79.87; 74.72; 59.56; 56.18
 12.83; 16.84; 79.87; 74.72; 59.56; 56.18
 12.83; 16.84; 79.88; 74.72; 59.56; 56.17
 12.82; 16.84; 79.87; 74.73; 59.56; 56.17
 12.83; 16.84; 79.87; 74.73; 59.56; 56.17
 12.83; 16.84; 79.88; 74.72; 59.56; 56.18
 12.82; 16.84; 79.88; 74.72; 59.56; 56.18
 12.83; 16.84; 79.88; 74.72; 59.56; 56.17
 12.83; 16.84; 79.88; 74.72; 59.56; 56.17
 12.83; 16.85; 79.88; 74.71; 59.55; 56.18
 12.83; 16.85; 79.87; 74.71; 59.56; 56.18
 12.83; 16.85; 79.87; 74.72; 59.56; 56.18
 12.83; 16.84; 79.87; 74.72; 59.55; 56.18
 12.84; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.84; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.73; 59.54; 56.18
 12.83; 16.85; 79.87; 74.72; 59.54; 56.18
 12.83; 16.85; 79.87; 74.73; 59.54; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.87; 74.72; 59.55; 56.18
 12.83; 16.85; 79.88; 74.72; 59.55; 56.18
 12.84; 16.85; 79.88; 74.72; 59.54; 56.18
 12.84; 16.85; 79.88; 74.72; 59.54; 56.18
 12.84; 16.85; 79.88; 74.72; 59.54; 56.18
 12.84; 16.85; 79.88; 74.72; 59.54; 56.17
 12.84; 16.85; 79.88; 74.72; 59.54; 56.17
 12.84; 16.85; 79.88; 74.72; 59.54; 56.17
 12.84; 16.85; 79.88; 74.72; 59.54; 56.17
 12.84; 16.85; 79.88; 74.72; 59.54; 56.17
 12.85; 16.84; 79.89; 74.72; 59.54; 56.17
 12.85; 16.84; 79.89; 74.72; 59.54; 56.16
 12.85; 16.84; 79.89; 74.72; 59.55; 56.16
 12.85; 16.84; 79.89; 74.72; 59.55; 56.16
 12.85; 16.84; 79.89; 74.72; 59.55; 56.16
 12.85; 16.84; 79.89; 74.72; 59.54; 56.16
 12.85; 16.84; 79.89; 74.72; 59.54; 56.16
 12.85; 16.83; 79.89; 74.72; 59.54; 56.16
 12.85; 16.84; 79.89; 74.72; 59.54; 56.15
 12.85; 16.84; 79.89; 74.73; 59.54; 56.15
 12.85; 16.83; 79.90; 74.72; 59.54; 56.16
 12.86; 16.83; 79.90; 74.72; 59.54; 56.16
 12.86; 16.83; 79.90; 74.72; 59.54; 56.15
 12.86; 16.83; 79.90; 74.72; 59.54; 56.15
 12.86; 16.83; 79.90; 74.72; 59.53; 56.15
 12.86; 16.83; 79.91; 74.72; 59.53; 56.15
 12.85; 16.84; 79.90; 74.72; 59.53; 56.15
 12.85; 16.84; 79.90; 74.72; 59.53; 56.15
 12.85; 16.84; 79.90; 74.72; 59.53; 56.15
 12.85; 16.84; 79.90; 74.72; 59.53; 56.15
 12.85; 16.84; 79.91; 74.72; 59.52; 56.16
 12.86; 16.84; 79.91; 74.72; 59.52; 56.16
 12.85; 16.84; 79.91; 74.71; 59.53; 56.16
 12.85; 16.84; 79.91; 74.72; 59.52; 56.16
 12.86; 16.83; 79.91; 74.72; 59.52; 56.16
 12.86; 16.83; 79.91; 74.71; 59.51; 56.17
 12.86; 16.83; 79.92; 74.71; 59.51; 56.17
 12.86; 16.83; 79.91; 74.72; 59.51; 56.17
 12.86; 16.83; 79.91; 74.72; 59.51; 56.17
 12.86; 16.83; 79.92; 74.71; 59.51; 56.17
 12.86; 16.82; 79.92; 74.71; 59.51; 56.17
 12.86; 16.82; 79.92; 74.71; 59.51; 56.17
 12.87; 16.82; 79.92; 74.72; 59.51; 56.17
 12.87; 16.82; 79.92; 74.71; 59.51; 56.17
 12.87; 16.82; 79.92; 74.71; 59.51; 56.18
 12.87; 16.82; 79.92; 74.71; 59.51; 56.18
 12.87; 16.82; 79.92; 74.71; 59.50; 56.18
 12.87; 16.82; 79.92; 74.71; 59.50; 56.18
 12.86; 16.82; 79.92; 74.71; 59.50; 56.18
 12.87; 16.82; 79.92; 74.71; 59.50; 56.18
 12.87; 16.81; 79.92; 74.71; 59.50; 56.18
 12.87; 16.81; 79.92; 74.71; 59.50; 56.19
 12.87; 16.81; 79.92; 74.71; 59.49; 56.19
 12.87; 16.81; 79.92; 74.71; 59.50; 56.18
 12.87; 16.81; 79.92; 74.71; 59.49; 56.19
 12.87; 16.81; 79.92; 74.71; 59.49; 56.19
 12.87; 16.81; 79.92; 74.71; 59.49; 56.19
 12.87; 16.81; 79.92; 74.71; 59.50; 56.19
 12.87; 16.81; 79.92; 74.71; 59.50; 56.19
 12.87; 16.81; 79.92; 74.70; 59.50; 56.20
 12.87; 16.81; 79.93; 74.70; 59.49; 56.20
 12.87; 16.81; 79.93; 74.70; 59.49; 56.20
 12.87; 16.81; 79.93; 74.70; 59.49; 56.20
 12.87; 16.81; 79.93; 74.69; 59.50; 56.20
 12.87; 16.81; 79.93; 74.69; 59.50; 56.21
 12.87; 16.81; 79.93; 74.69; 59.50; 56.20
 12.87; 16.81; 79.93; 74.69; 59.50; 56.20
 12.87; 16.81; 79.93; 74.69; 59.50; 56.20
 12.87; 16.80; 79.93; 74.69; 59.50; 56.20
 12.87; 16.81; 79.93; 74.69; 59.50; 56.20
 12.87; 16.81; 79.94; 74.69; 59.50; 56.20
 12.87; 16.80; 79.94; 74.69; 59.50; 56.20
 12.87; 16.80; 79.94; 74.69; 59.50; 56.20
 12.87; 16.81; 79.94; 74.69; 59.50; 56.20
 12.87; 16.80; 79.95; 74.68; 59.50; 56.20
 12.87; 16.81; 79.95; 74.68; 59.50; 56.20
 12.87; 16.81; 79.95; 74.67; 59.50; 56.20
 12.87; 16.81; 79.95; 74.67; 59.50; 56.20
 12.87; 16.80; 79.95; 74.67; 59.49; 56.21
 12.87; 16.80; 79.96; 74.67; 59.50; 56.21
 12.87; 16.80; 79.95; 74.67; 59.50; 56.21
 12.87; 16.80; 79.95; 74.67; 59.49; 56.21
 12.87; 16.81; 79.96; 74.67; 59.49; 56.21
 12.87; 16.80; 79.96; 74.67; 59.49; 56.21
 12.87; 16.80; 79.96; 74.67; 59.49; 56.22
 12.87; 16.80; 79.96; 74.67; 59.49; 56.22
 12.86; 16.80; 79.96; 74.66; 59.49; 56.22
 12.86; 16.80; 79.97; 74.66; 59.49; 56.22
 12.86; 16.81; 79.97; 74.66; 59.48; 56.22
 12.86; 16.80; 79.97; 74.66; 59.48; 56.22
 12.86; 16.80; 79.97; 74.66; 59.48; 56.22
 12.86; 16.81; 79.97; 74.66; 59.48; 56.22
 12.86; 16.80; 79.97; 74.66; 59.47; 56.23
 12.86; 16.81; 79.97; 74.66; 59.48; 56.23
 12.86; 16.81; 79.98; 74.66; 59.47; 56.23
 12.86; 16.80; 79.98; 74.65; 59.47; 56.23
 12.86; 16.80; 79.98; 74.65; 59.47; 56.23
 12.85; 16.81; 79.98; 74.66; 59.47; 56.23
 12.85; 16.81; 79.98; 74.66; 59.47; 56.23
 12.85; 16.81; 79.98; 74.66; 59.47; 56.23
 12.85; 16.80; 79.99; 74.66; 59.47; 56.23
 12.85; 16.81; 79.99; 74.65; 59.47; 56.23
 12.85; 16.81; 79.99; 74.65; 59.47; 56.24
 12.85; 16.80; 79.99; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.46; 56.24
 12.85; 16.80; 80.00; 74.65; 59.45; 56.24
 12.85; 16.80; 80.00; 74.65; 59.45; 56.24
 12.85; 16.80; 80.00; 74.65; 59.45; 56.24
 12.86; 16.80; 80.00; 74.65; 59.45; 56.24
 12.86; 16.80; 80.00; 74.64; 59.45; 56.25
 12.86; 16.80; 80.00; 74.64; 59.46; 56.24
 12.86; 16.80; 80.00; 74.64; 59.46; 56.24
 12.86; 16.79; 80.00; 74.64; 59.46; 56.24
 12.86; 16.79; 80.00; 74.65; 59.46; 56.24
 12.87; 16.79; 79.99; 74.65; 59.46; 56.24
 12.87; 16.79; 79.99; 74.65; 59.46; 56.24
 12.87; 16.79; 80.00; 74.64; 59.46; 56.24
 12.87; 16.78; 80.00; 74.64; 59.46; 56.24
 12.87; 16.78; 80.00; 74.64; 59.47; 56.24
 12.88; 16.78; 79.99; 74.65; 59.47; 56.24
 12.88; 16.78; 79.99; 74.65; 59.47; 56.24
 12.88; 16.78; 79.99; 74.64; 59.47; 56.24
 12.88; 16.78; 79.99; 74.65; 59.47; 56.23
 12.88; 16.77; 79.99; 74.65; 59.47; 56.24
 12.88; 16.77; 79.99; 74.65; 59.48; 56.24
 12.88; 16.77; 79.99; 74.65; 59.47; 56.24
 12.88; 16.77; 79.99; 74.65; 59.48; 56.23
 12.88; 16.76; 79.99; 74.65; 59.48; 56.24
 12.88; 16.77; 79.99; 74.66; 59.48; 56.23
 12.88; 16.77; 79.99; 74.65; 59.48; 56.24
 12.89; 16.76; 79.98; 74.65; 59.48; 56.23
 12.89; 16.76; 79.98; 74.65; 59.48; 56.23
 12.88; 16.77; 79.99; 74.65; 59.48; 56.24
 12.89; 16.76; 79.99; 74.65; 59.48; 56.23
 12.89; 16.76; 79.98; 74.65; 59.48; 56.23
 12.89; 16.76; 79.98; 74.65; 59.48; 56.23
 12.89; 16.76; 79.99; 74.65; 59.48; 56.23
 12.89; 16.76; 79.99; 74.64; 59.48; 56.24
 12.89; 16.76; 79.98; 74.65; 59.48; 56.23
 12.89; 16.76; 79.98; 74.65; 59.48; 56.24
 12.89; 16.76; 79.98; 74.65; 59.48; 56.24
 12.89; 16.76; 79.98; 74.65; 59.48; 56.24
 12.90; 16.76; 79.97; 74.65; 59.48; 56.24
 12.90; 16.76; 79.97; 74.65; 59.48; 56.24
 12.90; 16.76; 79.97; 74.64; 59.49; 56.24
 12.91; 16.76; 79.97; 74.64; 59.48; 56.24
 12.91; 16.75; 79.97; 74.64; 59.48; 56.24
 12.91; 16.76; 79.97; 74.65; 59.49; 56.23
 12.91; 16.76; 79.97; 74.65; 59.49; 56.23
 12.91; 16.76; 79.97; 74.65; 59.48; 56.24
 12.91; 16.76; 79.97; 74.65; 59.49; 56.23
 12.90; 16.76; 79.96; 74.65; 59.49; 56.23
 12.90; 16.75; 79.96; 74.66; 59.49; 56.23
 12.90; 16.76; 79.96; 74.65; 59.49; 56.23
