Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.88; 16.70; 79.89; 74.66; 59.53; 56.33
 12.88; 16.70; 79.89; 74.66; 59.53; 56.33
 12.88; 16.71; 79.89; 74.66; 59.53; 56.34
 12.87; 16.71; 79.89; 74.66; 59.53; 56.34
 12.87; 16.71; 79.89; 74.66; 59.53; 56.34
 12.87; 16.71; 79.89; 74.67; 59.53; 56.34
 12.87; 16.71; 79.89; 74.67; 59.52; 56.34
 12.87; 16.72; 79.89; 74.66; 59.52; 56.34
 12.86; 16.72; 79.90; 74.66; 59.52; 56.35
 12.86; 16.72; 79.90; 74.66; 59.51; 56.35
 12.86; 16.72; 79.89; 74.66; 59.51; 56.35
 12.87; 16.71; 79.89; 74.66; 59.51; 56.35
 12.87; 16.72; 79.89; 74.66; 59.52; 56.35
 12.86; 16.72; 79.89; 74.66; 59.52; 56.35
 12.86; 16.72; 79.89; 74.66; 59.51; 56.36
 12.87; 16.72; 79.89; 74.66; 59.51; 56.36
 12.86; 16.72; 79.88; 74.66; 59.52; 56.35
 12.86; 16.72; 79.88; 74.66; 59.52; 56.35
 12.86; 16.72; 79.88; 74.66; 59.53; 56.35
 12.87; 16.71; 79.88; 74.66; 59.54; 56.35
 12.86; 16.71; 79.87; 74.66; 59.54; 56.36
 12.87; 16.71; 79.87; 74.65; 59.54; 56.36
 12.86; 16.72; 79.87; 74.66; 59.53; 56.36
 12.87; 16.71; 79.87; 74.65; 59.53; 56.36
 12.87; 16.71; 79.88; 74.65; 59.53; 56.36
 12.87; 16.71; 79.88; 74.65; 59.53; 56.37
 12.87; 16.71; 79.88; 74.66; 59.53; 56.37
 12.86; 16.71; 79.88; 74.65; 59.52; 56.37
 12.86; 16.70; 79.88; 74.66; 59.53; 56.37
 12.87; 16.70; 79.88; 74.65; 59.53; 56.37
 12.86; 16.71; 79.88; 74.66; 59.53; 56.37
 12.86; 16.70; 79.88; 74.65; 59.53; 56.37
 12.86; 16.70; 79.88; 74.65; 59.53; 56.37
 12.86; 16.70; 79.88; 74.65; 59.53; 56.37
 12.85; 16.71; 79.88; 74.65; 59.53; 56.38
 12.85; 16.71; 79.89; 74.64; 59.53; 56.38
 12.85; 16.71; 79.89; 74.65; 59.52; 56.38
 12.85; 16.71; 79.89; 74.64; 59.53; 56.38
 12.85; 16.71; 79.89; 74.64; 59.52; 56.38
 12.85; 16.72; 79.89; 74.64; 59.52; 56.38
 12.85; 16.71; 79.89; 74.64; 59.52; 56.38
 12.85; 16.71; 79.90; 74.64; 59.52; 56.39
 12.86; 16.70; 79.90; 74.64; 59.52; 56.38
 12.86; 16.70; 79.90; 74.64; 59.52; 56.38
 12.85; 16.70; 79.90; 74.64; 59.52; 56.38
 12.85; 16.71; 79.90; 74.64; 59.52; 56.38
 12.85; 16.71; 79.90; 74.64; 59.52; 56.37
 12.85; 16.71; 79.91; 74.64; 59.52; 56.38
 12.85; 16.71; 79.90; 74.64; 59.52; 56.37
 12.85; 16.71; 79.91; 74.64; 59.52; 56.38
 12.85; 16.71; 79.90; 74.64; 59.53; 56.37
 12.85; 16.71; 79.91; 74.64; 59.52; 56.38
 12.85; 16.70; 79.90; 74.65; 59.52; 56.37
 12.85; 16.70; 79.91; 74.65; 59.53; 56.37
 12.85; 16.71; 79.90; 74.65; 59.53; 56.36
 12.85; 16.70; 79.91; 74.65; 59.53; 56.37
 12.85; 16.70; 79.90; 74.65; 59.53; 56.37
 12.85; 16.71; 79.90; 74.65; 59.54; 56.36
 12.85; 16.71; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.70; 79.90; 74.65; 59.54; 56.36
 12.85; 16.71; 79.90; 74.65; 59.54; 56.35
 12.85; 16.71; 79.90; 74.65; 59.54; 56.35
 12.85; 16.71; 79.91; 74.65; 59.54; 56.35
 12.85; 16.71; 79.91; 74.65; 59.53; 56.35
 12.84; 16.71; 79.91; 74.65; 59.54; 56.35
 12.85; 16.71; 79.91; 74.65; 59.53; 56.35
 12.85; 16.71; 79.91; 74.65; 59.53; 56.35
 12.85; 16.71; 79.90; 74.65; 59.54; 56.35
 12.85; 16.71; 79.90; 74.65; 59.53; 56.35
 12.84; 16.71; 79.90; 74.65; 59.53; 56.35
 12.84; 16.71; 79.90; 74.66; 59.53; 56.35
 12.84; 16.71; 79.90; 74.66; 59.53; 56.35
 12.84; 16.71; 79.90; 74.66; 59.53; 56.35
 12.84; 16.71; 79.90; 74.66; 59.54; 56.35
 12.84; 16.71; 79.90; 74.65; 59.54; 56.36
 12.84; 16.71; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.67; 59.53; 56.35
 12.83; 16.72; 79.90; 74.66; 59.53; 56.35
 12.83; 16.72; 79.90; 74.66; 59.53; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.72; 79.90; 74.66; 59.54; 56.35
 12.83; 16.73; 79.90; 74.65; 59.54; 56.35
 12.83; 16.73; 79.90; 74.66; 59.54; 56.35
 12.82; 16.73; 79.90; 74.66; 59.54; 56.35
 12.82; 16.73; 79.90; 74.66; 59.54; 56.35
 12.82; 16.73; 79.90; 74.65; 59.55; 56.35
 12.82; 16.73; 79.89; 74.65; 59.56; 56.35
 12.82; 16.73; 79.89; 74.66; 59.56; 56.34
 12.82; 16.73; 79.89; 74.65; 59.56; 56.35
 12.82; 16.73; 79.89; 74.65; 59.57; 56.35
 12.82; 16.72; 79.89; 74.65; 59.58; 56.34
 12.82; 16.73; 79.88; 74.66; 59.57; 56.34
 12.82; 16.73; 79.88; 74.66; 59.57; 56.34
 12.81; 16.73; 79.89; 74.65; 59.57; 56.35
 12.81; 16.73; 79.88; 74.65; 59.57; 56.35
 12.81; 16.73; 79.88; 74.65; 59.57; 56.35
 12.82; 16.72; 79.88; 74.65; 59.57; 56.35
 12.81; 16.73; 79.89; 74.64; 59.58; 56.35
 12.81; 16.73; 79.88; 74.65; 59.57; 56.35
 12.81; 16.73; 79.88; 74.65; 59.57; 56.35
 12.81; 16.73; 79.88; 74.65; 59.57; 56.35
 12.81; 16.73; 79.88; 74.65; 59.58; 56.35
 12.81; 16.73; 79.88; 74.65; 59.58; 56.35
 12.81; 16.73; 79.87; 74.66; 59.58; 56.36
 12.82; 16.73; 79.87; 74.66; 59.58; 56.36
 12.81; 16.73; 79.87; 74.66; 59.58; 56.35
 12.81; 16.73; 79.87; 74.66; 59.58; 56.35
 12.81; 16.73; 79.87; 74.66; 59.59; 56.35
 12.81; 16.72; 79.87; 74.66; 59.59; 56.35
 12.81; 16.73; 79.86; 74.66; 59.59; 56.35
 12.81; 16.73; 79.86; 74.66; 59.59; 56.34
 12.81; 16.72; 79.86; 74.66; 59.59; 56.34
 12.81; 16.72; 79.86; 74.67; 59.60; 56.34
 12.81; 16.72; 79.86; 74.67; 59.61; 56.34
 12.81; 16.72; 79.85; 74.67; 59.61; 56.33
 12.81; 16.72; 79.85; 74.67; 59.61; 56.33
 12.81; 16.72; 79.85; 74.67; 59.61; 56.33
 12.82; 16.72; 79.85; 74.67; 59.61; 56.33
 12.82; 16.71; 79.85; 74.68; 59.61; 56.33
 12.82; 16.72; 79.85; 74.68; 59.61; 56.32
 12.82; 16.72; 79.85; 74.68; 59.62; 56.32
 12.81; 16.72; 79.84; 74.69; 59.61; 56.32
 12.81; 16.72; 79.84; 74.69; 59.62; 56.32
 12.81; 16.72; 79.84; 74.69; 59.61; 56.33
 12.81; 16.72; 79.84; 74.69; 59.61; 56.33
 12.81; 16.72; 79.84; 74.69; 59.61; 56.33
 12.81; 16.72; 79.83; 74.70; 59.61; 56.33
 12.81; 16.72; 79.83; 74.69; 59.61; 56.33
 12.81; 16.72; 79.84; 74.69; 59.61; 56.33
 12.81; 16.72; 79.83; 74.70; 59.61; 56.33
 12.81; 16.71; 79.83; 74.70; 59.62; 56.33
 12.81; 16.72; 79.83; 74.70; 59.61; 56.33
 12.81; 16.72; 79.83; 74.71; 59.61; 56.33
 12.81; 16.72; 79.83; 74.71; 59.61; 56.33
 12.80; 16.72; 79.83; 74.71; 59.61; 56.33
 12.81; 16.71; 79.83; 74.72; 59.61; 56.32
 12.81; 16.71; 79.83; 74.71; 59.61; 56.33
 12.81; 16.72; 79.82; 74.72; 59.61; 56.33
 12.81; 16.71; 79.82; 74.72; 59.62; 56.32
 12.81; 16.71; 79.82; 74.72; 59.62; 56.33
 12.80; 16.71; 79.82; 74.72; 59.62; 56.33
 12.80; 16.72; 79.82; 74.72; 59.62; 56.33
 12.80; 16.71; 79.81; 74.72; 59.62; 56.33
 12.80; 16.72; 79.81; 74.72; 59.62; 56.33
 12.80; 16.72; 79.81; 74.72; 59.63; 56.32
 12.79; 16.72; 79.80; 74.73; 59.63; 56.33
 12.80; 16.71; 79.80; 74.73; 59.64; 56.32
 12.79; 16.71; 79.80; 74.74; 59.64; 56.32
 12.79; 16.71; 79.80; 74.74; 59.64; 56.32
 12.79; 16.71; 79.80; 74.74; 59.64; 56.32
 12.79; 16.71; 79.79; 74.74; 59.64; 56.32
 12.79; 16.71; 79.79; 74.74; 59.64; 56.32
 12.79; 16.71; 79.79; 74.74; 59.64; 56.32
 12.79; 16.71; 79.79; 74.74; 59.65; 56.32
 12.79; 16.71; 79.79; 74.74; 59.65; 56.32
 12.79; 16.72; 79.79; 74.73; 59.65; 56.32
 12.79; 16.72; 79.78; 74.74; 59.65; 56.32
 12.79; 16.71; 79.78; 74.74; 59.65; 56.32
 12.79; 16.72; 79.78; 74.75; 59.65; 56.32
 12.78; 16.72; 79.78; 74.74; 59.65; 56.33
 12.79; 16.72; 79.77; 74.74; 59.65; 56.33
 12.78; 16.73; 79.77; 74.74; 59.65; 56.33
 12.78; 16.73; 79.77; 74.75; 59.65; 56.33
 12.78; 16.73; 79.77; 74.74; 59.65; 56.34
 12.78; 16.73; 79.77; 74.74; 59.64; 56.34
 12.78; 16.73; 79.77; 74.74; 59.65; 56.34
 12.78; 16.73; 79.77; 74.75; 59.65; 56.33
 12.78; 16.73; 79.77; 74.74; 59.65; 56.34
 12.78; 16.73; 79.76; 74.74; 59.66; 56.34
 12.77; 16.73; 79.77; 74.74; 59.66; 56.33
 12.77; 16.73; 79.77; 74.74; 59.66; 56.34
 12.77; 16.73; 79.77; 74.73; 59.66; 56.34
 12.77; 16.74; 79.76; 74.74; 59.66; 56.34
 12.77; 16.73; 79.76; 74.74; 59.66; 56.34
 12.76; 16.74; 79.76; 74.74; 59.66; 56.34
 12.76; 16.74; 79.76; 74.73; 59.66; 56.35
 12.76; 16.74; 79.76; 74.74; 59.66; 56.34
 12.76; 16.75; 79.76; 74.74; 59.66; 56.34
 12.76; 16.74; 79.76; 74.74; 59.66; 56.33
 12.76; 16.75; 79.76; 74.73; 59.65; 56.33
 12.77; 16.75; 79.76; 74.73; 59.65; 56.34
 12.76; 16.75; 79.76; 74.73; 59.66; 56.34
 12.77; 16.75; 79.76; 74.73; 59.65; 56.34
 12.77; 16.75; 79.76; 74.73; 59.65; 56.34
 12.77; 16.75; 79.75; 74.73; 59.65; 56.34
 12.77; 16.75; 79.75; 74.73; 59.65; 56.34
 12.76; 16.76; 79.75; 74.73; 59.65; 56.35
 12.76; 16.76; 79.75; 74.73; 59.65; 56.35
 12.76; 16.76; 79.75; 74.73; 59.64; 56.35
 12.76; 16.76; 79.75; 74.73; 59.64; 56.35
 12.76; 16.77; 79.75; 74.73; 59.64; 56.35
 12.75; 16.77; 79.76; 74.73; 59.64; 56.34
 12.75; 16.78; 79.75; 74.73; 59.64; 56.35
 12.75; 16.78; 79.76; 74.73; 59.64; 56.35
 12.75; 16.78; 79.76; 74.72; 59.63; 56.35
 12.75; 16.78; 79.76; 74.72; 59.63; 56.35
 12.76; 16.78; 79.76; 74.71; 59.64; 56.36
 12.76; 16.78; 79.77; 74.71; 59.63; 56.35
 12.76; 16.77; 79.77; 74.71; 59.63; 56.35
 12.76; 16.78; 79.77; 74.71; 59.63; 56.36
 12.76; 16.78; 79.77; 74.70; 59.63; 56.36
 12.77; 16.78; 79.78; 74.70; 59.62; 56.36
 12.76; 16.78; 79.78; 74.70; 59.62; 56.36
 12.76; 16.78; 79.78; 74.71; 59.62; 56.36
 12.76; 16.78; 79.78; 74.70; 59.62; 56.36
 12.76; 16.78; 79.78; 74.70; 59.62; 56.37
 12.76; 16.78; 79.78; 74.69; 59.62; 56.37
 12.76; 16.78; 79.78; 74.70; 59.62; 56.36
 12.76; 16.78; 79.78; 74.70; 59.62; 56.36
 12.76; 16.78; 79.79; 74.69; 59.61; 56.37
 12.76; 16.78; 79.78; 74.69; 59.61; 56.37
 12.76; 16.78; 79.78; 74.69; 59.61; 56.37
 12.76; 16.78; 79.78; 74.69; 59.61; 56.37
 12.76; 16.78; 79.79; 74.68; 59.61; 56.38
 12.76; 16.78; 79.79; 74.69; 59.61; 56.37
 12.76; 16.78; 79.78; 74.69; 59.61; 56.38
 12.76; 16.78; 79.79; 74.69; 59.61; 56.38
 12.76; 16.77; 79.79; 74.68; 59.60; 56.38
 12.77; 16.78; 79.80; 74.67; 59.60; 56.39
 12.77; 16.78; 79.80; 74.67; 59.60; 56.38
 12.77; 16.77; 79.80; 74.68; 59.60; 56.38
 12.77; 16.77; 79.80; 74.68; 59.60; 56.39
 12.77; 16.77; 79.80; 74.68; 59.59; 56.39
 12.77; 16.77; 79.80; 74.68; 59.59; 56.39
 12.77; 16.77; 79.81; 74.67; 59.59; 56.39
 12.77; 16.77; 79.81; 74.67; 59.58; 56.40
 12.77; 16.77; 79.81; 74.67; 59.58; 56.40
 12.77; 16.77; 79.81; 74.67; 59.59; 56.40
 12.77; 16.77; 79.81; 74.67; 59.59; 56.40
 12.77; 16.77; 79.81; 74.66; 59.58; 56.41
 12.77; 16.77; 79.81; 74.66; 59.58; 56.41
 12.77; 16.78; 79.81; 74.66; 59.58; 56.41
 12.77; 16.77; 79.81; 74.66; 59.58; 56.41
 12.77; 16.78; 79.81; 74.66; 59.58; 56.41
 12.77; 16.78; 79.81; 74.66; 59.58; 56.40
 12.76; 16.78; 79.81; 74.66; 59.58; 56.40
 12.76; 16.78; 79.82; 74.66; 59.58; 56.41
 12.76; 16.78; 79.81; 74.66; 59.57; 56.41
 12.77; 16.78; 79.81; 74.66; 59.57; 56.41
 12.77; 16.78; 79.81; 74.66; 59.57; 56.41
 12.77; 16.78; 79.81; 74.66; 59.57; 56.41
 12.77; 16.78; 79.81; 74.65; 59.57; 56.41
 12.77; 16.78; 79.81; 74.65; 59.57; 56.41
 12.77; 16.78; 79.81; 74.65; 59.57; 56.41
 12.77; 16.78; 79.82; 74.65; 59.57; 56.41
 12.77; 16.78; 79.82; 74.65; 59.57; 56.41
 12.77; 16.78; 79.82; 74.65; 59.58; 56.41
 12.78; 16.78; 79.81; 74.65; 59.58; 56.41
 12.78; 16.78; 79.81; 74.64; 59.58; 56.41
 12.78; 16.79; 79.81; 74.64; 59.58; 56.41
 12.78; 16.79; 79.81; 74.64; 59.57; 56.41
 12.78; 16.79; 79.80; 74.64; 59.58; 56.41
 12.78; 16.79; 79.80; 74.63; 59.57; 56.42
 12.78; 16.80; 79.80; 74.63; 59.57; 56.42
 12.78; 16.80; 79.80; 74.63; 59.57; 56.42
 12.79; 16.79; 79.80; 74.63; 59.57; 56.42
 12.79; 16.79; 79.80; 74.63; 59.56; 56.42
 12.79; 16.79; 79.80; 74.63; 59.56; 56.42
 12.79; 16.80; 79.80; 74.64; 59.56; 56.42
 12.79; 16.80; 79.80; 74.64; 59.56; 56.42
 12.79; 16.80; 79.80; 74.64; 59.56; 56.42
 12.78; 16.80; 79.80; 74.63; 59.56; 56.42
 12.78; 16.80; 79.80; 74.63; 59.56; 56.42
 12.78; 16.80; 79.80; 74.63; 59.57; 56.42
 12.79; 16.80; 79.80; 74.62; 59.57; 56.42
 12.79; 16.80; 79.80; 74.63; 59.56; 56.42
 12.79; 16.81; 79.80; 74.62; 59.56; 56.42
 12.79; 16.80; 79.80; 74.63; 59.56; 56.41
 12.79; 16.80; 79.80; 74.63; 59.57; 56.41
 12.79; 16.81; 79.80; 74.62; 59.57; 56.41
 12.79; 16.81; 79.79; 74.63; 59.57; 56.41
 12.80; 16.81; 79.79; 74.63; 59.57; 56.41
 12.80; 16.81; 79.79; 74.63; 59.56; 56.41
 12.80; 16.81; 79.80; 74.62; 59.57; 56.41
 12.79; 16.81; 79.80; 74.62; 59.57; 56.41
 12.80; 16.81; 79.79; 74.62; 59.57; 56.41
 12.80; 16.81; 79.79; 74.63; 59.57; 56.40
 12.79; 16.81; 79.80; 74.63; 59.57; 56.40
 12.79; 16.81; 79.80; 74.63; 59.57; 56.40
 12.79; 16.81; 79.79; 74.64; 59.57; 56.40
 12.80; 16.82; 79.79; 74.64; 59.56; 56.40
 12.79; 16.82; 79.79; 74.64; 59.56; 56.39
 12.80; 16.82; 79.79; 74.63; 59.56; 56.40
 12.80; 16.82; 79.79; 74.64; 59.56; 56.39
 12.80; 16.82; 79.79; 74.65; 59.56; 56.39
 12.80; 16.82; 79.79; 74.64; 59.56; 56.38
 12.80; 16.82; 79.79; 74.64; 59.56; 56.38
 12.80; 16.82; 79.79; 74.64; 59.56; 56.38
 12.80; 16.83; 79.79; 74.64; 59.56; 56.37
 12.80; 16.83; 79.79; 74.64; 59.56; 56.38
 12.80; 16.82; 79.79; 74.64; 59.56; 56.38
 12.80; 16.82; 79.79; 74.64; 59.56; 56.38
 12.80; 16.83; 79.79; 74.64; 59.56; 56.38
 12.80; 16.83; 79.79; 74.64; 59.56; 56.37
 12.80; 16.83; 79.80; 74.63; 59.57; 56.38
 12.80; 16.83; 79.80; 74.64; 59.56; 56.37
 12.80; 16.83; 79.80; 74.63; 59.56; 56.36
 12.80; 16.84; 79.80; 74.63; 59.56; 56.36
 12.80; 16.84; 79.80; 74.63; 59.56; 56.37
 12.80; 16.84; 79.80; 74.64; 59.55; 56.37
 12.80; 16.84; 79.80; 74.64; 59.55; 56.37
 12.80; 16.85; 79.80; 74.64; 59.55; 56.36
 12.80; 16.84; 79.80; 74.64; 59.54; 56.37
 12.80; 16.85; 79.79; 74.65; 59.54; 56.37
 12.80; 16.85; 79.79; 74.65; 59.55; 56.36
 12.80; 16.85; 79.79; 74.65; 59.55; 56.36
 12.80; 16.85; 79.79; 74.64; 59.55; 56.36
 12.80; 16.85; 79.79; 74.65; 59.55; 56.36
 12.80; 16.85; 79.79; 74.64; 59.56; 56.36
 12.80; 16.85; 79.80; 74.64; 59.56; 56.36
 12.80; 16.84; 79.80; 74.64; 59.55; 56.36
 12.81; 16.84; 79.80; 74.64; 59.55; 56.36
 12.80; 16.85; 79.79; 74.65; 59.55; 56.36
 12.80; 16.85; 79.80; 74.64; 59.54; 56.37
 12.80; 16.85; 79.79; 74.65; 59.54; 56.37
 12.80; 16.86; 79.79; 74.65; 59.54; 56.37
 12.80; 16.86; 79.79; 74.65; 59.54; 56.36
 12.79; 16.86; 79.80; 74.65; 59.53; 56.37
 12.80; 16.86; 79.80; 74.65; 59.53; 56.37
 12.80; 16.86; 79.79; 74.65; 59.53; 56.37
 12.80; 16.86; 79.80; 74.65; 59.53; 56.36
 12.80; 16.86; 79.80; 74.64; 59.54; 56.36
 12.80; 16.86; 79.80; 74.64; 59.53; 56.36
 12.81; 16.86; 79.80; 74.64; 59.54; 56.36
 12.80; 16.86; 79.80; 74.65; 59.54; 56.35
 12.80; 16.86; 79.80; 74.65; 59.54; 56.36
 12.80; 16.85; 79.80; 74.64; 59.55; 56.35
 12.80; 16.86; 79.80; 74.65; 59.55; 56.35
 12.80; 16.85; 79.80; 74.65; 59.55; 56.35
 12.80; 16.86; 79.79; 74.64; 59.55; 56.35
 12.80; 16.86; 79.79; 74.65; 59.55; 56.35
 12.80; 16.86; 79.79; 74.65; 59.55; 56.35
 12.80; 16.86; 79.79; 74.65; 59.55; 56.34
 12.80; 16.87; 79.79; 74.65; 59.55; 56.34
 12.80; 16.86; 79.80; 74.64; 59.55; 56.34
 12.80; 16.86; 79.80; 74.65; 59.55; 56.34
 12.80; 16.87; 79.80; 74.65; 59.56; 56.34
 12.80; 16.86; 79.80; 74.64; 59.56; 56.34
 12.80; 16.86; 79.80; 74.65; 59.56; 56.34
 12.80; 16.87; 79.80; 74.64; 59.56; 56.34
 12.80; 16.87; 79.80; 74.64; 59.56; 56.33
 12.79; 16.87; 79.80; 74.64; 59.56; 56.34
 12.79; 16.87; 79.80; 74.64; 59.56; 56.34
 12.79; 16.87; 79.80; 74.65; 59.56; 56.33
 12.79; 16.87; 79.80; 74.65; 59.56; 56.33
 12.79; 16.87; 79.79; 74.64; 59.57; 56.34
 12.79; 16.87; 79.79; 74.65; 59.57; 56.33
 12.79; 16.87; 79.79; 74.65; 59.57; 56.34
 12.79; 16.87; 79.79; 74.65; 59.57; 56.33
 12.78; 16.87; 79.79; 74.65; 59.57; 56.33
 12.79; 16.87; 79.80; 74.65; 59.56; 56.34
 12.79; 16.87; 79.80; 74.65; 59.57; 56.33
 12.78; 16.87; 79.80; 74.65; 59.57; 56.33
 12.78; 16.87; 79.80; 74.65; 59.57; 56.33
 12.79; 16.86; 79.80; 74.65; 59.57; 56.33
 12.80; 16.86; 79.80; 74.64; 59.57; 56.33
 12.79; 16.86; 79.80; 74.64; 59.57; 56.33
 12.79; 16.86; 79.80; 74.64; 59.57; 56.33
 12.80; 16.86; 79.80; 74.64; 59.57; 56.33
 12.80; 16.85; 79.81; 74.64; 59.57; 56.33
 12.80; 16.85; 79.81; 74.64; 59.58; 56.33
 12.79; 16.85; 79.81; 74.64; 59.58; 56.33
 12.80; 16.85; 79.81; 74.64; 59.57; 56.33
 12.80; 16.85; 79.81; 74.64; 59.58; 56.33
 12.80; 16.85; 79.81; 74.64; 59.58; 56.33
 12.80; 16.85; 79.81; 74.63; 59.58; 56.33
 12.80; 16.85; 79.81; 74.63; 59.59; 56.33
 12.80; 16.84; 79.81; 74.63; 59.59; 56.33
 12.80; 16.84; 79.81; 74.63; 59.59; 56.33
 12.80; 16.84; 79.81; 74.63; 59.59; 56.33
 12.80; 16.84; 79.81; 74.63; 59.60; 56.33
 12.80; 16.83; 79.81; 74.63; 59.59; 56.33
 12.80; 16.83; 79.81; 74.63; 59.60; 56.33
 12.80; 16.83; 79.82; 74.63; 59.59; 56.33
 12.80; 16.83; 79.82; 74.63; 59.59; 56.33
 12.80; 16.82; 79.82; 74.62; 59.60; 56.33
 12.80; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.82; 79.82; 74.62; 59.60; 56.33
 12.81; 16.82; 79.82; 74.62; 59.59; 56.34
 12.81; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.82; 79.82; 74.62; 59.60; 56.33
 12.80; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.82; 79.83; 74.63; 59.60; 56.33
 12.80; 16.82; 79.83; 74.62; 59.61; 56.33
 12.80; 16.82; 79.83; 74.62; 59.60; 56.33
 12.80; 16.81; 79.83; 74.62; 59.61; 56.33
 12.80; 16.81; 79.83; 74.62; 59.61; 56.33
 12.80; 16.81; 79.83; 74.62; 59.61; 56.32
 12.80; 16.81; 79.83; 74.63; 59.60; 56.33
 12.80; 16.81; 79.83; 74.62; 59.61; 56.32
 12.80; 16.81; 79.83; 74.62; 59.60; 56.32
 12.80; 16.81; 79.84; 74.62; 59.60; 56.32
 12.80; 16.81; 79.84; 74.62; 59.61; 56.32
 12.80; 16.81; 79.84; 74.62; 59.61; 56.32
 12.80; 16.81; 79.84; 74.61; 59.61; 56.32
 12.80; 16.81; 79.84; 74.61; 59.61; 56.32
 12.80; 16.82; 79.83; 74.61; 59.62; 56.32
 12.80; 16.82; 79.84; 74.61; 59.62; 56.33
 12.80; 16.82; 79.84; 74.60; 59.61; 56.33
 12.80; 16.82; 79.84; 74.60; 59.61; 56.33
 12.79; 16.82; 79.84; 74.60; 59.61; 56.33
 12.80; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.84; 74.60; 59.61; 56.35
 12.79; 16.82; 79.84; 74.60; 59.60; 56.35
 12.79; 16.82; 79.84; 74.60; 59.61; 56.35
 12.79; 16.82; 79.84; 74.60; 59.61; 56.35
 12.79; 16.82; 79.84; 74.60; 59.61; 56.34
 12.79; 16.82; 79.85; 74.59; 59.61; 56.35
 12.78; 16.82; 79.84; 74.60; 59.61; 56.34
 12.78; 16.82; 79.85; 74.60; 59.61; 56.35
 12.78; 16.82; 79.84; 74.60; 59.61; 56.35
 12.78; 16.82; 79.85; 74.60; 59.61; 56.34
 12.78; 16.82; 79.84; 74.60; 59.61; 56.34
 12.78; 16.82; 79.84; 74.60; 59.60; 56.35
 12.78; 16.82; 79.84; 74.61; 59.60; 56.34
 12.78; 16.82; 79.85; 74.61; 59.59; 56.34
 12.79; 16.82; 79.84; 74.61; 59.59; 56.34
 12.79; 16.83; 79.84; 74.61; 59.59; 56.34
 12.79; 16.83; 79.84; 74.61; 59.60; 56.34
 12.79; 16.83; 79.84; 74.61; 59.60; 56.33
 12.79; 16.83; 79.84; 74.61; 59.60; 56.34
 12.78; 16.83; 79.84; 74.61; 59.59; 56.34
 12.78; 16.83; 79.84; 74.61; 59.60; 56.34
 12.78; 16.83; 79.84; 74.61; 59.59; 56.34
 12.78; 16.83; 79.84; 74.62; 59.60; 56.33
 12.78; 16.83; 79.84; 74.61; 59.60; 56.33
 12.78; 16.84; 79.85; 74.61; 59.59; 56.33
 12.77; 16.84; 79.85; 74.62; 59.59; 56.33
 12.77; 16.83; 79.85; 74.62; 59.59; 56.34
 12.78; 16.84; 79.85; 74.61; 59.59; 56.34
 12.78; 16.84; 79.85; 74.62; 59.58; 56.33
 12.78; 16.84; 79.85; 74.62; 59.58; 56.33
 12.77; 16.84; 79.85; 74.62; 59.58; 56.34
 12.77; 16.84; 79.85; 74.62; 59.58; 56.34
 12.77; 16.84; 79.85; 74.62; 59.58; 56.34
 12.77; 16.84; 79.85; 74.62; 59.59; 56.33
 12.77; 16.84; 79.85; 74.62; 59.59; 56.33
 12.77; 16.85; 79.85; 74.62; 59.58; 56.33
 12.77; 16.84; 79.85; 74.62; 59.58; 56.33
 12.78; 16.84; 79.85; 74.62; 59.58; 56.33
 12.78; 16.84; 79.86; 74.62; 59.59; 56.32
 12.78; 16.84; 79.86; 74.62; 59.59; 56.32
 12.78; 16.84; 79.86; 74.62; 59.58; 56.31
 12.78; 16.84; 79.86; 74.62; 59.58; 56.32
 12.78; 16.84; 79.86; 74.62; 59.59; 56.32
 12.78; 16.84; 79.86; 74.62; 59.59; 56.32
 12.78; 16.84; 79.86; 74.62; 59.58; 56.32
 12.77; 16.84; 79.85; 74.62; 59.59; 56.32
 12.78; 16.84; 79.85; 74.62; 59.59; 56.32
 12.77; 16.84; 79.85; 74.63; 59.59; 56.32
