AntiSquid;Baseline1;Baseline2;Chad;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;ReinforcedGreediness;UJIAgent1;UJIAgent2;UJIAgent3
 44.49; 20.87; 27.50; 77.47; 86.09; 34.75; 43.43; 55.81; 58.07; 60.46; 41.21; 54.56; 45.29
 44.48; 20.88; 27.49; 77.42; 86.09; 34.77; 43.44; 55.80; 58.10; 60.43; 41.26; 54.53; 45.30
 44.50; 20.90; 27.48; 77.42; 86.10; 34.75; 43.44; 55.80; 58.11; 60.41; 41.25; 54.54; 45.29
 44.51; 20.90; 27.49; 77.42; 86.11; 34.78; 43.45; 55.81; 58.08; 60.39; 41.23; 54.53; 45.31
 44.54; 20.88; 27.49; 77.41; 86.12; 34.80; 43.44; 55.79; 58.11; 60.38; 41.22; 54.51; 45.31
 44.54; 20.87; 27.50; 77.39; 86.13; 34.80; 43.46; 55.79; 58.09; 60.37; 41.20; 54.53; 45.33
 44.52; 20.87; 27.48; 77.41; 86.13; 34.82; 43.47; 55.78; 58.07; 60.38; 41.21; 54.52; 45.34
 44.53; 20.88; 27.46; 77.40; 86.10; 34.80; 43.48; 55.80; 58.08; 60.38; 41.23; 54.53; 45.33
 44.51; 20.88; 27.47; 77.36; 86.12; 34.81; 43.49; 55.79; 58.09; 60.35; 41.26; 54.53; 45.35
 44.52; 20.88; 27.49; 77.38; 86.12; 34.79; 43.50; 55.79; 58.09; 60.33; 41.23; 54.53; 45.34
 44.51; 20.90; 27.51; 77.37; 86.13; 34.82; 43.47; 55.80; 58.08; 60.31; 41.23; 54.51; 45.37
 44.50; 20.89; 27.52; 77.38; 86.13; 34.81; 43.49; 55.77; 58.09; 60.32; 41.22; 54.49; 45.38
 44.50; 20.90; 27.53; 77.37; 86.14; 34.84; 43.50; 55.76; 58.08; 60.30; 41.23; 54.48; 45.38
 44.50; 20.91; 27.51; 77.36; 86.15; 34.82; 43.51; 55.79; 58.09; 60.28; 41.22; 54.49; 45.37
 44.52; 20.90; 27.52; 77.38; 86.17; 34.81; 43.49; 55.81; 58.09; 60.28; 41.20; 54.48; 45.37
 44.51; 20.90; 27.55; 77.39; 86.15; 34.78; 43.48; 55.81; 58.09; 60.28; 41.22; 54.46; 45.38
 44.50; 20.92; 27.54; 77.38; 86.15; 34.78; 43.47; 55.83; 58.05; 60.30; 41.21; 54.46; 45.40
 44.49; 20.95; 27.54; 77.40; 86.13; 34.77; 43.46; 55.82; 58.05; 60.32; 41.21; 54.47; 45.40
 44.50; 20.94; 27.53; 77.37; 86.14; 34.77; 43.47; 55.81; 58.05; 60.33; 41.22; 54.46; 45.40
 44.50; 20.93; 27.53; 77.37; 86.14; 34.77; 43.46; 55.81; 58.06; 60.32; 41.23; 54.47; 45.41
 44.50; 20.93; 27.51; 77.39; 86.14; 34.76; 43.46; 55.80; 58.08; 60.32; 41.22; 54.48; 45.42
 44.50; 20.95; 27.53; 77.40; 86.16; 34.75; 43.45; 55.79; 58.07; 60.32; 41.18; 54.46; 45.43
 44.51; 20.94; 27.53; 77.40; 86.14; 34.74; 43.44; 55.78; 58.07; 60.34; 41.19; 54.46; 45.44
 44.49; 20.93; 27.55; 77.40; 86.14; 34.75; 43.45; 55.79; 58.06; 60.34; 41.21; 54.45; 45.44
 44.47; 20.93; 27.58; 77.42; 86.13; 34.73; 43.45; 55.78; 58.06; 60.35; 41.19; 54.46; 45.43
 44.47; 20.94; 27.59; 77.42; 86.14; 34.74; 43.45; 55.77; 58.06; 60.35; 41.19; 54.46; 45.43
 44.48; 20.94; 27.57; 77.42; 86.11; 34.75; 43.44; 55.76; 58.06; 60.35; 41.19; 54.47; 45.44
 44.50; 20.93; 27.55; 77.42; 86.12; 34.73; 43.45; 55.76; 58.09; 60.33; 41.20; 54.48; 45.44
 44.51; 20.93; 27.57; 77.42; 86.12; 34.72; 43.44; 55.78; 58.08; 60.34; 41.17; 54.47; 45.44
 44.50; 20.94; 27.58; 77.42; 86.12; 34.72; 43.43; 55.77; 58.09; 60.33; 41.18; 54.47; 45.44
 44.49; 20.95; 27.60; 77.41; 86.10; 34.70; 43.43; 55.77; 58.10; 60.33; 41.18; 54.49; 45.45
 44.49; 20.98; 27.61; 77.42; 86.09; 34.71; 43.42; 55.76; 58.08; 60.34; 41.17; 54.50; 45.44
 44.49; 20.98; 27.61; 77.41; 86.10; 34.71; 43.43; 55.74; 58.07; 60.35; 41.20; 54.51; 45.42
 44.50; 20.97; 27.60; 77.41; 86.08; 34.70; 43.41; 55.75; 58.09; 60.34; 41.21; 54.53; 45.41
 44.53; 20.96; 27.58; 77.42; 86.08; 34.68; 43.39; 55.74; 58.13; 60.33; 41.21; 54.54; 45.40
 44.54; 20.96; 27.62; 77.43; 86.07; 34.67; 43.39; 55.75; 58.13; 60.35; 41.18; 54.52; 45.39
 44.55; 20.96; 27.62; 77.44; 86.08; 34.64; 43.38; 55.75; 58.14; 60.34; 41.21; 54.50; 45.39
 44.56; 20.98; 27.60; 77.44; 86.07; 34.63; 43.40; 55.74; 58.12; 60.35; 41.20; 54.51; 45.39
 44.55; 20.98; 27.63; 77.45; 86.06; 34.64; 43.39; 55.74; 58.11; 60.37; 41.19; 54.50; 45.38
 44.54; 20.98; 27.63; 77.44; 86.07; 34.66; 43.41; 55.73; 58.09; 60.37; 41.20; 54.50; 45.38
 44.55; 20.99; 27.63; 77.44; 86.07; 34.65; 43.40; 55.73; 58.09; 60.37; 41.19; 54.51; 45.37
 44.56; 20.98; 27.60; 77.44; 86.08; 34.63; 43.41; 55.74; 58.11; 60.37; 41.19; 54.51; 45.37
 44.57; 20.99; 27.62; 77.44; 86.08; 34.63; 43.40; 55.74; 58.13; 60.38; 41.15; 54.51; 45.37
 44.56; 20.99; 27.61; 77.45; 86.09; 34.61; 43.39; 55.74; 58.13; 60.39; 41.16; 54.49; 45.38
 44.55; 21.01; 27.61; 77.45; 86.09; 34.59; 43.39; 55.76; 58.12; 60.39; 41.15; 54.49; 45.38
 44.55; 21.03; 27.62; 77.46; 86.08; 34.58; 43.39; 55.77; 58.11; 60.39; 41.13; 54.50; 45.38
 44.53; 21.04; 27.64; 77.46; 86.08; 34.60; 43.39; 55.76; 58.09; 60.39; 41.13; 54.50; 45.39
 44.53; 21.04; 27.61; 77.46; 86.08; 34.59; 43.39; 55.76; 58.11; 60.38; 41.14; 54.50; 45.40
 44.54; 21.05; 27.61; 77.46; 86.08; 34.56; 43.37; 55.77; 58.13; 60.36; 41.15; 54.52; 45.39
 44.55; 21.04; 27.63; 77.47; 86.09; 34.57; 43.36; 55.78; 58.13; 60.38; 41.12; 54.50; 45.38
 44.54; 21.04; 27.63; 77.48; 86.08; 34.57; 43.36; 55.76; 58.14; 60.37; 41.14; 54.51; 45.37
 44.55; 21.05; 27.64; 77.49; 86.08; 34.55; 43.38; 55.76; 58.13; 60.38; 41.13; 54.50; 45.37
 44.53; 21.07; 27.68; 77.50; 86.08; 34.54; 43.37; 55.76; 58.12; 60.39; 41.12; 54.50; 45.35
 44.53; 21.07; 27.68; 77.49; 86.08; 34.53; 43.38; 55.76; 58.11; 60.40; 41.12; 54.50; 45.37
 44.54; 21.07; 27.68; 77.49; 86.09; 34.53; 43.37; 55.75; 58.11; 60.40; 41.11; 54.50; 45.36
 44.55; 21.07; 27.67; 77.49; 86.09; 34.51; 43.36; 55.77; 58.13; 60.41; 41.10; 54.50; 45.35
 44.55; 21.06; 27.68; 77.50; 86.10; 34.52; 43.37; 55.77; 58.11; 60.41; 41.07; 54.49; 45.37
 44.55; 21.06; 27.68; 77.50; 86.10; 34.51; 43.35; 55.76; 58.12; 60.41; 41.09; 54.49; 45.37
 44.55; 21.08; 27.70; 77.50; 86.09; 34.49; 43.35; 55.77; 58.11; 60.42; 41.09; 54.49; 45.36
 44.53; 21.09; 27.71; 77.50; 86.09; 34.48; 43.34; 55.77; 58.10; 60.44; 41.08; 54.49; 45.37
 44.54; 21.11; 27.71; 77.51; 86.09; 34.49; 43.34; 55.77; 58.08; 60.43; 41.09; 54.49; 45.34
 44.56; 21.11; 27.71; 77.52; 86.08; 34.50; 43.34; 55.77; 58.09; 60.43; 41.09; 54.50; 45.32
 44.57; 21.11; 27.69; 77.52; 86.08; 34.48; 43.33; 55.77; 58.11; 60.42; 41.09; 54.52; 45.31
 44.57; 21.11; 27.71; 77.53; 86.09; 34.49; 43.32; 55.78; 58.10; 60.42; 41.05; 54.50; 45.32
 44.57; 21.10; 27.70; 77.54; 86.09; 34.47; 43.32; 55.75; 58.10; 60.43; 41.09; 54.50; 45.33
 44.58; 21.12; 27.69; 77.54; 86.08; 34.45; 43.32; 55.77; 58.08; 60.44; 41.08; 54.51; 45.34
 44.57; 21.14; 27.70; 77.55; 86.08; 34.45; 43.32; 55.76; 58.08; 60.45; 41.06; 54.50; 45.33
 44.57; 21.14; 27.72; 77.54; 86.08; 34.47; 43.34; 55.74; 58.08; 60.43; 41.06; 54.48; 45.34
 44.58; 21.15; 27.70; 77.55; 86.08; 34.48; 43.34; 55.74; 58.06; 60.43; 41.07; 54.48; 45.33
 44.61; 21.13; 27.69; 77.55; 86.08; 34.46; 43.34; 55.75; 58.09; 60.42; 41.07; 54.48; 45.32
 44.63; 21.15; 27.69; 77.55; 86.08; 34.47; 43.34; 55.76; 58.08; 60.41; 41.04; 54.48; 45.31
 44.62; 21.15; 27.68; 77.55; 86.08; 34.44; 43.33; 55.77; 58.10; 60.41; 41.06; 54.49; 45.31
 44.62; 21.16; 27.68; 77.55; 86.07; 34.43; 43.35; 55.78; 58.09; 60.42; 41.05; 54.49; 45.31
 44.62; 21.16; 27.68; 77.57; 86.07; 34.42; 43.34; 55.78; 58.07; 60.43; 41.06; 54.48; 45.32
 44.62; 21.15; 27.66; 77.57; 86.08; 34.43; 43.35; 55.77; 58.07; 60.42; 41.08; 54.48; 45.32
 44.62; 21.14; 27.65; 77.57; 86.09; 34.42; 43.34; 55.76; 58.10; 60.43; 41.09; 54.48; 45.33
 44.65; 21.15; 27.64; 77.58; 86.10; 34.39; 43.32; 55.75; 58.12; 60.41; 41.09; 54.48; 45.33
 44.66; 21.14; 27.65; 77.58; 86.11; 34.38; 43.32; 55.77; 58.12; 60.41; 41.06; 54.46; 45.34
 44.66; 21.14; 27.65; 77.58; 86.12; 34.36; 43.30; 55.77; 58.13; 60.40; 41.09; 54.46; 45.35
 44.65; 21.15; 27.64; 77.58; 86.11; 34.36; 43.30; 55.78; 58.13; 60.41; 41.07; 54.47; 45.34
 44.65; 21.16; 27.65; 77.59; 86.10; 34.36; 43.29; 55.77; 58.11; 60.43; 41.08; 54.47; 45.34
 44.64; 21.15; 27.65; 77.61; 86.11; 34.36; 43.30; 55.75; 58.12; 60.43; 41.09; 54.46; 45.32
 44.64; 21.15; 27.64; 77.59; 86.10; 34.35; 43.32; 55.76; 58.13; 60.43; 41.09; 54.47; 45.33
 44.64; 21.16; 27.63; 77.61; 86.10; 34.36; 43.31; 55.74; 58.12; 60.43; 41.10; 54.47; 45.32
 44.62; 21.16; 27.64; 77.61; 86.11; 34.38; 43.31; 55.75; 58.09; 60.43; 41.11; 54.48; 45.32
 44.62; 21.16; 27.66; 77.59; 86.13; 34.38; 43.32; 55.74; 58.09; 60.43; 41.10; 54.47; 45.30
 44.65; 21.17; 27.67; 77.61; 86.14; 34.38; 43.32; 55.74; 58.08; 60.41; 41.08; 54.46; 45.29
 44.66; 21.17; 27.66; 77.61; 86.15; 34.38; 43.34; 55.74; 58.08; 60.41; 41.06; 54.47; 45.29
 44.67; 21.17; 27.66; 77.61; 86.16; 34.37; 43.33; 55.74; 58.08; 60.40; 41.05; 54.45; 45.30
 44.67; 21.19; 27.66; 77.62; 86.15; 34.35; 43.33; 55.75; 58.06; 60.42; 41.05; 54.46; 45.29
 44.68; 21.20; 27.65; 77.63; 86.16; 34.36; 43.34; 55.75; 58.03; 60.42; 41.04; 54.46; 45.28
 44.66; 21.21; 27.65; 77.62; 86.17; 34.37; 43.33; 55.75; 58.02; 60.42; 41.05; 54.47; 45.27
 44.66; 21.22; 27.68; 77.62; 86.17; 34.36; 43.32; 55.76; 58.01; 60.42; 41.06; 54.47; 45.26
 44.67; 21.22; 27.70; 77.63; 86.17; 34.36; 43.31; 55.75; 58.00; 60.42; 41.05; 54.45; 45.26
 44.66; 21.21; 27.71; 77.62; 86.18; 34.36; 43.34; 55.75; 58.02; 60.41; 41.03; 54.44; 45.27
 44.66; 21.20; 27.71; 77.62; 86.18; 34.36; 43.36; 55.74; 58.03; 60.39; 41.03; 54.44; 45.27
 44.65; 21.21; 27.69; 77.62; 86.17; 34.35; 43.35; 55.76; 58.02; 60.41; 41.04; 54.45; 45.27
 44.66; 21.21; 27.69; 77.62; 86.18; 34.35; 43.35; 55.76; 57.99; 60.41; 41.04; 54.45; 45.28
 44.64; 21.21; 27.68; 77.62; 86.17; 34.37; 43.35; 55.76; 57.98; 60.42; 41.06; 54.45; 45.29
 44.64; 21.21; 27.71; 77.62; 86.18; 34.37; 43.34; 55.78; 57.97; 60.42; 41.05; 54.44; 45.28
 44.65; 21.19; 27.73; 77.63; 86.19; 34.37; 43.34; 55.79; 57.97; 60.41; 41.03; 54.44; 45.28
 44.64; 21.18; 27.74; 77.62; 86.19; 34.36; 43.34; 55.80; 57.98; 60.42; 41.01; 54.43; 45.27
 44.63; 21.18; 27.74; 77.62; 86.20; 34.35; 43.36; 55.81; 57.99; 60.41; 41.00; 54.42; 45.28
 44.62; 21.19; 27.73; 77.64; 86.19; 34.34; 43.34; 55.82; 58.00; 60.42; 41.00; 54.43; 45.29
 44.63; 21.19; 27.72; 77.65; 86.20; 34.34; 43.35; 55.81; 57.97; 60.42; 41.01; 54.45; 45.28
 44.61; 21.18; 27.73; 77.65; 86.20; 34.36; 43.36; 55.80; 57.95; 60.41; 41.01; 54.46; 45.28
 44.62; 21.19; 27.74; 77.64; 86.19; 34.35; 43.37; 55.81; 57.96; 60.41; 41.02; 54.44; 45.26
 44.64; 21.19; 27.75; 77.65; 86.20; 34.35; 43.37; 55.83; 57.94; 60.40; 41.00; 54.44; 45.25
 44.62; 21.18; 27.74; 77.65; 86.21; 34.35; 43.39; 55.84; 57.94; 60.39; 40.98; 54.44; 45.25
 44.62; 21.19; 27.73; 77.66; 86.22; 34.36; 43.40; 55.83; 57.94; 60.39; 40.98; 54.43; 45.26
 44.61; 21.19; 27.72; 77.66; 86.20; 34.35; 43.40; 55.83; 57.95; 60.40; 41.00; 54.43; 45.27
 44.62; 21.20; 27.70; 77.65; 86.21; 34.35; 43.41; 55.82; 57.94; 60.40; 41.01; 54.42; 45.27
 44.61; 21.21; 27.71; 77.66; 86.21; 34.35; 43.40; 55.83; 57.93; 60.40; 41.01; 54.43; 45.26
 44.59; 21.21; 27.72; 77.65; 86.21; 34.38; 43.40; 55.85; 57.92; 60.40; 41.01; 54.43; 45.24
 44.62; 21.21; 27.75; 77.64; 86.22; 34.37; 43.41; 55.85; 57.91; 60.39; 40.98; 54.44; 45.22
 44.61; 21.20; 27.75; 77.64; 86.22; 34.37; 43.40; 55.86; 57.93; 60.38; 40.97; 54.44; 45.21
 44.61; 21.19; 27.76; 77.66; 86.21; 34.36; 43.40; 55.85; 57.94; 60.39; 40.96; 54.44; 45.21
 44.62; 21.20; 27.75; 77.66; 86.21; 34.37; 43.39; 55.85; 57.93; 60.39; 40.96; 54.45; 45.20
 44.61; 21.20; 27.77; 77.67; 86.21; 34.38; 43.39; 55.85; 57.91; 60.40; 40.97; 54.46; 45.20
 44.61; 21.20; 27.77; 77.67; 86.20; 34.40; 43.39; 55.87; 57.89; 60.40; 40.96; 54.45; 45.20
 44.60; 21.20; 27.79; 77.65; 86.21; 34.40; 43.38; 55.89; 57.88; 60.39; 40.96; 54.43; 45.20
 44.61; 21.20; 27.81; 77.66; 86.21; 34.40; 43.37; 55.89; 57.88; 60.40; 40.94; 54.43; 45.22
 44.59; 21.19; 27.81; 77.65; 86.22; 34.41; 43.39; 55.89; 57.87; 60.39; 40.93; 54.42; 45.22
 44.61; 21.20; 27.81; 77.64; 86.21; 34.39; 43.40; 55.88; 57.88; 60.40; 40.94; 54.41; 45.23
 44.60; 21.20; 27.81; 77.65; 86.19; 34.39; 43.39; 55.88; 57.86; 60.41; 40.96; 54.41; 45.24
 44.58; 21.20; 27.81; 77.65; 86.20; 34.40; 43.40; 55.88; 57.83; 60.43; 40.96; 54.42; 45.25
 44.57; 21.20; 27.81; 77.65; 86.20; 34.41; 43.41; 55.88; 57.83; 60.44; 40.95; 54.42; 45.24
 44.56; 21.19; 27.80; 77.63; 86.21; 34.41; 43.40; 55.89; 57.83; 60.44; 40.96; 54.42; 45.24
 44.56; 21.19; 27.81; 77.64; 86.22; 34.42; 43.40; 55.89; 57.82; 60.44; 40.93; 54.43; 45.24
 44.55; 21.18; 27.82; 77.64; 86.23; 34.43; 43.42; 55.90; 57.82; 60.45; 40.91; 54.42; 45.23
 44.55; 21.16; 27.82; 77.64; 86.23; 34.43; 43.42; 55.91; 57.84; 60.45; 40.89; 54.42; 45.24
 44.56; 21.17; 27.82; 77.65; 86.22; 34.43; 43.41; 55.90; 57.82; 60.45; 40.89; 54.44; 45.23
 44.55; 21.16; 27.82; 77.66; 86.22; 34.44; 43.42; 55.89; 57.80; 60.45; 40.91; 54.44; 45.24
 44.53; 21.18; 27.80; 77.66; 86.22; 34.46; 43.42; 55.90; 57.79; 60.45; 40.91; 54.44; 45.25
 44.54; 21.18; 27.81; 77.64; 86.22; 34.47; 43.41; 55.91; 57.78; 60.46; 40.90; 54.43; 45.24
 44.55; 21.18; 27.81; 77.65; 86.23; 34.47; 43.41; 55.91; 57.77; 60.45; 40.88; 54.44; 45.24
 44.54; 21.17; 27.81; 77.65; 86.24; 34.47; 43.42; 55.92; 57.78; 60.45; 40.85; 54.46; 45.24
 44.53; 21.17; 27.81; 77.65; 86.24; 34.46; 43.43; 55.92; 57.79; 60.45; 40.85; 54.45; 45.24
 44.53; 21.19; 27.80; 77.65; 86.22; 34.45; 43.43; 55.91; 57.79; 60.46; 40.85; 54.47; 45.24
 44.54; 21.18; 27.80; 77.66; 86.22; 34.45; 43.44; 55.91; 57.76; 60.46; 40.86; 54.48; 45.24
 44.52; 21.19; 27.81; 77.67; 86.22; 34.47; 43.44; 55.92; 57.76; 60.46; 40.85; 54.47; 45.24
 44.52; 21.19; 27.81; 77.65; 86.21; 34.48; 43.41; 55.94; 57.77; 60.47; 40.84; 54.46; 45.24
 44.53; 21.19; 27.83; 77.66; 86.22; 34.49; 43.41; 55.93; 57.77; 60.45; 40.83; 54.45; 45.25
 44.53; 21.17; 27.82; 77.65; 86.22; 34.50; 43.42; 55.93; 57.78; 60.45; 40.83; 54.45; 45.25
 44.54; 21.18; 27.82; 77.64; 86.22; 34.49; 43.42; 55.93; 57.80; 60.44; 40.81; 54.44; 45.27
 44.53; 21.19; 27.82; 77.64; 86.21; 34.49; 43.41; 55.94; 57.79; 60.45; 40.81; 54.44; 45.28
 44.53; 21.19; 27.81; 77.65; 86.21; 34.49; 43.41; 55.94; 57.79; 60.44; 40.81; 54.46; 45.27
 44.52; 21.20; 27.83; 77.65; 86.20; 34.50; 43.40; 55.95; 57.77; 60.45; 40.81; 54.46; 45.27
 44.54; 21.20; 27.84; 77.63; 86.20; 34.50; 43.40; 55.95; 57.75; 60.45; 40.83; 54.46; 45.26
 44.55; 21.21; 27.85; 77.63; 86.21; 34.50; 43.40; 55.94; 57.74; 60.45; 40.81; 54.46; 45.25
 44.56; 21.21; 27.85; 77.62; 86.22; 34.52; 43.43; 55.94; 57.74; 60.44; 40.79; 54.45; 45.23
 44.58; 21.21; 27.85; 77.61; 86.22; 34.52; 43.43; 55.94; 57.76; 60.42; 40.79; 54.44; 45.25
 44.56; 21.22; 27.85; 77.61; 86.22; 34.52; 43.42; 55.93; 57.74; 60.42; 40.79; 54.43; 45.26
 44.54; 21.20; 27.85; 77.62; 86.23; 34.53; 43.43; 55.92; 57.74; 60.43; 40.80; 54.42; 45.28
 44.54; 21.21; 27.85; 77.62; 86.22; 34.54; 43.44; 55.89; 57.75; 60.43; 40.81; 54.41; 45.28
 44.56; 21.22; 27.86; 77.62; 86.22; 34.53; 43.43; 55.90; 57.73; 60.43; 40.80; 54.41; 45.28
 44.56; 21.22; 27.85; 77.63; 86.21; 34.55; 43.42; 55.87; 57.74; 60.44; 40.79; 54.40; 45.30
 44.54; 21.23; 27.86; 77.65; 86.21; 34.56; 43.41; 55.86; 57.75; 60.45; 40.79; 54.41; 45.30
 44.54; 21.24; 27.87; 77.64; 86.21; 34.53; 43.40; 55.86; 57.76; 60.45; 40.78; 54.40; 45.31
 44.54; 21.23; 27.87; 77.64; 86.21; 34.54; 43.39; 55.86; 57.78; 60.44; 40.78; 54.40; 45.31
 44.54; 21.24; 27.87; 77.63; 86.22; 34.53; 43.41; 55.87; 57.76; 60.45; 40.78; 54.40; 45.31
 44.54; 21.24; 27.85; 77.64; 86.22; 34.54; 43.41; 55.86; 57.75; 60.45; 40.78; 54.39; 45.31
 44.54; 21.25; 27.85; 77.63; 86.23; 34.52; 43.42; 55.87; 57.75; 60.45; 40.78; 54.40; 45.30
 44.54; 21.25; 27.86; 77.64; 86.23; 34.54; 43.41; 55.86; 57.75; 60.46; 40.76; 54.39; 45.31
 44.52; 21.26; 27.86; 77.66; 86.23; 34.54; 43.40; 55.85; 57.77; 60.46; 40.75; 54.38; 45.31
 44.51; 21.27; 27.87; 77.67; 86.24; 34.53; 43.39; 55.85; 57.77; 60.47; 40.74; 54.38; 45.32
 44.52; 21.26; 27.87; 77.67; 86.23; 34.52; 43.39; 55.86; 57.79; 60.47; 40.73; 54.38; 45.30
 44.50; 21.26; 27.86; 77.68; 86.24; 34.52; 43.41; 55.85; 57.79; 60.48; 40.74; 54.38; 45.31
 44.49; 21.25; 27.87; 77.68; 86.23; 34.53; 43.40; 55.85; 57.80; 60.48; 40.75; 54.37; 45.30
 44.48; 21.26; 27.86; 77.67; 86.24; 34.53; 43.42; 55.85; 57.80; 60.48; 40.74; 54.38; 45.30
 44.49; 21.25; 27.85; 77.69; 86.24; 34.55; 43.43; 55.84; 57.79; 60.47; 40.72; 54.38; 45.30
 44.47; 21.25; 27.86; 77.69; 86.24; 34.55; 43.42; 55.84; 57.80; 60.48; 40.71; 54.38; 45.30
 44.46; 21.25; 27.89; 77.70; 86.23; 34.54; 43.41; 55.84; 57.81; 60.48; 40.69; 54.38; 45.30
 44.47; 21.26; 27.87; 77.70; 86.24; 34.54; 43.42; 55.84; 57.83; 60.48; 40.68; 54.38; 45.29
 44.46; 21.26; 27.86; 77.69; 86.24; 34.54; 43.43; 55.84; 57.83; 60.49; 40.69; 54.37; 45.29
 44.44; 21.27; 27.87; 77.69; 86.25; 34.54; 43.43; 55.85; 57.83; 60.49; 40.69; 54.38; 45.28
 44.44; 21.28; 27.86; 77.68; 86.25; 34.54; 43.45; 55.86; 57.82; 60.49; 40.67; 54.38; 45.29
 44.45; 21.28; 27.86; 77.67; 86.26; 34.54; 43.43; 55.84; 57.81; 60.49; 40.68; 54.37; 45.31
 44.44; 21.28; 27.88; 77.68; 86.26; 34.55; 43.42; 55.83; 57.79; 60.50; 40.68; 54.39; 45.30
 44.43; 21.28; 27.89; 77.70; 86.27; 34.53; 43.43; 55.83; 57.79; 60.51; 40.66; 54.37; 45.31
 44.42; 21.27; 27.90; 77.69; 86.27; 34.54; 43.42; 55.83; 57.81; 60.51; 40.66; 54.37; 45.31
 44.41; 21.26; 27.90; 77.69; 86.28; 34.55; 43.41; 55.84; 57.81; 60.51; 40.66; 54.37; 45.31
 44.40; 21.27; 27.89; 77.70; 86.28; 34.56; 43.41; 55.84; 57.82; 60.50; 40.66; 54.37; 45.30
 44.40; 21.27; 27.88; 77.70; 86.27; 34.56; 43.40; 55.85; 57.82; 60.51; 40.67; 54.38; 45.30
 44.39; 21.26; 27.87; 77.71; 86.27; 34.57; 43.38; 55.85; 57.83; 60.50; 40.65; 54.39; 45.30
 44.37; 21.28; 27.88; 77.72; 86.26; 34.56; 43.38; 55.86; 57.85; 60.51; 40.66; 54.39; 45.30
 44.37; 21.28; 27.89; 77.73; 86.26; 34.54; 43.38; 55.86; 57.85; 60.52; 40.64; 54.38; 45.31
 44.36; 21.27; 27.88; 77.72; 86.26; 34.54; 43.38; 55.86; 57.87; 60.53; 40.63; 54.38; 45.31
 44.34; 21.27; 27.87; 77.73; 86.26; 34.54; 43.40; 55.87; 57.87; 60.53; 40.64; 54.38; 45.29
 44.34; 21.28; 27.87; 77.73; 86.26; 34.53; 43.40; 55.87; 57.86; 60.53; 40.64; 54.39; 45.30
 44.34; 21.29; 27.87; 77.73; 86.24; 34.51; 43.41; 55.88; 57.86; 60.53; 40.64; 54.38; 45.31
 44.35; 21.28; 27.86; 77.75; 86.23; 34.51; 43.40; 55.87; 57.85; 60.54; 40.63; 54.39; 45.33
 44.33; 21.30; 27.87; 77.76; 86.23; 34.50; 43.41; 55.88; 57.87; 60.55; 40.61; 54.38; 45.32
 44.32; 21.31; 27.88; 77.78; 86.22; 34.48; 43.41; 55.89; 57.87; 60.55; 40.59; 54.38; 45.32
 44.31; 21.31; 27.87; 77.77; 86.23; 34.46; 43.42; 55.88; 57.89; 60.55; 40.60; 54.39; 45.31
 44.29; 21.31; 27.88; 77.78; 86.23; 34.46; 43.43; 55.88; 57.88; 60.54; 40.61; 54.39; 45.32
 44.30; 21.32; 27.89; 77.78; 86.23; 34.46; 43.43; 55.88; 57.88; 60.54; 40.59; 54.40; 45.31
 44.29; 21.35; 27.88; 77.78; 86.23; 34.46; 43.43; 55.88; 57.87; 60.54; 40.57; 54.40; 45.29
 44.29; 21.34; 27.88; 77.79; 86.22; 34.48; 43.42; 55.88; 57.87; 60.55; 40.56; 54.40; 45.30
 44.28; 21.33; 27.89; 77.80; 86.22; 34.47; 43.42; 55.89; 57.87; 60.55; 40.56; 54.39; 45.31
 44.27; 21.34; 27.90; 77.81; 86.23; 34.46; 43.42; 55.89; 57.89; 60.56; 40.55; 54.39; 45.30
 44.27; 21.33; 27.90; 77.79; 86.23; 34.44; 43.41; 55.90; 57.91; 60.57; 40.55; 54.40; 45.29
 44.25; 21.33; 27.92; 77.80; 86.23; 34.44; 43.42; 55.88; 57.90; 60.57; 40.57; 54.39; 45.29
 44.25; 21.32; 27.92; 77.79; 86.24; 34.45; 43.43; 55.88; 57.90; 60.57; 40.57; 54.39; 45.29
 44.24; 21.33; 27.93; 77.80; 86.23; 34.44; 43.43; 55.88; 57.90; 60.58; 40.57; 54.39; 45.28
 44.24; 21.32; 27.93; 77.81; 86.23; 34.44; 43.41; 55.87; 57.90; 60.59; 40.56; 54.40; 45.30
 44.23; 21.32; 27.94; 77.82; 86.23; 34.43; 43.42; 55.86; 57.92; 60.58; 40.54; 54.41; 45.31
 44.22; 21.31; 27.94; 77.83; 86.23; 34.42; 43.42; 55.87; 57.94; 60.59; 40.53; 54.40; 45.31
 44.22; 21.31; 27.93; 77.83; 86.23; 34.42; 43.42; 55.88; 57.95; 60.58; 40.54; 54.39; 45.29
 44.22; 21.32; 27.92; 77.83; 86.23; 34.42; 43.43; 55.89; 57.93; 60.58; 40.54; 54.39; 45.30
 44.21; 21.33; 27.92; 77.83; 86.24; 34.41; 43.44; 55.89; 57.92; 60.58; 40.53; 54.39; 45.30
 44.22; 21.34; 27.92; 77.84; 86.24; 34.40; 43.44; 55.88; 57.92; 60.57; 40.53; 54.39; 45.32
 44.22; 21.34; 27.92; 77.83; 86.25; 34.40; 43.43; 55.87; 57.94; 60.56; 40.52; 54.39; 45.32
 44.20; 21.35; 27.93; 77.84; 86.25; 34.39; 43.43; 55.86; 57.95; 60.56; 40.52; 54.39; 45.32
