AntiSquid;Baseline1;Baseline2;Chad;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;ReinforcedGreediness;UJIAgent1;UJIAgent2;UJIAgent3
 43.73; 21.13; 28.01; 78.64; 85.97; 34.64; 43.09; 55.73; 58.02; 60.41; 41.00; 53.84; 45.77
 43.74; 21.13; 28.00; 78.65; 85.97; 34.64; 43.09; 55.74; 58.03; 60.42; 40.99; 53.84; 45.78
 43.73; 21.13; 28.00; 78.64; 85.97; 34.64; 43.08; 55.73; 58.03; 60.42; 40.99; 53.84; 45.78
 43.73; 21.13; 28.00; 78.64; 85.97; 34.63; 43.08; 55.73; 58.03; 60.42; 40.99; 53.84; 45.79
 43.73; 21.13; 28.00; 78.64; 85.98; 34.64; 43.09; 55.74; 58.05; 60.41; 40.98; 53.84; 45.80
 43.72; 21.13; 27.99; 78.63; 85.98; 34.64; 43.08; 55.74; 58.05; 60.41; 40.99; 53.84; 45.80
 43.72; 21.13; 27.99; 78.64; 85.98; 34.63; 43.08; 55.74; 58.05; 60.41; 40.99; 53.84; 45.80
 43.72; 21.12; 27.98; 78.64; 85.99; 34.63; 43.08; 55.73; 58.06; 60.41; 40.99; 53.84; 45.81
 43.71; 21.13; 27.97; 78.64; 85.99; 34.63; 43.07; 55.74; 58.06; 60.41; 41.00; 53.83; 45.81
 43.70; 21.13; 27.98; 78.65; 85.99; 34.64; 43.08; 55.74; 58.06; 60.41; 40.99; 53.82; 45.81
 43.70; 21.13; 27.98; 78.65; 85.99; 34.63; 43.09; 55.75; 58.06; 60.41; 40.98; 53.82; 45.81
 43.69; 21.13; 27.99; 78.65; 85.99; 34.64; 43.08; 55.75; 58.06; 60.41; 40.97; 53.82; 45.80
 43.70; 21.14; 27.98; 78.65; 85.99; 34.63; 43.09; 55.76; 58.06; 60.42; 40.97; 53.82; 45.81
 43.70; 21.14; 27.99; 78.65; 85.99; 34.63; 43.10; 55.75; 58.06; 60.42; 40.97; 53.81; 45.80
 43.68; 21.14; 27.99; 78.65; 86.00; 34.63; 43.09; 55.75; 58.07; 60.41; 40.98; 53.81; 45.79
 43.68; 21.15; 27.99; 78.65; 86.00; 34.62; 43.09; 55.76; 58.06; 60.41; 40.97; 53.81; 45.79
 43.68; 21.15; 28.00; 78.65; 86.00; 34.62; 43.10; 55.75; 58.06; 60.41; 40.97; 53.81; 45.78
 43.67; 21.15; 28.02; 78.66; 86.00; 34.61; 43.10; 55.76; 58.07; 60.41; 40.98; 53.80; 45.78
 43.68; 21.15; 28.01; 78.66; 86.01; 34.60; 43.10; 55.76; 58.08; 60.41; 40.98; 53.80; 45.78
 43.67; 21.15; 28.02; 78.66; 86.01; 34.59; 43.10; 55.76; 58.08; 60.41; 40.98; 53.80; 45.78
 43.66; 21.15; 28.02; 78.66; 86.01; 34.59; 43.10; 55.75; 58.08; 60.41; 40.98; 53.80; 45.77
 43.66; 21.15; 28.02; 78.66; 86.02; 34.59; 43.10; 55.76; 58.08; 60.41; 40.99; 53.80; 45.77
 43.65; 21.15; 28.02; 78.66; 86.02; 34.59; 43.11; 55.75; 58.08; 60.42; 40.99; 53.80; 45.76
 43.65; 21.14; 28.02; 78.65; 86.02; 34.59; 43.12; 55.75; 58.07; 60.41; 40.99; 53.80; 45.77
 43.65; 21.15; 28.02; 78.65; 86.03; 34.59; 43.12; 55.75; 58.08; 60.42; 40.99; 53.80; 45.76
 43.65; 21.14; 28.02; 78.66; 86.03; 34.58; 43.14; 55.75; 58.07; 60.41; 40.99; 53.80; 45.76
 43.64; 21.14; 28.03; 78.66; 86.04; 34.58; 43.14; 55.75; 58.08; 60.40; 40.99; 53.80; 45.76
 43.64; 21.15; 28.03; 78.65; 86.04; 34.58; 43.15; 55.76; 58.08; 60.40; 40.98; 53.80; 45.76
 43.63; 21.15; 28.02; 78.65; 86.04; 34.57; 43.15; 55.76; 58.08; 60.41; 40.98; 53.80; 45.75
 43.62; 21.15; 28.03; 78.66; 86.05; 34.57; 43.15; 55.76; 58.08; 60.40; 40.98; 53.80; 45.75
 43.62; 21.15; 28.01; 78.66; 86.05; 34.57; 43.16; 55.77; 58.07; 60.41; 40.98; 53.80; 45.74
 43.62; 21.15; 28.01; 78.66; 86.05; 34.57; 43.16; 55.77; 58.07; 60.41; 40.98; 53.80; 45.74
 43.62; 21.15; 28.02; 78.66; 86.05; 34.58; 43.17; 55.77; 58.08; 60.41; 40.98; 53.79; 45.73
 43.61; 21.16; 28.01; 78.66; 86.05; 34.58; 43.16; 55.78; 58.08; 60.41; 40.97; 53.80; 45.73
 43.61; 21.16; 28.01; 78.66; 86.05; 34.58; 43.16; 55.77; 58.09; 60.41; 40.97; 53.79; 45.73
 43.61; 21.15; 28.02; 78.67; 86.06; 34.58; 43.15; 55.78; 58.09; 60.40; 40.98; 53.79; 45.72
 43.62; 21.16; 28.01; 78.66; 86.05; 34.58; 43.16; 55.79; 58.09; 60.40; 40.98; 53.79; 45.71
 43.60; 21.16; 28.02; 78.67; 86.05; 34.58; 43.16; 55.78; 58.09; 60.41; 40.97; 53.79; 45.71
 43.60; 21.15; 28.03; 78.67; 86.06; 34.57; 43.16; 55.78; 58.10; 60.41; 40.98; 53.80; 45.71
 43.60; 21.15; 28.01; 78.66; 86.06; 34.56; 43.16; 55.78; 58.10; 60.41; 40.98; 53.80; 45.71
 43.61; 21.15; 28.01; 78.67; 86.06; 34.56; 43.16; 55.79; 58.09; 60.41; 40.97; 53.80; 45.71
 43.61; 21.15; 28.02; 78.67; 86.07; 34.56; 43.16; 55.78; 58.11; 60.41; 40.97; 53.80; 45.71
 43.62; 21.14; 28.02; 78.67; 86.07; 34.55; 43.16; 55.77; 58.10; 60.41; 40.97; 53.80; 45.71
 43.62; 21.14; 28.02; 78.67; 86.07; 34.54; 43.16; 55.78; 58.10; 60.42; 40.97; 53.80; 45.71
 43.63; 21.13; 28.02; 78.67; 86.07; 34.55; 43.15; 55.77; 58.10; 60.42; 40.98; 53.80; 45.70
 43.63; 21.13; 28.02; 78.67; 86.06; 34.54; 43.16; 55.77; 58.10; 60.43; 40.98; 53.80; 45.70
 43.64; 21.12; 28.02; 78.68; 86.06; 34.54; 43.16; 55.77; 58.10; 60.43; 40.98; 53.79; 45.70
 43.64; 21.11; 28.01; 78.68; 86.07; 34.54; 43.16; 55.76; 58.11; 60.43; 40.98; 53.80; 45.70
 43.64; 21.11; 28.01; 78.68; 86.06; 34.54; 43.16; 55.76; 58.11; 60.43; 40.98; 53.80; 45.71
 43.64; 21.11; 28.01; 78.68; 86.06; 34.53; 43.16; 55.77; 58.10; 60.44; 40.97; 53.81; 45.71
 43.64; 21.10; 28.01; 78.69; 86.06; 34.52; 43.16; 55.77; 58.11; 60.44; 40.97; 53.81; 45.71
 43.64; 21.10; 28.01; 78.69; 86.06; 34.52; 43.16; 55.77; 58.10; 60.45; 40.98; 53.81; 45.70
 43.65; 21.10; 28.00; 78.70; 86.06; 34.52; 43.16; 55.77; 58.09; 60.45; 40.98; 53.82; 45.70
 43.64; 21.10; 28.00; 78.70; 86.06; 34.50; 43.16; 55.77; 58.11; 60.45; 40.99; 53.82; 45.70
 43.65; 21.09; 28.00; 78.69; 86.06; 34.50; 43.17; 55.76; 58.11; 60.45; 40.98; 53.82; 45.70
 43.64; 21.09; 28.00; 78.70; 86.06; 34.50; 43.18; 55.77; 58.11; 60.45; 40.98; 53.82; 45.70
 43.64; 21.08; 28.01; 78.70; 86.06; 34.49; 43.18; 55.77; 58.11; 60.45; 40.98; 53.82; 45.70
 43.64; 21.07; 28.00; 78.70; 86.06; 34.49; 43.18; 55.76; 58.12; 60.46; 40.98; 53.82; 45.72
 43.64; 21.07; 28.00; 78.71; 86.05; 34.49; 43.18; 55.76; 58.11; 60.46; 40.98; 53.82; 45.71
 43.65; 21.06; 28.00; 78.71; 86.05; 34.49; 43.18; 55.75; 58.13; 60.46; 40.98; 53.83; 45.71
 43.65; 21.06; 28.00; 78.72; 86.05; 34.49; 43.17; 55.76; 58.13; 60.47; 40.98; 53.83; 45.71
 43.66; 21.06; 27.99; 78.72; 86.05; 34.49; 43.17; 55.76; 58.12; 60.48; 40.98; 53.83; 45.71
 43.66; 21.05; 27.99; 78.72; 86.05; 34.48; 43.17; 55.75; 58.14; 60.48; 40.98; 53.83; 45.71
 43.67; 21.04; 27.99; 78.71; 86.05; 34.48; 43.16; 55.75; 58.14; 60.47; 40.98; 53.83; 45.72
 43.67; 21.04; 27.99; 78.72; 86.04; 34.47; 43.17; 55.76; 58.13; 60.48; 40.97; 53.84; 45.72
 43.67; 21.03; 27.99; 78.72; 86.04; 34.47; 43.17; 55.75; 58.14; 60.48; 40.98; 53.84; 45.72
 43.68; 21.03; 27.99; 78.73; 86.04; 34.46; 43.18; 55.74; 58.14; 60.49; 40.97; 53.84; 45.72
 43.68; 21.04; 27.98; 78.73; 86.03; 34.46; 43.17; 55.75; 58.13; 60.49; 40.97; 53.84; 45.72
 43.68; 21.03; 27.98; 78.73; 86.04; 34.46; 43.17; 55.75; 58.14; 60.49; 40.96; 53.84; 45.72
 43.69; 21.04; 27.99; 78.73; 86.04; 34.45; 43.17; 55.75; 58.13; 60.50; 40.96; 53.83; 45.73
 43.69; 21.03; 28.00; 78.73; 86.04; 34.45; 43.17; 55.75; 58.13; 60.50; 40.96; 53.83; 45.73
 43.68; 21.02; 28.00; 78.74; 86.04; 34.45; 43.17; 55.75; 58.13; 60.50; 40.96; 53.83; 45.72
 43.69; 21.02; 28.00; 78.75; 86.03; 34.46; 43.16; 55.74; 58.14; 60.50; 40.95; 53.83; 45.73
 43.68; 21.02; 28.01; 78.75; 86.04; 34.46; 43.17; 55.75; 58.14; 60.49; 40.94; 53.84; 45.72
 43.69; 21.02; 28.01; 78.75; 86.04; 34.46; 43.17; 55.75; 58.14; 60.49; 40.93; 53.82; 45.73
 43.69; 21.01; 28.01; 78.75; 86.04; 34.46; 43.16; 55.74; 58.15; 60.50; 40.93; 53.82; 45.73
 43.68; 21.01; 28.02; 78.76; 86.04; 34.47; 43.17; 55.74; 58.15; 60.50; 40.92; 53.81; 45.73
 43.68; 21.02; 28.03; 78.76; 86.04; 34.48; 43.17; 55.73; 58.15; 60.49; 40.92; 53.80; 45.72
 43.68; 21.01; 28.03; 78.76; 86.04; 34.49; 43.17; 55.72; 58.16; 60.49; 40.92; 53.80; 45.72
 43.67; 21.01; 28.04; 78.76; 86.04; 34.49; 43.17; 55.73; 58.16; 60.48; 40.91; 53.80; 45.72
 43.66; 21.00; 28.05; 78.77; 86.04; 34.50; 43.17; 55.73; 58.16; 60.49; 40.91; 53.79; 45.72
 43.68; 20.99; 28.05; 78.77; 86.05; 34.51; 43.17; 55.71; 58.17; 60.49; 40.91; 53.78; 45.72
 43.67; 21.00; 28.05; 78.77; 86.05; 34.51; 43.16; 55.71; 58.18; 60.49; 40.90; 53.78; 45.71
 43.67; 20.99; 28.07; 78.77; 86.05; 34.52; 43.16; 55.71; 58.19; 60.49; 40.90; 53.77; 45.72
 43.68; 20.99; 28.06; 78.77; 86.05; 34.52; 43.15; 55.70; 58.20; 60.49; 40.89; 53.77; 45.73
 43.68; 20.99; 28.07; 78.76; 86.05; 34.52; 43.15; 55.71; 58.20; 60.48; 40.89; 53.77; 45.72
 43.67; 20.98; 28.08; 78.77; 86.05; 34.52; 43.15; 55.70; 58.22; 60.48; 40.88; 53.76; 45.72
 43.68; 20.98; 28.09; 78.77; 86.05; 34.53; 43.14; 55.69; 58.23; 60.48; 40.88; 53.76; 45.72
 43.68; 20.98; 28.09; 78.78; 86.05; 34.53; 43.13; 55.70; 58.22; 60.48; 40.86; 53.77; 45.73
 43.67; 20.98; 28.10; 78.78; 86.06; 34.54; 43.13; 55.70; 58.22; 60.49; 40.86; 53.76; 45.72
 43.67; 20.97; 28.10; 78.78; 86.06; 34.54; 43.12; 55.69; 58.22; 60.49; 40.86; 53.76; 45.73
 43.67; 20.97; 28.11; 78.79; 86.06; 34.54; 43.12; 55.70; 58.23; 60.48; 40.85; 53.76; 45.72
 43.66; 20.96; 28.11; 78.78; 86.07; 34.55; 43.13; 55.69; 58.23; 60.48; 40.85; 53.76; 45.72
 43.66; 20.96; 28.11; 78.79; 86.06; 34.55; 43.12; 55.69; 58.24; 60.48; 40.84; 53.76; 45.72
 43.66; 20.96; 28.12; 78.79; 86.07; 34.55; 43.13; 55.69; 58.25; 60.47; 40.83; 53.76; 45.72
 43.66; 20.96; 28.13; 78.80; 86.07; 34.56; 43.13; 55.69; 58.25; 60.47; 40.83; 53.75; 45.71
 43.67; 20.95; 28.13; 78.80; 86.07; 34.56; 43.12; 55.68; 58.26; 60.47; 40.83; 53.74; 45.71
 43.66; 20.96; 28.14; 78.80; 86.07; 34.56; 43.12; 55.68; 58.26; 60.46; 40.83; 53.75; 45.71
 43.66; 20.95; 28.15; 78.81; 86.07; 34.57; 43.12; 55.68; 58.26; 60.45; 40.83; 53.74; 45.71
 43.67; 20.94; 28.15; 78.81; 86.08; 34.57; 43.11; 55.67; 58.27; 60.45; 40.82; 53.75; 45.71
 43.67; 20.94; 28.15; 78.81; 86.07; 34.58; 43.10; 55.67; 58.28; 60.44; 40.84; 53.74; 45.71
 43.66; 20.94; 28.16; 78.81; 86.07; 34.58; 43.09; 55.68; 58.28; 60.45; 40.82; 53.74; 45.71
 43.66; 20.95; 28.16; 78.81; 86.06; 34.58; 43.10; 55.69; 58.27; 60.45; 40.82; 53.74; 45.70
 43.66; 20.96; 28.16; 78.81; 86.06; 34.59; 43.10; 55.69; 58.27; 60.45; 40.82; 53.74; 45.70
 43.65; 20.96; 28.17; 78.81; 86.06; 34.58; 43.09; 55.70; 58.27; 60.45; 40.81; 53.74; 45.70
 43.65; 20.97; 28.17; 78.82; 86.05; 34.58; 43.10; 55.70; 58.27; 60.45; 40.81; 53.74; 45.70
 43.65; 20.96; 28.17; 78.82; 86.05; 34.58; 43.11; 55.70; 58.28; 60.43; 40.81; 53.74; 45.70
 43.65; 20.97; 28.17; 78.82; 86.05; 34.58; 43.10; 55.72; 58.28; 60.43; 40.80; 53.74; 45.69
 43.65; 20.97; 28.17; 78.83; 86.03; 34.58; 43.10; 55.72; 58.27; 60.43; 40.80; 53.74; 45.69
 43.65; 20.98; 28.18; 78.84; 86.04; 34.59; 43.10; 55.72; 58.27; 60.43; 40.80; 53.74; 45.68
 43.65; 20.98; 28.18; 78.84; 86.04; 34.58; 43.09; 55.72; 58.27; 60.44; 40.79; 53.74; 45.68
 43.65; 20.99; 28.18; 78.84; 86.03; 34.59; 43.08; 55.74; 58.26; 60.44; 40.77; 53.75; 45.68
 43.64; 20.99; 28.18; 78.84; 86.03; 34.58; 43.08; 55.74; 58.27; 60.44; 40.78; 53.75; 45.67
 43.63; 21.00; 28.19; 78.85; 86.03; 34.59; 43.07; 55.74; 58.26; 60.45; 40.78; 53.74; 45.67
 43.62; 21.00; 28.19; 78.85; 86.02; 34.59; 43.07; 55.74; 58.25; 60.45; 40.77; 53.75; 45.68
 43.63; 21.00; 28.18; 78.86; 86.02; 34.60; 43.07; 55.75; 58.25; 60.45; 40.78; 53.74; 45.67
 43.63; 21.01; 28.19; 78.86; 86.02; 34.60; 43.06; 55.75; 58.25; 60.46; 40.77; 53.74; 45.66
 43.64; 21.01; 28.19; 78.87; 86.00; 34.60; 43.06; 55.75; 58.24; 60.46; 40.76; 53.74; 45.67
 43.64; 21.00; 28.20; 78.87; 86.00; 34.61; 43.05; 55.76; 58.24; 60.45; 40.77; 53.74; 45.66
 43.64; 21.01; 28.20; 78.87; 86.01; 34.60; 43.05; 55.77; 58.25; 60.45; 40.76; 53.74; 45.66
 43.64; 21.02; 28.21; 78.88; 86.00; 34.59; 43.04; 55.76; 58.25; 60.45; 40.75; 53.75; 45.66
 43.64; 21.02; 28.20; 78.88; 86.00; 34.60; 43.04; 55.76; 58.25; 60.44; 40.76; 53.74; 45.66
 43.64; 21.02; 28.21; 78.88; 86.00; 34.60; 43.03; 55.77; 58.25; 60.44; 40.75; 53.75; 45.65
 43.63; 21.02; 28.21; 78.88; 86.00; 34.60; 43.04; 55.77; 58.25; 60.44; 40.74; 53.75; 45.65
 43.63; 21.02; 28.21; 78.89; 86.00; 34.60; 43.04; 55.78; 58.25; 60.43; 40.74; 53.75; 45.65
 43.63; 21.03; 28.22; 78.89; 86.00; 34.59; 43.03; 55.78; 58.24; 60.44; 40.73; 53.75; 45.65
 43.63; 21.05; 28.22; 78.89; 85.99; 34.59; 43.03; 55.79; 58.24; 60.44; 40.72; 53.75; 45.65
 43.63; 21.04; 28.21; 78.90; 85.99; 34.60; 43.03; 55.79; 58.23; 60.43; 40.72; 53.76; 45.66
 43.63; 21.04; 28.22; 78.90; 85.99; 34.60; 43.01; 55.80; 58.23; 60.43; 40.72; 53.76; 45.66
 43.62; 21.04; 28.22; 78.91; 85.98; 34.60; 43.02; 55.81; 58.23; 60.44; 40.71; 53.77; 45.66
 43.62; 21.05; 28.22; 78.91; 85.98; 34.59; 43.02; 55.82; 58.22; 60.44; 40.71; 53.77; 45.66
 43.62; 21.05; 28.21; 78.91; 85.97; 34.59; 43.02; 55.82; 58.22; 60.43; 40.71; 53.78; 45.65
 43.62; 21.04; 28.21; 78.91; 85.98; 34.59; 43.02; 55.82; 58.23; 60.44; 40.71; 53.77; 45.65
 43.62; 21.04; 28.21; 78.92; 85.98; 34.59; 43.02; 55.82; 58.24; 60.44; 40.71; 53.78; 45.64
 43.62; 21.04; 28.21; 78.92; 85.97; 34.59; 43.02; 55.82; 58.24; 60.43; 40.71; 53.78; 45.63
 43.62; 21.04; 28.20; 78.92; 85.98; 34.59; 43.02; 55.83; 58.25; 60.43; 40.71; 53.78; 45.63
 43.63; 21.04; 28.20; 78.92; 85.97; 34.59; 43.02; 55.83; 58.25; 60.43; 40.71; 53.79; 45.63
 43.63; 21.04; 28.20; 78.92; 85.97; 34.59; 43.02; 55.83; 58.25; 60.42; 40.71; 53.79; 45.62
 43.63; 21.04; 28.20; 78.92; 85.96; 34.58; 43.03; 55.83; 58.25; 60.43; 40.70; 53.79; 45.61
 43.63; 21.04; 28.20; 78.93; 85.96; 34.59; 43.03; 55.83; 58.25; 60.43; 40.69; 53.80; 45.62
 43.63; 21.05; 28.20; 78.93; 85.96; 34.58; 43.02; 55.83; 58.26; 60.43; 40.70; 53.80; 45.61
 43.63; 21.05; 28.19; 78.93; 85.96; 34.59; 43.03; 55.82; 58.26; 60.43; 40.71; 53.80; 45.60
 43.62; 21.05; 28.20; 78.94; 85.95; 34.58; 43.02; 55.83; 58.26; 60.44; 40.71; 53.81; 45.59
 43.62; 21.06; 28.20; 78.94; 85.94; 34.58; 43.03; 55.83; 58.25; 60.44; 40.72; 53.80; 45.58
 43.61; 21.05; 28.20; 78.95; 85.94; 34.57; 43.04; 55.83; 58.25; 60.45; 40.72; 53.81; 45.58
 43.61; 21.06; 28.20; 78.95; 85.94; 34.57; 43.04; 55.83; 58.26; 60.45; 40.72; 53.82; 45.57
 43.61; 21.06; 28.19; 78.95; 85.93; 34.57; 43.03; 55.84; 58.26; 60.45; 40.72; 53.82; 45.56
 43.62; 21.06; 28.20; 78.95; 85.93; 34.57; 43.04; 55.84; 58.26; 60.45; 40.71; 53.81; 45.55
 43.62; 21.06; 28.19; 78.95; 85.93; 34.57; 43.03; 55.84; 58.27; 60.45; 40.72; 53.81; 45.55
 43.61; 21.07; 28.19; 78.95; 85.93; 34.56; 43.04; 55.84; 58.27; 60.46; 40.71; 53.81; 45.54
 43.62; 21.07; 28.20; 78.96; 85.92; 34.56; 43.04; 55.85; 58.28; 60.46; 40.71; 53.80; 45.55
 43.62; 21.07; 28.20; 78.97; 85.92; 34.57; 43.03; 55.84; 58.28; 60.47; 40.70; 53.80; 45.54
 43.62; 21.07; 28.19; 78.96; 85.91; 34.56; 43.03; 55.85; 58.29; 60.47; 40.70; 53.80; 45.54
 43.62; 21.07; 28.19; 78.96; 85.92; 34.56; 43.03; 55.85; 58.29; 60.47; 40.70; 53.80; 45.54
 43.63; 21.06; 28.18; 78.96; 85.91; 34.56; 43.03; 55.86; 58.29; 60.47; 40.71; 53.80; 45.54
 43.63; 21.06; 28.18; 78.96; 85.90; 34.56; 43.03; 55.87; 58.29; 60.47; 40.71; 53.79; 45.54
 43.63; 21.06; 28.18; 78.96; 85.89; 34.56; 43.03; 55.87; 58.29; 60.47; 40.71; 53.80; 45.55
 43.63; 21.06; 28.18; 78.95; 85.89; 34.56; 43.03; 55.87; 58.30; 60.47; 40.70; 53.81; 45.54
 43.63; 21.06; 28.19; 78.96; 85.89; 34.55; 43.03; 55.87; 58.31; 60.47; 40.70; 53.80; 45.53
 43.63; 21.06; 28.19; 78.96; 85.89; 34.55; 43.04; 55.87; 58.32; 60.47; 40.70; 53.80; 45.52
 43.62; 21.06; 28.19; 78.97; 85.89; 34.55; 43.04; 55.86; 58.32; 60.48; 40.70; 53.80; 45.52
 43.62; 21.06; 28.19; 78.96; 85.90; 34.55; 43.04; 55.86; 58.32; 60.47; 40.71; 53.80; 45.52
 43.63; 21.06; 28.20; 78.96; 85.90; 34.54; 43.04; 55.84; 58.33; 60.47; 40.70; 53.80; 45.53
 43.62; 21.06; 28.20; 78.96; 85.90; 34.54; 43.03; 55.85; 58.34; 60.47; 40.70; 53.79; 45.53
 43.63; 21.06; 28.19; 78.96; 85.90; 34.54; 43.03; 55.85; 58.34; 60.47; 40.70; 53.80; 45.53
 43.63; 21.05; 28.20; 78.96; 85.90; 34.54; 43.03; 55.84; 58.35; 60.47; 40.69; 53.80; 45.53
 43.62; 21.05; 28.21; 78.97; 85.90; 34.55; 43.03; 55.83; 58.36; 60.47; 40.69; 53.79; 45.54
 43.62; 21.05; 28.20; 78.97; 85.90; 34.54; 43.03; 55.83; 58.37; 60.46; 40.70; 53.79; 45.54
 43.62; 21.04; 28.21; 78.97; 85.90; 34.54; 43.03; 55.83; 58.38; 60.46; 40.69; 53.79; 45.54
 43.62; 21.04; 28.21; 78.97; 85.90; 34.55; 43.02; 55.82; 58.39; 60.46; 40.69; 53.79; 45.54
 43.62; 21.04; 28.21; 78.97; 85.90; 34.55; 43.02; 55.81; 58.40; 60.46; 40.70; 53.79; 45.53
 43.63; 21.04; 28.21; 78.96; 85.90; 34.54; 43.02; 55.80; 58.40; 60.47; 40.69; 53.80; 45.55
 43.63; 21.04; 28.22; 78.97; 85.90; 34.54; 43.01; 55.79; 58.40; 60.46; 40.69; 53.80; 45.54
 43.63; 21.04; 28.21; 78.97; 85.90; 34.54; 43.02; 55.79; 58.41; 60.46; 40.70; 53.80; 45.54
 43.63; 21.04; 28.21; 78.97; 85.90; 34.53; 43.01; 55.79; 58.40; 60.46; 40.70; 53.80; 45.55
 43.63; 21.03; 28.21; 78.98; 85.90; 34.53; 43.02; 55.78; 58.41; 60.47; 40.70; 53.79; 45.55
 43.63; 21.04; 28.21; 78.98; 85.90; 34.53; 43.02; 55.77; 58.40; 60.47; 40.71; 53.80; 45.55
 43.64; 21.04; 28.21; 78.98; 85.90; 34.52; 43.02; 55.75; 58.40; 60.47; 40.71; 53.80; 45.56
 43.64; 21.04; 28.21; 78.98; 85.90; 34.52; 43.02; 55.76; 58.40; 60.47; 40.72; 53.80; 45.55
 43.64; 21.04; 28.20; 78.98; 85.91; 34.52; 43.02; 55.75; 58.40; 60.47; 40.72; 53.81; 45.55
 43.64; 21.04; 28.20; 78.97; 85.91; 34.51; 43.02; 55.75; 58.40; 60.47; 40.72; 53.80; 45.56
 43.64; 21.04; 28.21; 78.97; 85.90; 34.52; 43.02; 55.74; 58.41; 60.47; 40.72; 53.80; 45.56
 43.64; 21.03; 28.20; 78.97; 85.90; 34.51; 43.03; 55.74; 58.40; 60.47; 40.72; 53.80; 45.57
 43.65; 21.03; 28.21; 78.97; 85.90; 34.52; 43.03; 55.73; 58.39; 60.47; 40.72; 53.80; 45.57
 43.65; 21.04; 28.22; 78.97; 85.91; 34.53; 43.02; 55.73; 58.40; 60.47; 40.71; 53.80; 45.56
 43.64; 21.04; 28.21; 78.97; 85.91; 34.52; 43.03; 55.71; 58.39; 60.47; 40.72; 53.81; 45.56
 43.65; 21.04; 28.21; 78.98; 85.91; 34.52; 43.04; 55.70; 58.39; 60.48; 40.72; 53.80; 45.56
 43.64; 21.04; 28.21; 78.98; 85.91; 34.53; 43.04; 55.70; 58.39; 60.48; 40.73; 53.80; 45.56
 43.64; 21.03; 28.21; 78.99; 85.91; 34.52; 43.04; 55.70; 58.40; 60.47; 40.73; 53.80; 45.57
 43.64; 21.03; 28.21; 78.99; 85.91; 34.51; 43.04; 55.69; 58.40; 60.47; 40.73; 53.81; 45.57
 43.64; 21.04; 28.21; 78.99; 85.91; 34.51; 43.04; 55.69; 58.40; 60.46; 40.74; 53.81; 45.56
 43.63; 21.03; 28.22; 78.99; 85.91; 34.52; 43.04; 55.69; 58.40; 60.46; 40.75; 53.80; 45.56
 43.63; 21.04; 28.22; 78.99; 85.91; 34.52; 43.04; 55.68; 58.40; 60.46; 40.75; 53.81; 45.55
 43.63; 21.04; 28.22; 79.00; 85.90; 34.51; 43.04; 55.68; 58.39; 60.46; 40.76; 53.81; 45.54
 43.62; 21.04; 28.22; 79.00; 85.90; 34.51; 43.04; 55.69; 58.39; 60.47; 40.77; 53.81; 45.55
 43.61; 21.04; 28.22; 79.00; 85.91; 34.51; 43.03; 55.69; 58.39; 60.46; 40.77; 53.81; 45.54
 43.61; 21.04; 28.22; 79.00; 85.90; 34.51; 43.03; 55.69; 58.39; 60.47; 40.79; 53.81; 45.53
 43.60; 21.03; 28.23; 79.00; 85.90; 34.51; 43.03; 55.69; 58.39; 60.46; 40.80; 53.81; 45.53
 43.60; 21.04; 28.23; 79.00; 85.90; 34.51; 43.03; 55.69; 58.39; 60.46; 40.81; 53.81; 45.53
 43.59; 21.04; 28.23; 79.01; 85.89; 34.50; 43.03; 55.69; 58.39; 60.46; 40.81; 53.82; 45.53
 43.59; 21.04; 28.23; 79.01; 85.89; 34.51; 43.03; 55.69; 58.38; 60.46; 40.82; 53.81; 45.53
 43.60; 21.04; 28.24; 79.01; 85.90; 34.50; 43.03; 55.69; 58.38; 60.45; 40.82; 53.81; 45.53
 43.59; 21.04; 28.24; 79.01; 85.89; 34.51; 43.03; 55.70; 58.37; 60.45; 40.84; 53.81; 45.53
 43.58; 21.04; 28.24; 79.00; 85.89; 34.51; 43.03; 55.71; 58.36; 60.45; 40.84; 53.82; 45.53
 43.58; 21.05; 28.24; 79.00; 85.89; 34.50; 43.03; 55.71; 58.36; 60.45; 40.85; 53.82; 45.53
 43.57; 21.05; 28.24; 79.01; 85.89; 34.50; 43.03; 55.70; 58.36; 60.45; 40.86; 53.82; 45.53
 43.57; 21.05; 28.24; 79.01; 85.89; 34.50; 43.03; 55.70; 58.36; 60.44; 40.86; 53.82; 45.53
 43.57; 21.05; 28.24; 79.01; 85.90; 34.50; 43.04; 55.69; 58.37; 60.45; 40.86; 53.81; 45.53
 43.56; 21.04; 28.25; 79.01; 85.89; 34.50; 43.04; 55.69; 58.36; 60.45; 40.88; 53.81; 45.52
 43.56; 21.04; 28.25; 79.00; 85.89; 34.50; 43.04; 55.70; 58.35; 60.45; 40.89; 53.81; 45.53
 43.56; 21.04; 28.24; 79.01; 85.89; 34.50; 43.04; 55.69; 58.35; 60.46; 40.89; 53.80; 45.53
 43.56; 21.03; 28.25; 79.01; 85.88; 34.50; 43.04; 55.69; 58.35; 60.45; 40.89; 53.81; 45.53
 43.56; 21.03; 28.25; 79.01; 85.88; 34.51; 43.03; 55.70; 58.34; 60.45; 40.89; 53.82; 45.53
 43.56; 21.03; 28.24; 79.02; 85.88; 34.51; 43.03; 55.69; 58.34; 60.45; 40.90; 53.81; 45.52
