AntiSquid;Baseline1;Baseline2;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;UJIAgent1;UJIAgent2;UJIAgent3
44.29;20.97;31.41;90.07;37.58;43.43;57.78;88.32;40.94;54.57;40.51
44.30;21.00;31.41;90.07;37.58;43.44;57.79;88.32;40.95;54.58;40.51
44.27;21.01;31.44;90.07;37.58;43.44;57.80;88.33;40.94;54.58;40.52
44.29;21.01;31.44;90.08;37.56;43.42;57.79;88.30;40.94;54.57;40.51
44.28;21.00;31.43;90.06;37.55;43.41;57.78;88.31;40.93;54.56;40.51
44.27;21.00;31.41;90.06;37.55;43.41;57.76;88.33;40.91;54.54;40.49
44.29;21.00;31.42;90.07;37.57;43.41;57.76;88.31;40.91;54.54;40.51
44.27;20.99;31.43;90.07;37.58;43.44;57.75;88.31;40.91;54.53;40.51
44.28;20.99;31.43;90.07;37.59;43.44;57.76;88.31;40.87;54.53;40.50
44.28;20.99;31.42;90.08;37.58;43.44;57.75;88.30;40.95;54.50;40.49
44.26;20.98;31.41;90.08;37.58;43.45;57.74;88.31;40.95;54.54;40.47
Invalid format at line 102947
44.26;20.99;31.40;90.08;37.59;43.45;57.74;88.31;40.96;54.53;40.52
44.26;20.99;31.41;90.09;37.60;43.47;57.74;88.31;40.97;54.55;40.54
44.24;20.99;31.45;90.09;37.59;43.48;57.75;88.32;40.97;54.56;40.54
44.26;20.99;31.44;90.10;37.58;43.49;57.76;88.31;40.98;54.56;40.53
44.24;20.99;31.43;90.10;37.57;43.47;57.74;88.29;40.96;54.54;40.51
44.23;20.98;31.42;90.09;37.58;43.46;57.73;88.30;40.95;54.53;40.50
44.22;20.98;31.42;90.10;37.62;43.46;57.73;88.30;40.96;54.52;40.51
44.22;20.97;31.42;90.10;37.61;43.50;57.72;88.30;40.96;54.52;40.49
44.22;20.97;31.42;90.11;37.61;43.50;57.69;88.30;40.97;54.52;40.49
44.21;20.97;31.43;90.11;37.61;43.50;57.70;88.31;41.00;54.51;40.48
44.20;20.96;31.42;90.11;37.60;43.50;57.70;88.30;41.01;54.54;40.46
44.21;20.96;31.41;90.11;37.58;43.51;57.69;88.30;41.03;54.56;40.46
44.21;20.95;31.41;90.11;37.59;43.52;57.71;88.31;41.04;54.57;40.48
44.22;20.97;31.42;90.12;37.60;43.52;57.71;88.30;41.04;54.57;40.49
44.21;20.98;31.43;90.12;37.59;43.52;57.72;88.31;41.04;54.57;40.49
44.20;20.97;31.45;90.13;37.58;43.51;57.70;88.29;41.02;54.55;40.48
44.19;20.97;31.43;90.12;37.57;43.49;57.68;88.31;41.01;54.53;40.47
44.18;20.96;31.42;90.13;37.58;43.48;57.68;88.32;41.01;54.53;40.46
44.20;20.96;31.41;90.12;37.62;43.46;57.68;88.32;41.00;54.53;40.46
44.18;20.96;31.40;90.13;37.62;43.51;57.67;88.32;41.01;54.53;40.46
44.20;20.95;31.39;90.13;37.61;43.51;57.70;88.32;40.99;54.54;40.46
44.19;20.95;31.40;90.12;37.60;43.51;57.68;88.30;41.02;54.55;40.45
44.20;20.94;31.40;90.12;37.61;43.50;57.67;88.31;41.02;54.59;40.43
Invalid format at line 104395
Invalid format at line 104398
44.20;20.95;31.40;90.12;37.63;43.51;57.68;88.31;41.02;54.60;40.44
44.20;20.95;31.43;90.12;37.64;43.50;57.68;88.31;41.04;54.61;40.46
44.18;20.96;31.45;90.12;37.64;43.51;57.69;88.31;41.04;54.62;40.46
44.17;20.96;31.45;90.13;37.63;43.49;57.70;88.28;41.03;54.63;40.47
44.15;20.95;31.44;90.12;37.62;43.48;57.68;88.29;41.02;54.62;40.45
44.17;20.95;31.43;90.12;37.59;43.47;57.66;88.31;41.01;54.60;40.44
44.17;20.96;31.45;90.12;37.62;43.46;57.65;88.30;41.01;54.60;40.43
44.15;20.96;31.44;90.13;37.63;43.47;57.63;88.31;41.01;54.61;40.45
44.16;20.95;31.43;90.13;37.64;43.48;57.66;88.31;40.97;54.60;40.45
44.16;20.94;31.43;90.13;37.64;43.48;57.66;88.31;41.03;54.57;40.44
Invalid format at line 105056
44.17;20.93;31.42;90.13;37.63;43.48;57.66;88.31;41.03;54.62;40.42
44.17;20.94;31.42;90.13;37.62;43.49;57.66;88.31;41.03;54.62;40.45
44.17;20.95;31.43;90.14;37.63;43.50;57.66;88.31;41.04;54.63;40.47
44.16;20.94;31.46;90.14;37.65;43.50;57.66;88.30;41.04;54.64;40.47
44.16;20.95;31.47;90.14;37.65;43.50;57.67;88.31;41.03;54.65;40.46
44.14;20.94;31.46;90.16;37.64;43.49;57.65;88.29;41.02;54.63;40.45
44.14;20.93;31.44;90.14;37.64;43.47;57.63;88.30;41.01;54.61;40.43
44.13;20.94;31.45;90.15;37.65;43.48;57.63;88.30;41.00;54.61;40.44
44.15;20.94;31.45;90.15;37.66;43.46;57.63;88.30;41.01;54.61;40.45
44.13;20.94;31.44;90.15;37.65;43.47;57.66;88.30;41.01;54.60;40.43
44.14;20.95;31.44;90.16;37.64;43.46;57.65;88.31;41.04;54.59;40.42
44.13;20.94;31.44;90.16;37.63;43.44;57.65;88.30;41.05;54.65;40.42
Invalid format at line 105851
44.14;20.95;31.43;90.16;37.63;43.44;57.64;88.30;41.05;54.65;40.44
44.13;20.97;31.43;90.16;37.63;43.44;57.65;88.31;41.06;54.66;40.46
44.15;20.97;31.42;90.17;37.64;43.45;57.66;88.30;41.07;54.67;40.47
44.11;20.97;31.43;90.16;37.64;43.46;57.66;88.31;41.07;54.68;40.47
44.12;20.97;31.44;90.17;37.63;43.45;57.65;88.28;41.05;54.66;40.47
44.10;20.96;31.43;90.17;37.62;43.43;57.64;88.28;41.04;54.64;40.46
44.10;20.96;31.42;90.17;37.66;43.42;57.62;88.29;41.03;54.64;40.45
44.09;20.96;31.42;90.17;37.71;43.41;57.62;88.30;41.04;54.63;40.44
44.08;20.96;31.41;90.16;37.71;43.44;57.62;88.30;41.03;54.64;40.44
44.08;20.95;31.41;90.16;37.70;43.45;57.63;88.29;41.02;54.63;40.45
44.08;20.95;31.42;90.16;37.69;43.45;57.63;88.29;41.04;54.63;40.46
44.08;20.94;31.42;90.16;37.69;43.45;57.63;88.29;41.03;54.68;40.43
44.08;20.96;31.42;90.17;37.70;43.47;57.62;88.29;41.04;54.67;40.45
44.08;20.98;31.43;90.17;37.71;43.47;57.63;88.29;41.04;54.68;40.46
44.07;20.98;31.46;90.16;37.71;43.48;57.64;88.29;41.04;54.69;40.46
44.06;20.99;31.46;90.17;37.70;43.47;57.65;88.26;41.04;54.69;40.46
44.05;20.98;31.45;90.18;37.68;43.46;57.63;88.25;41.03;54.67;40.45
44.04;20.97;31.44;90.19;37.67;43.45;57.61;88.28;41.02;54.65;40.43
44.04;20.97;31.44;90.19;37.69;43.44;57.61;88.28;41.01;54.66;40.44
44.04;20.96;31.44;90.19;37.68;43.51;57.58;88.29;41.02;54.65;40.42
44.04;20.96;31.43;90.20;37.68;43.52;57.62;88.28;41.00;54.64;40.41
44.02;20.96;31.43;90.20;37.68;43.51;57.61;88.28;41.07;54.63;40.41
44.02;20.95;31.42;90.20;37.67;43.51;57.61;88.28;41.07;54.67;40.40
Invalid format at line 107303
44.03;20.94;31.43;90.20;37.67;43.51;57.61;88.29;41.07;54.67;40.43
44.03;20.96;31.43;90.20;37.68;43.52;57.62;88.28;41.08;54.68;40.44
44.03;20.97;31.46;90.20;37.68;43.51;57.63;88.28;41.10;54.68;40.44
44.04;20.98;31.46;90.20;37.67;43.52;57.63;88.28;41.09;54.69;40.43
44.03;20.97;31.45;90.21;37.67;43.51;57.61;88.25;41.08;54.67;40.42
44.03;20.96;31.44;90.19;37.65;43.50;57.60;88.27;41.07;54.65;40.40
44.03;20.95;31.45;90.18;37.69;43.51;57.59;88.27;41.07;54.65;40.39
44.03;20.96;31.45;90.19;37.69;43.52;57.59;88.28;41.08;54.65;40.39
44.02;20.95;31.45;90.19;37.69;43.50;57.63;88.27;41.07;54.63;40.37
44.03;20.94;31.45;90.19;37.68;43.51;57.63;88.27;41.10;54.63;40.38
44.02;20.94;31.44;90.19;37.68;43.52;57.63;88.27;41.11;54.63;40.37
44.03;20.93;31.44;90.19;37.68;43.53;57.63;88.27;41.11;54.63;40.37
44.04;20.94;31.45;90.20;37.69;43.53;57.63;88.27;41.12;54.64;40.39
44.05;20.95;31.46;90.20;37.71;43.54;57.63;88.28;41.13;54.64;40.38
44.03;20.96;31.47;90.20;37.70;43.54;57.63;88.28;41.12;54.65;40.39
44.03;20.98;31.46;90.21;37.69;43.52;57.61;88.27;41.11;54.63;40.39
44.03;20.97;31.45;90.19;37.67;43.51;57.60;88.27;41.09;54.63;40.37
44.02;20.97;31.44;90.19;37.68;43.50;57.61;88.28;41.09;54.62;40.36
44.02;20.98;31.44;90.20;37.70;43.50;57.61;88.28;41.08;54.63;40.36
44.01;20.97;31.43;90.19;37.70;43.56;57.60;88.28;41.08;54.61;40.36
44.01;20.97;31.42;90.20;37.69;43.56;57.63;88.28;41.06;54.60;40.35
44.00;20.97;31.41;90.20;37.69;43.56;57.64;88.28;41.10;54.59;40.35
44.00;20.96;31.41;90.19;37.69;43.55;57.64;88.28;41.10;54.63;40.34
Invalid format at line 108750
Invalid format at line 108755
44.01;20.96;31.41;90.20;37.69;43.57;57.64;88.28;41.11;54.62;40.38
44.02;20.96;31.41;90.20;37.69;43.57;57.64;88.28;41.13;54.63;40.40
44.00;20.96;31.46;90.20;37.69;43.58;57.64;88.29;41.12;54.63;40.41
44.01;20.96;31.46;90.20;37.67;43.58;57.65;88.27;41.12;54.62;40.41
43.99;20.96;31.45;90.19;37.66;43.57;57.64;88.27;41.10;54.61;40.40
44.01;20.95;31.44;90.19;37.64;43.55;57.62;88.29;41.09;54.60;40.39
44.01;20.95;31.45;90.19;37.67;43.52;57.62;88.29;41.09;54.60;40.39
44.00;20.95;31.44;90.19;37.66;43.58;57.61;88.29;41.09;54.59;40.39
44.01;20.95;31.43;90.19;37.65;43.57;57.64;88.29;41.07;54.59;40.39
Invalid format at line 109347
44.01;20.95;31.42;90.18;37.65;43.56;57.66;88.29;41.12;54.58;40.38
44.01;20.94;31.41;90.19;37.65;43.57;57.65;88.29;41.11;54.60;40.39
44.01;20.95;31.41;90.19;37.65;43.56;57.65;88.29;41.11;54.60;40.44
44.02;20.93;31.41;90.19;37.66;43.58;57.66;88.29;41.13;54.61;40.44
44.02;20.93;31.44;90.19;37.67;43.58;57.67;88.29;41.14;54.61;40.44
44.04;20.94;31.43;90.19;37.66;43.59;57.68;88.29;41.13;54.61;40.43
44.04;20.93;31.42;90.22;37.65;43.57;57.66;88.27;41.12;54.59;40.42
44.03;20.93;31.41;90.21;37.64;43.56;57.64;88.28;41.10;54.57;40.41
44.03;20.93;31.41;90.21;37.67;43.55;57.65;88.28;41.10;54.57;40.40
44.03;20.93;31.41;90.21;37.67;43.57;57.64;88.28;41.11;54.56;40.40
44.02;20.93;31.40;90.21;37.66;43.57;57.68;88.28;41.10;54.56;40.39
44.02;20.93;31.40;90.21;37.66;43.56;57.70;88.28;41.10;54.55;40.41
44.02;20.93;31.40;90.22;37.66;43.56;57.70;88.27;41.10;54.54;40.41
44.02;20.92;31.39;90.21;37.67;43.54;57.71;88.26;41.10;54.56;40.42
44.01;20.94;31.39;90.22;37.68;43.55;57.71;88.26;41.11;54.58;40.46
44.02;20.95;31.38;90.22;37.69;43.55;57.72;88.27;41.11;54.58;40.48
44.00;20.96;31.39;90.22;37.70;43.56;57.72;88.27;41.11;54.57;40.48
44.00;20.97;31.39;90.23;37.68;43.55;57.70;88.25;41.09;54.56;40.48
43.99;20.96;31.38;90.22;37.67;43.53;57.69;88.25;41.08;54.55;40.46
44.00;20.95;31.37;90.23;37.66;43.54;57.70;88.26;41.07;54.54;40.45
43.99;20.96;31.37;90.23;37.70;43.52;57.70;88.26;41.07;54.55;40.44
43.99;20.96;31.36;90.23;37.70;43.57;57.67;88.27;41.06;54.55;40.43
44.00;20.96;31.35;90.24;37.70;43.57;57.70;88.27;41.02;54.55;40.43
44.01;20.96;31.35;90.24;37.69;43.57;57.69;88.27;41.07;54.53;40.43
44.01;20.95;31.34;90.23;37.69;43.58;57.69;88.27;41.06;54.58;40.40
44.01;20.96;31.33;90.23;37.69;43.59;57.70;88.28;41.06;54.58;40.44
44.01;20.97;31.34;90.23;37.68;43.60;57.70;88.28;41.08;54.59;40.46
44.00;20.97;31.36;90.23;37.68;43.61;57.71;88.27;41.08;54.58;40.46
44.03;20.97;31.36;90.23;37.67;43.61;57.71;88.25;41.08;54.58;40.46
44.01;20.96;31.35;90.23;37.66;43.60;57.69;88.26;41.07;54.57;40.45
44.01;20.96;31.34;90.23;37.65;43.58;57.67;88.28;41.06;54.55;40.43
44.01;20.96;31.34;90.23;37.70;43.56;57.66;88.28;41.05;54.56;40.43
44.00;20.96;31.34;90.23;37.69;43.60;57.65;88.29;41.06;54.55;40.44
44.00;20.96;31.33;90.23;37.68;43.59;57.71;88.28;41.03;54.54;40.44
44.00;20.95;31.33;90.22;37.70;43.59;57.72;88.29;41.05;54.53;40.43
44.00;20.94;31.32;90.23;37.69;43.59;57.73;88.28;41.04;54.56;40.43
Invalid format at line 111657
43.99;20.96;31.31;90.23;37.68;43.59;57.73;88.28;41.04;54.57;40.47
44.01;20.97;31.31;90.23;37.67;43.61;57.74;88.29;41.06;54.58;40.47
44.01;20.97;31.34;90.23;37.68;43.62;57.74;88.28;41.05;54.58;40.48
44.01;20.97;31.34;90.24;37.69;43.63;57.74;88.28;41.05;54.57;40.48
44.00;20.96;31.33;90.26;37.68;43.62;57.73;88.25;41.03;54.56;40.47
43.99;20.96;31.32;90.24;37.66;43.60;57.71;88.27;41.02;54.54;40.45
43.99;20.96;31.32;90.25;37.68;43.60;57.71;88.28;41.02;54.54;40.45
43.98;20.95;31.32;90.25;37.70;43.64;57.71;88.27;41.02;54.53;40.44
43.98;20.95;31.31;90.25;37.69;43.64;57.73;88.27;41.01;54.53;40.44
43.99;20.95;31.30;90.25;37.69;43.65;57.74;88.28;40.98;54.53;40.44
43.99;20.95;31.30;90.24;37.69;43.66;57.73;88.28;41.00;54.53;40.43
Invalid format at line 112383
44.00;20.94;31.30;90.24;37.69;43.66;57.74;88.28;40.99;54.54;40.43
44.00;20.96;31.30;90.24;37.70;43.67;57.74;88.28;41.00;54.55;40.46
43.99;20.97;31.31;90.25;37.70;43.67;57.75;88.28;41.01;54.56;40.47
43.98;20.98;31.31;90.25;37.71;43.67;57.76;88.27;41.01;54.56;40.48
44.01;20.97;31.30;90.25;37.70;43.66;57.75;88.25;41.00;54.55;40.48
44.00;20.96;31.29;90.25;37.68;43.64;57.74;88.26;40.98;54.54;40.46
44.00;20.96;31.28;90.25;37.69;43.64;57.74;88.27;40.98;54.52;40.45
43.99;20.95;31.28;90.25;37.73;43.62;57.74;88.27;40.98;54.53;40.45
43.98;20.95;31.27;90.25;37.73;43.65;57.74;88.27;40.97;54.53;40.46
44.00;20.95;31.26;90.25;37.73;43.65;57.78;88.27;40.93;54.52;40.46
43.99;20.95;31.26;90.25;37.72;43.64;57.79;88.26;40.93;54.52;40.47
44.00;20.96;31.26;90.24;37.73;43.64;57.79;88.26;40.92;54.55;40.45
44.00;20.95;31.25;90.24;37.74;43.65;57.79;88.27;40.93;54.55;40.49
44.00;20.96;31.25;90.25;37.74;43.66;57.80;88.27;40.94;54.57;40.50
43.99;20.96;31.28;90.24;37.73;43.68;57.82;88.27;40.93;54.57;40.51
44.01;20.97;31.27;90.24;37.72;43.67;57.83;88.25;40.92;54.56;40.52
43.99;20.96;31.27;90.23;37.71;43.66;57.82;88.25;40.90;54.55;40.50
43.99;20.95;31.26;90.23;37.69;43.65;57.80;88.28;40.89;54.53;40.49
44.00;20.96;31.26;90.24;37.71;43.62;57.81;88.28;40.89;54.53;40.49
43.98;20.96;31.27;90.24;37.72;43.64;57.79;88.28;40.90;54.53;40.49
44.00;20.96;31.26;90.24;37.70;43.64;57.82;88.28;40.87;54.53;40.49
44.00;20.96;31.25;90.23;37.71;43.64;57.82;88.29;40.87;54.54;40.50
44.01;20.95;31.25;90.23;37.72;43.64;57.82;88.28;40.86;54.56;40.49
Invalid format at line 113834
44.01;20.96;31.24;90.23;37.72;43.64;57.83;88.28;40.86;54.57;40.53
44.01;20.99;31.25;90.23;37.72;43.66;57.83;88.28;40.87;54.57;40.53
44.02;20.99;31.25;90.23;37.73;43.66;57.84;88.29;40.86;54.57;40.54
44.07;20.99;31.25;90.22;37.73;43.67;57.84;88.28;40.85;54.56;40.53
44.06;20.99;31.24;90.23;37.71;43.66;57.83;88.26;40.83;54.54;40.53
44.04;20.98;31.23;90.21;37.70;43.65;57.81;88.28;40.82;54.53;40.51
44.03;20.98;31.23;90.21;37.73;43.65;57.81;88.28;40.82;54.54;40.51
44.03;20.98;31.23;90.21;37.74;43.68;57.81;88.28;40.82;54.52;40.50
44.03;20.98;31.24;90.20;37.72;43.69;57.84;88.29;40.80;54.51;40.50
44.05;20.98;31.23;90.20;37.73;43.70;57.88;88.29;40.77;54.50;40.49
44.04;20.97;31.23;90.20;37.72;43.69;57.87;88.29;40.79;54.52;40.49
44.04;20.96;31.23;90.20;37.73;43.69;57.87;88.29;40.79;54.54;40.48
Invalid format at line 114561
44.05;21.01;31.22;90.21;37.73;43.70;57.88;88.28;40.78;54.54;40.51
44.05;21.02;31.24;90.21;37.74;43.70;57.89;88.29;40.79;54.53;40.51
44.06;21.03;31.24;90.21;37.74;43.70;57.88;88.28;40.78;54.54;40.51
44.08;21.03;31.25;90.22;37.72;43.69;57.87;88.26;40.77;54.53;40.50
44.06;21.02;31.24;90.22;37.72;43.67;57.85;88.26;40.76;54.52;40.49
44.06;21.02;31.23;90.22;37.71;43.68;57.86;88.26;40.75;54.50;40.48
44.05;21.03;31.24;90.23;37.73;43.67;57.86;88.26;40.75;54.50;40.48
44.03;21.02;31.24;90.23;37.72;43.70;57.86;88.26;40.74;54.51;40.49
44.05;21.02;31.23;90.23;37.72;43.71;57.89;88.27;40.71;54.50;40.48
44.06;21.02;31.23;90.22;37.71;43.71;57.89;88.26;40.73;54.48;40.49
44.06;21.02;31.22;90.22;37.70;43.71;57.89;88.26;40.71;54.52;40.49
44.06;21.02;31.22;90.22;37.71;43.71;57.89;88.27;40.71;54.52;40.53
44.06;21.03;31.22;90.23;37.71;43.72;57.90;88.27;40.72;54.53;40.55
44.05;21.03;31.24;90.22;37.71;43.72;57.91;88.27;40.71;54.54;40.56
44.08;21.04;31.24;90.20;37.70;43.72;57.92;88.26;40.70;54.54;40.55
44.07;21.03;31.23;90.22;37.70;43.71;57.90;88.25;40.69;54.52;40.54
44.07;21.03;31.22;90.22;37.67;43.70;57.88;88.28;40.67;54.50;40.53
44.07;21.02;31.22;90.22;37.72;43.68;57.88;88.27;40.67;54.51;40.53
44.07;21.02;31.21;90.21;37.71;43.73;57.88;88.27;40.66;54.50;40.53
44.08;21.02;31.20;90.22;37.70;43.73;57.90;88.27;40.64;54.50;40.54
44.08;21.02;31.21;90.22;37.71;43.73;57.90;88.28;40.63;54.50;40.55
44.08;21.01;31.21;90.21;37.71;43.75;57.90;88.28;40.62;54.51;40.55
44.09;21.01;31.20;90.21;37.72;43.75;57.90;88.27;40.61;54.51;40.58
44.09;21.03;31.19;90.21;37.73;43.77;57.89;88.28;40.62;54.52;40.59
44.10;21.03;31.20;90.21;37.73;43.77;57.90;88.28;40.63;54.53;40.60
44.08;21.03;31.20;90.22;37.74;43.78;57.92;88.28;40.62;54.53;40.60
44.07;21.03;31.20;90.23;37.73;43.77;57.90;88.27;40.61;54.51;40.58
44.06;21.02;31.19;90.22;37.71;43.75;57.88;88.27;40.60;54.50;40.58
44.06;21.02;31.18;90.22;37.73;43.75;57.88;88.28;40.60;54.50;40.59
44.06;21.03;31.18;90.22;37.73;43.77;57.87;88.28;40.59;54.49;40.59
44.05;21.03;31.19;90.22;37.72;43.77;57.89;88.28;40.59;54.48;40.59
44.05;21.03;31.18;90.23;37.72;43.76;57.90;88.29;40.61;54.47;40.58
44.04;21.02;31.17;90.21;37.72;43.75;57.90;88.29;40.64;54.48;40.58
44.05;21.02;31.16;90.21;37.72;43.75;57.90;88.28;40.65;54.53;40.56
44.06;21.00;31.16;90.21;37.73;43.76;57.91;88.29;40.67;54.53;40.58
44.07;21.01;31.20;90.21;37.72;43.76;57.91;88.29;40.66;54.53;40.59
44.07;21.00;31.24;90.22;37.71;43.77;57.91;88.29;40.66;54.53;40.59
44.11;21.00;31.23;90.21;37.70;43.75;57.89;88.28;40.65;54.52;40.59
44.09;20.99;31.22;90.21;37.69;43.74;57.87;88.28;40.64;54.50;40.58
44.08;20.99;31.21;90.21;37.70;43.74;57.87;88.29;40.63;54.49;40.56
44.09;20.99;31.21;90.21;37.73;43.72;57.87;88.30;40.63;54.49;40.57
44.08;20.98;31.21;90.21;37.73;43.75;57.84;88.30;40.63;54.50;40.56
44.09;20.98;31.20;90.21;37.74;43.74;57.87;88.30;40.62;54.49;40.56
44.09;20.97;31.21;90.21;37.74;43.73;57.87;88.30;40.67;54.47;40.55
44.09;20.96;31.20;90.22;37.72;43.74;57.86;88.31;40.67;54.50;40.55
44.10;20.95;31.19;90.22;37.74;43.74;57.87;88.31;40.66;54.50;40.59
44.11;20.96;31.19;90.22;37.74;43.74;57.87;88.31;40.67;54.52;40.60
44.09;20.97;31.21;90.21;37.74;43.75;57.88;88.32;40.67;54.53;40.61
44.14;20.97;31.20;90.20;37.74;43.75;57.88;88.30;40.66;54.52;40.60
44.12;20.96;31.19;90.21;37.72;43.73;57.87;88.30;40.65;54.51;40.59
44.12;20.95;31.19;90.20;37.72;43.72;57.85;88.31;40.64;54.50;40.58
44.13;20.95;31.19;90.20;37.77;43.71;57.85;88.31;40.63;54.49;40.57
44.11;20.95;31.20;90.19;37.77;43.73;57.86;88.31;40.64;54.49;40.57
44.12;20.94;31.19;90.20;37.76;43.71;57.92;88.31;40.62;54.48;40.56
44.11;20.93;31.20;90.20;37.78;43.71;57.92;88.31;40.65;54.48;40.55
44.10;20.93;31.19;90.20;37.77;43.70;57.92;88.31;40.65;54.51;40.56
44.10;20.93;31.18;90.19;37.77;43.70;57.92;88.31;40.65;54.51;40.59
44.10;20.94;31.20;90.19;37.77;43.71;57.92;88.31;40.67;54.51;40.61
44.11;20.94;31.22;90.19;37.78;43.71;57.92;88.31;40.66;54.52;40.62
44.14;20.93;31.21;90.19;37.78;43.71;57.92;88.31;40.65;54.52;40.62
44.13;20.92;31.22;90.20;37.77;43.70;57.90;88.30;40.64;54.50;40.61
44.12;20.92;31.21;90.19;37.76;43.68;57.88;88.31;40.63;54.49;40.60
44.13;20.92;31.20;90.19;37.77;43.68;57.89;88.31;40.63;54.49;40.60
44.12;20.92;31.21;90.19;37.77;43.70;57.90;88.31;40.62;54.48;40.59
44.11;20.92;31.21;90.18;37.77;43.71;57.89;88.31;40.64;54.48;40.59
44.13;20.91;31.21;90.19;37.76;43.70;57.90;88.31;40.65;54.47;40.59
44.13;20.91;31.22;90.19;37.75;43.71;57.90;88.31;40.66;54.44;40.59
44.13;20.91;31.22;90.19;37.75;43.71;57.90;88.31;40.67;54.48;40.58
44.14;20.89;31.21;90.19;37.76;43.72;57.91;88.31;40.68;54.48;40.61
44.14;20.90;31.23;90.19;37.76;43.72;57.91;88.31;40.69;54.49;40.62
44.13;20.90;31.26;90.19;37.76;43.72;57.91;88.30;40.69;54.50;40.63
44.14;20.90;31.25;90.19;37.75;43.70;57.89;88.28;40.69;54.50;40.63
44.13;20.89;31.24;90.19;37.74;43.69;57.88;88.28;40.68;54.49;40.62
44.14;20.88;31.23;90.20;37.72;43.70;57.87;88.29;40.66;54.48;40.61
44.14;20.88;31.24;90.20;37.74;43.70;57.87;88.30;40.66;54.48;40.62
44.12;20.88;31.25;90.19;37.73;43.69;57.88;88.30;40.67;54.47;40.62
44.13;20.87;31.26;90.20;37.73;43.70;57.92;88.30;40.64;54.45;40.61
44.12;20.87;31.26;90.20;37.72;43.70;57.92;88.29;40.69;54.44;40.61
44.12;20.86;31.27;90.20;37.71;43.70;57.91;88.29;40.68;54.47;40.60
44.14;20.85;31.26;90.20;37.72;43.70;57.91;88.28;40.69;54.47;40.65
44.14;20.87;31.24;90.20;37.72;43.72;57.91;88.29;40.70;54.48;40.65
44.13;20.88;31.26;90.20;37.73;43.72;57.91;88.28;40.70;54.49;40.66
44.15;20.87;31.26;90.20;37.73;43.73;57.91;88.27;40.70;54.49;40.66
44.13;20.87;31.26;90.19;37.71;43.71;57.90;88.27;40.69;54.48;40.65
44.15;20.86;31.25;90.19;37.68;43.70;57.88;88.29;40.68;54.46;40.64
44.16;20.87;31.27;90.19;37.71;43.69;57.89;88.28;40.67;54.45;40.65
44.15;20.86;31.27;90.19;37.71;43.69;57.90;88.28;40.67;54.46;40.66
44.16;20.85;31.27;90.19;37.71;43.69;57.92;88.28;40.66;54.45;40.65
44.15;20.85;31.27;90.19;37.70;43.68;57.91;88.28;40.70;54.45;40.65
44.14;20.84;31.28;90.18;37.69;43.68;57.91;88.29;40.71;54.47;40.64
44.15;20.84;31.28;90.18;37.69;43.69;57.91;88.29;40.72;54.47;40.64
44.15;20.84;31.29;90.18;37.70;43.70;57.92;88.29;40.73;54.48;40.65
44.16;20.85;31.31;90.18;37.70;43.70;57.93;88.30;40.73;54.49;40.65
44.17;20.85;31.31;90.17;37.70;43.70;57.94;88.29;40.72;54.49;40.64
44.18;20.85;31.30;90.19;37.69;43.69;57.92;88.27;40.71;54.47;40.63
44.16;20.85;31.29;90.18;37.68;43.68;57.90;88.29;40.70;54.46;40.62
44.17;20.84;31.28;90.18;37.68;43.67;57.90;88.30;40.70;54.46;40.61
44.16;20.84;31.28;90.18;37.69;43.67;57.91;88.30;40.71;54.46;40.61
44.15;20.83;31.29;90.18;37.68;43.68;57.91;88.30;40.70;54.46;40.60
44.15;20.83;31.29;90.19;37.67;43.69;57.94;88.30;40.70;54.45;40.61
44.15;20.83;31.28;90.19;37.66;43.69;57.93;88.30;40.74;54.44;40.60
44.16;20.82;31.29;90.19;37.67;43.71;57.92;88.29;40.74;54.47;40.58
44.15;20.83;31.28;90.20;37.67;43.71;57.93;88.29;40.76;54.48;40.59
44.16;20.84;31.29;90.19;37.67;43.72;57.94;88.29;40.75;54.49;40.60
44.16;20.84;31.31;90.20;37.68;43.72;57.93;88.29;40.75;54.49;40.60
44.19;20.84;31.31;90.21;37.67;43.70;57.91;88.27;40.75;54.49;40.59
44.18;20.83;31.30;90.21;37.66;43.69;57.90;88.26;40.73;54.48;40.58
44.20;20.83;31.29;90.22;37.64;43.69;57.90;88.28;40.72;54.46;40.57
44.20;20.83;31.29;90.22;37.67;43.67;57.90;88.28;40.72;54.46;40.57
44.19;20.82;31.30;90.22;37.67;43.70;57.89;88.28;40.72;54.46;40.56
44.20;20.81;31.29;90.22;37.67;43.70;57.93;88.28;40.70;54.46;40.56
44.19;20.81;31.28;90.22;37.67;43.70;57.91;88.28;40.79;54.43;40.54
44.19;20.81;31.28;90.22;37.67;43.69;57.91;88.28;40.79;54.46;40.53
Invalid format at line 121820
44.19;20.80;31.28;90.22;37.66;43.69;57.89;88.29;40.80;54.46;40.58
44.19;20.80;31.28;90.22;37.67;43.71;57.91;88.29;40.82;54.46;40.59
44.17;20.80;31.33;90.22;37.66;43.71;57.90;88.29;40.82;54.46;40.60
44.21;20.80;31.32;90.22;37.66;43.71;57.90;88.28;40.82;54.47;40.59
44.19;20.80;31.31;90.20;37.65;43.70;57.89;88.27;40.81;54.46;40.58
44.20;20.79;31.30;90.20;37.64;43.68;57.88;88.30;40.80;54.44;40.57
