AntiSquid;Baseline1;Baseline2;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;UJIAgent1;UJIAgent2;UJIAgent3
45.01;20.42;32.29;89.93;37.59;42.45;59.21;87.99;40.01;54.44;40.56
45.01;20.42;32.29;89.93;37.59;42.45;59.20;87.99;40.01;54.44;40.56
45.01;20.42;32.29;89.93;37.59;42.45;59.20;87.99;40.01;54.45;40.57
45.01;20.42;32.29;89.93;37.59;42.45;59.20;87.99;40.01;54.45;40.59
45.02;20.41;32.29;89.93;37.59;42.45;59.21;87.99;40.02;54.45;40.59
45.01;20.41;32.30;89.93;37.59;42.45;59.21;87.99;40.02;54.45;40.60
45.02;20.41;32.30;89.93;37.59;42.45;59.21;87.98;40.02;54.45;40.59
45.02;20.41;32.30;89.93;37.58;42.44;59.21;87.98;40.01;54.45;40.59
45.02;20.41;32.29;89.93;37.57;42.44;59.20;87.99;40.01;54.44;40.59
45.01;20.41;32.29;89.93;37.60;42.44;59.20;87.99;40.01;54.44;40.59
45.01;20.41;32.29;89.93;37.59;42.45;59.20;87.99;40.01;54.43;40.59
45.02;20.41;32.29;89.93;37.59;42.45;59.21;87.99;39.99;54.43;40.59
45.01;20.40;32.30;89.93;37.59;42.45;59.21;87.99;40.00;54.42;40.59
45.01;20.40;32.30;89.93;37.59;42.45;59.21;87.99;40.00;54.43;40.59
45.02;20.40;32.30;89.94;37.59;42.45;59.21;87.99;39.99;54.42;40.63
45.02;20.40;32.30;89.94;37.59;42.45;59.21;87.99;40.00;54.43;40.63
45.01;20.40;32.31;89.94;37.60;42.45;59.22;87.99;40.00;54.43;40.63
45.01;20.40;32.31;89.94;37.60;42.46;59.22;87.99;40.00;54.43;40.63
45.00;20.39;32.30;89.94;37.59;42.45;59.21;87.98;40.00;54.42;40.63
45.00;20.39;32.30;89.94;37.59;42.45;59.21;87.98;39.99;54.42;40.62
45.00;20.39;32.30;89.94;37.60;42.45;59.21;87.99;39.99;54.42;40.62
45.00;20.39;32.31;89.94;37.60;42.45;59.21;87.99;39.99;54.42;40.63
44.99;20.39;32.30;89.94;37.60;42.45;59.22;87.99;39.99;54.42;40.62
45.00;20.39;32.30;89.94;37.60;42.45;59.22;87.99;40.00;54.42;40.62
45.00;20.38;32.30;89.93;37.60;42.45;59.22;87.99;40.00;54.42;40.62
44.99;20.39;32.30;89.93;37.59;42.44;59.22;87.99;40.00;54.43;40.64
44.99;20.38;32.30;89.93;37.60;42.45;59.23;87.99;40.00;54.43;40.65
44.99;20.39;32.29;89.93;37.60;42.45;59.23;87.99;40.01;54.44;40.66
44.99;20.39;32.29;89.93;37.60;42.45;59.23;87.99;40.00;54.44;40.66
44.99;20.39;32.29;89.92;37.59;42.45;59.23;87.99;40.00;54.43;40.66
44.99;20.39;32.29;89.92;37.59;42.44;59.22;87.99;39.99;54.43;40.66
44.99;20.39;32.28;89.92;37.58;42.44;59.22;88.00;40.00;54.43;40.65
44.99;20.38;32.28;89.92;37.59;42.44;59.22;88.00;40.00;54.42;40.66
44.98;20.38;32.29;89.91;37.59;42.46;59.22;88.00;40.00;54.42;40.65
44.99;20.38;32.28;89.91;37.59;42.46;59.23;88.00;39.99;54.42;40.66
44.99;20.38;32.29;89.92;37.58;42.46;59.23;88.00;40.00;54.40;40.66
44.99;20.37;32.28;89.92;37.58;42.46;59.23;88.00;40.00;54.42;40.66
44.99;20.38;32.28;89.91;37.58;42.46;59.23;88.00;40.00;54.41;40.67
44.99;20.39;32.28;89.92;37.59;42.47;59.23;88.00;40.01;54.42;40.67
44.98;20.39;32.28;89.92;37.59;42.47;59.24;88.00;40.00;54.42;40.67
44.99;20.39;32.28;89.91;37.59;42.47;59.24;88.00;40.00;54.42;40.67
44.98;20.39;32.28;89.91;37.58;42.47;59.23;88.00;39.99;54.42;40.67
44.99;20.39;32.27;89.91;37.57;42.47;59.23;88.00;39.99;54.41;40.66
44.98;20.39;32.27;89.91;37.58;42.47;59.23;88.00;39.98;54.41;40.66
44.98;20.39;32.28;89.91;37.58;42.47;59.23;88.00;39.99;54.41;40.67
44.98;20.39;32.28;89.91;37.58;42.47;59.24;88.00;39.98;54.41;40.67
44.98;20.38;32.28;89.91;37.58;42.47;59.25;88.00;40.00;54.40;40.67
44.98;20.38;32.27;89.91;37.58;42.47;59.24;88.00;40.01;54.41;40.66
44.98;20.38;32.27;89.91;37.58;42.47;59.24;88.00;40.01;54.41;40.68
44.98;20.39;32.27;89.91;37.58;42.47;59.24;88.00;40.01;54.42;40.68
44.98;20.39;32.29;89.91;37.58;42.47;59.24;88.00;40.02;54.42;40.68
44.98;20.39;32.28;89.91;37.58;42.47;59.25;88.01;40.01;54.42;40.68
44.97;20.38;32.28;89.92;37.58;42.47;59.24;88.00;40.01;54.42;40.67
44.97;20.38;32.28;89.91;37.57;42.47;59.23;88.00;40.00;54.41;40.67
44.97;20.39;32.28;89.91;37.57;42.47;59.23;88.00;40.00;54.41;40.67
44.97;20.39;32.28;89.91;37.57;42.48;59.23;88.00;40.00;54.41;40.67
44.97;20.39;32.27;89.90;37.57;42.48;59.23;88.01;40.00;54.41;40.67
44.97;20.39;32.27;89.91;37.57;42.48;59.23;88.01;40.01;54.41;40.67
44.96;20.39;32.27;89.90;37.56;42.48;59.23;88.00;40.01;54.42;40.67
44.97;20.39;32.27;89.91;37.56;42.48;59.23;88.00;40.02;54.42;40.67
44.97;20.40;32.27;89.91;37.56;42.49;59.23;88.00;40.02;54.43;40.68
44.97;20.40;32.28;89.91;37.56;42.49;59.23;88.01;40.02;54.42;40.68
44.96;20.40;32.29;89.91;37.56;42.49;59.24;88.01;40.02;54.42;40.68
44.95;20.41;32.29;89.91;37.56;42.48;59.23;88.00;40.01;54.42;40.68
44.95;20.40;32.29;89.91;37.55;42.48;59.23;88.00;40.01;54.41;40.67
44.94;20.40;32.28;89.91;37.55;42.48;59.23;88.01;40.01;54.41;40.67
44.94;20.40;32.28;89.91;37.56;42.47;59.24;88.01;40.01;54.41;40.67
44.94;20.40;32.28;89.91;37.56;42.48;59.23;88.00;40.01;54.42;40.67
44.95;20.40;32.28;89.91;37.56;42.48;59.24;88.01;40.00;54.41;40.67
44.95;20.40;32.28;89.91;37.55;42.48;59.24;88.00;40.02;54.41;40.66
44.94;20.40;32.27;89.91;37.56;42.48;59.24;88.00;40.02;54.43;40.66
44.94;20.41;32.27;89.91;37.56;42.49;59.24;88.00;40.02;54.43;40.66
44.94;20.42;32.28;89.91;37.56;42.49;59.24;88.00;40.03;54.43;40.66
44.94;20.42;32.28;89.91;37.56;42.49;59.24;88.00;40.03;54.43;40.67
44.92;20.42;32.29;89.91;37.56;42.49;59.25;87.99;40.03;54.43;40.67
44.92;20.42;32.29;89.91;37.56;42.49;59.24;87.98;40.02;54.43;40.67
44.92;20.41;32.28;89.91;37.56;42.48;59.23;87.99;40.02;54.42;40.66
44.91;20.41;32.28;89.91;37.58;42.48;59.23;87.99;40.02;54.42;40.66
44.91;20.41;32.28;89.91;37.58;42.49;59.23;87.99;40.02;54.42;40.66
44.91;20.41;32.28;89.91;37.58;42.49;59.23;87.99;40.01;54.42;40.66
44.90;20.41;32.28;89.91;37.58;42.48;59.23;87.99;40.04;54.41;40.66
44.91;20.41;32.28;89.91;37.58;42.48;59.23;87.99;40.03;54.42;40.65
44.91;20.41;32.28;89.91;37.58;42.48;59.23;88.00;40.04;54.42;40.66
44.91;20.42;32.28;89.91;37.58;42.48;59.23;88.00;40.04;54.43;40.66
44.91;20.42;32.30;89.92;37.58;42.48;59.24;88.00;40.04;54.43;40.67
44.91;20.42;32.30;89.92;37.58;42.48;59.24;87.99;40.04;54.43;40.67
44.91;20.42;32.30;89.92;37.57;42.48;59.23;87.99;40.03;54.42;40.66
44.91;20.42;32.30;89.92;37.56;42.47;59.22;87.99;40.03;54.42;40.66
44.91;20.42;32.30;89.92;37.56;42.47;59.23;87.99;40.03;54.42;40.66
44.91;20.42;32.31;89.93;37.56;42.47;59.23;87.99;40.03;54.42;40.66
44.91;20.41;32.30;89.93;37.56;42.47;59.23;87.99;40.03;54.42;40.66
44.91;20.41;32.30;89.93;37.56;42.47;59.23;87.99;40.03;54.42;40.66
44.91;20.41;32.30;89.93;37.56;42.47;59.23;87.98;40.02;54.43;40.66
44.91;20.41;32.30;89.92;37.56;42.47;59.23;87.98;40.03;54.44;40.67
44.91;20.42;32.30;89.92;37.56;42.47;59.23;87.99;40.03;54.44;40.68
44.91;20.42;32.31;89.93;37.56;42.48;59.23;87.99;40.03;54.44;40.68
44.91;20.42;32.31;89.93;37.55;42.48;59.23;87.99;40.03;54.44;40.68
44.91;20.42;32.31;89.93;37.55;42.47;59.23;87.98;40.02;54.44;40.68
44.91;20.42;32.31;89.93;37.55;42.47;59.22;87.98;40.02;54.44;40.68
44.91;20.42;32.30;89.93;37.55;42.47;59.22;87.98;40.02;54.44;40.67
44.91;20.42;32.30;89.93;37.55;42.45;59.22;87.98;40.03;54.44;40.68
44.91;20.43;32.31;89.93;37.55;42.46;59.21;87.98;40.02;54.43;40.68
44.91;20.42;32.31;89.93;37.55;42.46;59.23;87.98;40.02;54.43;40.68
44.91;20.42;32.30;89.93;37.55;42.46;59.23;87.98;40.04;54.42;40.67
44.91;20.42;32.30;89.93;37.55;42.46;59.23;87.98;40.04;54.44;40.66
44.91;20.42;32.30;89.93;37.55;42.46;59.24;87.98;40.04;54.44;40.67
44.91;20.44;32.30;89.93;37.55;42.46;59.23;87.98;40.04;54.44;40.67
44.91;20.44;32.31;89.93;37.55;42.46;59.24;87.98;40.04;54.44;40.68
44.93;20.45;32.31;89.92;37.54;42.46;59.24;87.97;40.03;54.44;40.68
44.92;20.45;32.30;89.92;37.54;42.46;59.23;87.97;40.03;54.43;40.67
44.92;20.44;32.30;89.92;37.53;42.45;59.22;87.98;40.03;54.43;40.67
44.92;20.45;32.30;89.92;37.54;42.44;59.22;87.98;40.02;54.43;40.67
44.92;20.45;32.30;89.92;37.54;42.46;59.22;87.98;40.03;54.43;40.67
44.93;20.44;32.30;89.92;37.54;42.46;59.24;87.98;40.01;54.42;40.66
44.92;20.44;32.30;89.92;37.54;42.45;59.24;87.98;40.03;54.42;40.66
44.93;20.44;32.30;89.92;37.53;42.45;59.24;87.98;40.03;54.44;40.65
44.93;20.44;32.30;89.92;37.53;42.45;59.24;87.98;40.03;54.44;40.68
44.93;20.45;32.30;89.92;37.53;42.45;59.24;87.98;40.03;54.45;40.68
44.93;20.45;32.31;89.92;37.53;42.45;59.25;87.97;40.03;54.45;40.68
44.93;20.45;32.30;89.92;37.54;42.45;59.25;87.97;40.03;54.45;40.68
44.93;20.45;32.30;89.92;37.53;42.45;59.25;87.97;40.03;54.44;40.67
44.93;20.45;32.29;89.92;37.53;42.44;59.24;87.97;40.02;54.43;40.67
44.93;20.45;32.29;89.92;37.53;42.45;59.24;87.97;40.02;54.44;40.67
44.93;20.45;32.29;89.92;37.53;42.46;59.24;87.97;40.03;54.44;40.67
44.92;20.45;32.29;89.92;37.53;42.46;59.24;87.97;40.02;54.43;40.67
44.93;20.45;32.29;89.92;37.52;42.45;59.25;87.97;40.04;54.43;40.67
44.92;20.45;32.29;89.92;37.52;42.45;59.25;87.96;40.04;54.44;40.67
Invalid format at line 296029
44.92;20.45;32.29;89.91;37.52;42.45;59.25;87.96;40.05;54.44;40.67
44.92;20.45;32.29;89.91;37.52;42.45;59.25;87.97;40.05;54.45;40.68
44.92;20.45;32.30;89.92;37.52;42.45;59.26;87.97;40.05;54.45;40.68
44.92;20.46;32.31;89.92;37.52;42.45;59.26;87.96;40.04;54.45;40.68
44.93;20.46;32.31;89.92;37.52;42.45;59.25;87.96;40.04;54.44;40.68
44.93;20.45;32.30;89.92;37.52;42.44;59.24;87.96;40.04;54.44;40.67
44.92;20.45;32.30;89.92;37.52;42.44;59.24;87.97;40.04;54.44;40.67
44.92;20.46;32.30;89.92;37.52;42.44;59.24;87.96;40.04;54.44;40.67
44.92;20.45;32.30;89.92;37.52;42.45;59.23;87.96;40.04;54.44;40.67
44.92;20.45;32.30;89.92;37.52;42.45;59.25;87.96;40.04;54.43;40.67
Invalid format at line 296652
44.92;20.45;32.30;89.92;37.52;42.44;59.25;87.96;40.06;54.43;40.66
44.93;20.45;32.30;89.92;37.51;42.44;59.25;87.96;40.06;54.44;40.66
Invalid format at line 296785
44.93;20.46;32.29;89.92;37.52;42.45;59.25;87.96;40.06;54.44;40.67
44.93;20.46;32.29;89.92;37.52;42.45;59.25;87.96;40.06;54.44;40.68
44.92;20.46;32.30;89.92;37.52;42.44;59.25;87.96;40.06;54.44;40.68
44.92;20.47;32.30;89.92;37.51;42.44;59.25;87.95;40.07;54.45;40.68
44.92;20.47;32.30;89.92;37.51;42.44;59.25;87.95;40.06;54.44;40.67
44.92;20.47;32.29;89.92;37.51;42.43;59.24;87.95;40.06;54.44;40.67
44.92;20.47;32.30;89.92;37.51;42.43;59.25;87.96;40.06;54.43;40.67
44.92;20.47;32.29;89.92;37.50;42.43;59.24;87.96;40.06;54.44;40.67
44.92;20.47;32.29;89.92;37.50;42.43;59.26;87.95;40.06;54.44;40.67
44.91;20.47;32.29;89.91;37.50;42.43;59.26;87.96;40.06;54.44;40.67
44.91;20.47;32.29;89.91;37.50;42.43;59.26;87.95;40.06;54.46;40.67
44.91;20.47;32.29;89.91;37.50;42.43;59.26;87.95;40.06;54.46;40.68
44.91;20.47;32.29;89.91;37.50;42.43;59.26;87.96;40.07;54.47;40.68
44.91;20.48;32.30;89.91;37.50;42.43;59.27;87.95;40.07;54.47;40.69
44.93;20.48;32.30;89.91;37.49;42.43;59.27;87.95;40.06;54.47;40.69
44.93;20.48;32.29;89.92;37.49;42.43;59.26;87.94;40.06;54.46;40.68
44.92;20.48;32.29;89.91;37.48;42.42;59.25;87.94;40.05;54.46;40.68
44.92;20.48;32.29;89.91;37.50;42.42;59.25;87.94;40.05;54.46;40.68
44.93;20.48;32.29;89.91;37.50;42.40;59.26;87.94;40.06;54.46;40.68
44.92;20.47;32.29;89.91;37.50;42.40;59.27;87.94;40.05;54.46;40.68
44.93;20.48;32.29;89.92;37.50;42.40;59.28;87.94;40.03;54.46;40.68
44.93;20.47;32.29;89.91;37.50;42.40;59.28;87.94;40.03;54.45;40.69
44.94;20.47;32.29;89.92;37.51;42.40;59.28;87.94;40.03;54.45;40.69
44.94;20.46;32.29;89.92;37.51;42.40;59.29;87.94;40.03;54.46;40.71
44.94;20.46;32.29;89.92;37.51;42.40;59.29;87.94;40.03;54.46;40.71
44.95;20.46;32.29;89.92;37.51;42.40;59.29;87.94;40.03;54.46;40.71
44.96;20.46;32.30;89.91;37.51;42.40;59.29;87.94;40.03;54.45;40.71
44.95;20.46;32.29;89.91;37.50;42.39;59.28;87.94;40.02;54.45;40.71
44.95;20.46;32.29;89.91;37.51;42.39;59.28;87.94;40.02;54.45;40.70
44.95;20.46;32.29;89.91;37.52;42.38;59.28;87.94;40.02;54.45;40.70
44.95;20.46;32.30;89.91;37.52;42.38;59.28;87.95;40.02;54.45;40.70
44.95;20.46;32.29;89.91;37.52;42.38;59.29;87.95;40.01;54.44;40.70
44.96;20.46;32.30;89.91;37.52;42.38;59.30;87.95;40.01;54.43;40.71
44.96;20.45;32.29;89.91;37.52;42.38;59.29;87.94;40.01;54.44;40.71
44.96;20.45;32.29;89.91;37.53;42.38;59.29;87.94;40.00;54.44;40.73
44.96;20.45;32.30;89.91;37.53;42.38;59.30;87.94;40.00;54.45;40.73
44.96;20.45;32.31;89.91;37.53;42.38;59.30;87.94;40.00;54.45;40.73
44.97;20.45;32.31;89.91;37.53;42.38;59.31;87.94;40.00;54.45;40.73
44.97;20.45;32.30;89.91;37.52;42.37;59.30;87.94;39.99;54.44;40.73
44.97;20.45;32.30;89.90;37.51;42.37;59.29;87.94;39.99;54.44;40.73
44.97;20.44;32.30;89.90;37.54;42.36;59.29;87.94;39.99;54.44;40.73
44.97;20.44;32.31;89.90;37.54;42.36;59.29;87.94;39.99;54.44;40.73
44.98;20.44;32.31;89.91;37.54;42.35;59.30;87.94;39.97;54.43;40.73
44.99;20.44;32.31;89.91;37.54;42.35;59.30;87.94;39.98;54.42;40.73
44.99;20.44;32.31;89.91;37.54;42.35;59.30;87.94;39.98;54.43;40.73
44.99;20.44;32.31;89.90;37.54;42.35;59.30;87.94;39.98;54.43;40.75
45.00;20.43;32.31;89.91;37.54;42.35;59.31;87.94;39.98;54.44;40.75
45.00;20.43;32.33;89.90;37.54;42.35;59.31;87.94;39.98;54.44;40.75
45.00;20.43;32.33;89.90;37.54;42.35;59.31;87.94;39.98;54.44;40.75
44.99;20.43;32.33;89.91;37.54;42.35;59.31;87.93;39.97;54.43;40.74
44.99;20.43;32.33;89.90;37.53;42.34;59.30;87.94;39.97;54.43;40.74
44.99;20.43;32.32;89.90;37.55;42.35;59.30;87.93;39.97;54.43;40.73
44.99;20.43;32.33;89.91;37.55;42.33;59.30;87.93;39.97;54.43;40.74
44.99;20.43;32.33;89.90;37.55;42.33;59.31;87.93;39.96;54.42;40.74
45.00;20.44;32.33;89.91;37.55;42.33;59.32;87.93;39.95;54.42;40.75
44.99;20.43;32.33;89.90;37.55;42.33;59.31;87.94;39.95;54.42;40.75
44.99;20.43;32.33;89.90;37.55;42.33;59.31;87.93;39.95;54.42;40.76
45.00;20.43;32.33;89.90;37.55;42.33;59.32;87.93;39.96;54.42;40.77
45.00;20.44;32.33;89.90;37.55;42.33;59.31;87.94;39.96;54.42;40.77
45.01;20.44;32.34;89.90;37.55;42.33;59.31;87.93;39.95;54.42;40.78
45.02;20.44;32.33;89.91;37.55;42.33;59.31;87.93;39.95;54.42;40.78
45.01;20.43;32.33;89.90;37.55;42.32;59.30;87.92;39.95;54.42;40.77
45.02;20.43;32.33;89.90;37.54;42.32;59.30;87.92;39.94;54.41;40.77
45.02;20.43;32.33;89.91;37.57;42.31;59.30;87.92;39.94;54.41;40.77
45.02;20.43;32.33;89.91;37.57;42.32;59.29;87.92;39.94;54.41;40.77
45.02;20.43;32.33;89.91;37.57;42.32;59.30;87.92;39.93;54.40;40.77
45.02;20.43;32.33;89.91;37.57;42.32;59.31;87.92;39.92;54.40;40.77
45.02;20.43;32.33;89.91;37.57;42.32;59.31;87.93;39.92;54.40;40.76
Invalid format at line 301143
45.03;20.43;32.33;89.91;37.57;42.32;59.30;87.93;39.92;54.40;40.79
45.03;20.43;32.33;89.91;37.58;42.33;59.31;87.93;39.93;54.41;40.79
45.03;20.44;32.34;89.90;37.58;42.33;59.31;87.92;39.93;54.41;40.79
45.05;20.44;32.34;89.90;37.57;42.33;59.32;87.92;39.92;54.40;40.79
45.05;20.43;32.33;89.90;37.57;42.32;59.31;87.91;39.92;54.40;40.79
45.05;20.43;32.33;89.90;37.56;42.32;59.30;87.92;39.91;54.39;40.78
45.05;20.43;32.33;89.90;37.59;42.31;59.30;87.92;39.91;54.39;40.78
45.05;20.43;32.33;89.90;37.60;42.30;59.30;87.92;39.91;54.39;40.78
45.06;20.43;32.33;89.90;37.59;42.30;59.31;87.92;39.90;54.38;40.78
45.06;20.43;32.33;89.90;37.60;42.30;59.31;87.92;39.91;54.38;40.78
45.06;20.43;32.33;89.90;37.60;42.30;59.31;87.92;39.91;54.38;40.78
45.06;20.43;32.33;89.90;37.60;42.30;59.31;87.92;39.90;54.38;40.78
45.06;20.43;32.34;89.90;37.60;42.30;59.32;87.92;39.91;54.39;40.78
45.07;20.43;32.34;89.90;37.61;42.30;59.32;87.92;39.91;54.39;40.79
45.08;20.43;32.33;89.90;37.60;42.30;59.32;87.93;39.90;54.39;40.79
45.08;20.43;32.33;89.90;37.60;42.29;59.32;87.92;39.90;54.39;40.78
45.07;20.43;32.33;89.90;37.59;42.29;59.31;87.92;39.89;54.38;40.78
45.07;20.43;32.33;89.90;37.61;42.28;59.31;87.92;39.89;54.39;40.78
45.07;20.43;32.33;89.91;37.62;42.28;59.31;87.92;39.89;54.38;40.78
45.07;20.43;32.33;89.91;37.61;42.28;59.32;87.92;39.89;54.38;40.78
45.07;20.43;32.33;89.91;37.62;42.28;59.33;87.92;39.88;54.37;40.78
45.07;20.43;32.33;89.91;37.61;42.28;59.33;87.91;39.88;54.37;40.79
45.07;20.42;32.33;89.91;37.62;42.28;59.33;87.91;39.88;54.38;40.79
45.08;20.43;32.32;89.91;37.62;42.28;59.33;87.91;39.88;54.38;40.79
45.08;20.43;32.33;89.91;37.62;42.28;59.34;87.91;39.88;54.38;40.80
45.09;20.44;32.34;89.91;37.62;42.28;59.33;87.91;39.88;54.38;40.80
45.09;20.44;32.34;89.92;37.61;42.27;59.33;87.90;39.87;54.38;40.80
45.09;20.44;32.33;89.92;37.61;42.27;59.32;87.90;39.87;54.38;40.79
45.09;20.43;32.33;89.92;37.60;42.27;59.32;87.90;39.87;54.37;40.79
45.10;20.44;32.33;89.92;37.62;42.26;59.32;87.90;39.87;54.37;40.79
45.09;20.44;32.34;89.92;37.61;42.26;59.31;87.90;39.87;54.37;40.79
45.10;20.44;32.33;89.92;37.62;42.26;59.33;87.90;39.85;54.37;40.79
45.10;20.43;32.34;89.92;37.62;42.26;59.33;87.90;39.85;54.37;40.79
45.10;20.43;32.34;89.92;37.62;42.26;59.33;87.90;39.84;54.38;40.79
45.10;20.43;32.34;89.92;37.63;42.26;59.33;87.90;39.84;54.38;40.81
45.11;20.43;32.33;89.92;37.63;42.26;59.34;87.90;39.84;54.38;40.81
45.10;20.43;32.35;89.92;37.63;42.26;59.34;87.90;39.84;54.38;40.82
45.12;20.43;32.35;89.92;37.62;42.25;59.33;87.90;39.84;54.38;40.82
45.11;20.42;32.35;89.92;37.62;42.25;59.33;87.89;39.83;54.38;40.82
45.11;20.42;32.34;89.92;37.61;42.25;59.32;87.90;39.83;54.37;40.81
45.12;20.42;32.34;89.92;37.63;42.24;59.32;87.90;39.83;54.37;40.81
45.11;20.42;32.35;89.92;37.63;42.23;59.33;87.90;39.83;54.36;40.82
45.12;20.42;32.35;89.92;37.63;42.23;59.34;87.90;39.82;54.36;40.82
45.12;20.42;32.35;89.92;37.63;42.23;59.34;87.90;39.82;54.37;40.82
45.12;20.42;32.35;89.92;37.63;42.23;59.34;87.90;39.82;54.37;40.82
45.12;20.42;32.35;89.92;37.63;42.23;59.34;87.90;39.81;54.37;40.83
45.12;20.41;32.36;89.92;37.63;42.24;59.34;87.90;39.82;54.37;40.84
45.12;20.41;32.36;89.93;37.64;42.23;59.34;87.90;39.81;54.37;40.84
45.13;20.41;32.36;89.92;37.63;42.24;59.35;87.90;39.81;54.37;40.85
45.13;20.41;32.36;89.92;37.63;42.23;59.34;87.90;39.81;54.37;40.84
45.13;20.41;32.36;89.92;37.63;42.23;59.33;87.90;39.80;54.36;40.84
45.13;20.41;32.35;89.92;37.63;42.23;59.33;87.90;39.80;54.36;40.84
45.13;20.41;32.35;89.92;37.64;42.22;59.34;87.90;39.79;54.36;40.84
45.13;20.40;32.36;89.92;37.64;42.22;59.34;87.90;39.79;54.35;40.84
45.14;20.40;32.35;89.92;37.65;42.22;59.35;87.90;39.77;54.35;40.84
45.14;20.40;32.36;89.92;37.64;42.22;59.36;87.90;39.78;54.35;40.84
45.14;20.40;32.36;89.92;37.65;42.22;59.35;87.90;39.78;54.36;40.84
45.15;20.39;32.36;89.92;37.65;42.23;59.35;87.90;39.79;54.36;40.85
45.15;20.39;32.37;89.92;37.66;42.22;59.35;87.90;39.79;54.36;40.85
45.14;20.39;32.38;89.93;37.66;42.22;59.36;87.90;39.78;54.36;40.85
45.15;20.40;32.37;89.92;37.65;42.22;59.35;87.89;39.78;54.37;40.85
45.14;20.40;32.37;89.92;37.65;42.21;59.35;87.90;39.78;54.36;40.85
45.14;20.39;32.36;89.92;37.64;42.21;59.35;87.90;39.77;54.36;40.84
45.14;20.39;32.36;89.92;37.66;42.21;59.35;87.90;39.77;54.36;40.84
45.14;20.39;32.36;89.91;37.66;42.22;59.35;87.91;39.78;54.35;40.84
45.14;20.39;32.36;89.91;37.65;42.22;59.37;87.91;39.77;54.35;40.84
45.14;20.39;32.36;89.91;37.65;42.22;59.37;87.90;39.78;54.35;40.83
45.14;20.39;32.36;89.91;37.65;42.22;59.37;87.91;39.78;54.36;40.83
45.13;20.39;32.36;89.91;37.65;42.22;59.37;87.91;39.78;54.36;40.84
45.13;20.39;32.35;89.91;37.65;42.23;59.37;87.91;39.79;54.37;40.85
45.12;20.40;32.36;89.91;37.65;42.22;59.38;87.91;39.79;54.37;40.85
45.12;20.40;32.37;89.91;37.65;42.22;59.38;87.90;39.79;54.37;40.85
45.12;20.40;32.36;89.91;37.65;42.22;59.38;87.90;39.78;54.37;40.84
45.12;20.40;32.36;89.91;37.64;42.22;59.37;87.91;39.78;54.36;40.84
45.11;20.40;32.36;89.91;37.65;42.22;59.37;87.91;39.78;54.36;40.84
45.11;20.40;32.36;89.91;37.65;42.22;59.37;87.91;39.79;54.36;40.84
45.11;20.39;32.36;89.91;37.65;42.22;59.38;87.91;39.79;54.35;40.84
45.11;20.39;32.36;89.91;37.65;42.22;59.38;87.91;39.81;54.35;40.84
45.11;20.39;32.36;89.91;37.65;42.22;59.38;87.90;39.81;54.35;40.83
45.11;20.39;32.36;89.91;37.65;42.21;59.38;87.91;39.81;54.35;40.83
45.11;20.40;32.36;89.92;37.65;42.22;59.38;87.91;39.82;54.36;40.84
45.11;20.40;32.37;89.92;37.65;42.22;59.38;87.91;39.82;54.36;40.84
45.11;20.41;32.37;89.92;37.65;42.22;59.39;87.91;39.82;54.36;40.83
45.10;20.41;32.36;89.92;37.65;42.21;59.38;87.91;39.81;54.36;40.83
45.10;20.41;32.36;89.91;37.64;42.21;59.37;87.91;39.81;54.35;40.82
45.10;20.40;32.36;89.91;37.64;42.21;59.37;87.92;39.81;54.36;40.82
45.10;20.41;32.35;89.92;37.65;42.21;59.38;87.92;39.81;54.35;40.82
45.10;20.40;32.35;89.92;37.65;42.22;59.37;87.92;39.81;54.35;40.83
45.10;20.40;32.35;89.92;37.65;42.23;59.37;87.92;39.81;54.35;40.82
45.09;20.40;32.35;89.91;37.65;42.22;59.37;87.92;39.81;54.36;40.83
45.10;20.40;32.35;89.91;37.65;42.22;59.37;87.92;39.81;54.37;40.83
Invalid format at line 306950
45.10;20.40;32.35;89.92;37.65;42.23;59.37;87.92;39.81;54.37;40.83
45.10;20.40;32.35;89.92;37.66;42.23;59.38;87.92;39.81;54.37;40.84
45.09;20.41;32.35;89.92;37.66;42.23;59.38;87.92;39.81;54.37;40.84
45.09;20.41;32.35;89.92;37.65;42.22;59.37;87.92;39.81;54.37;40.84
45.09;20.41;32.35;89.92;37.65;42.22;59.37;87.92;39.80;54.37;40.84
45.08;20.40;32.34;89.92;37.65;42.22;59.37;87.92;39.80;54.36;40.83
45.08;20.40;32.34;89.92;37.67;42.22;59.37;87.93;39.79;54.36;40.84
45.08;20.40;32.34;89.92;37.66;42.24;59.36;87.92;39.80;54.36;40.83
45.08;20.40;32.34;89.92;37.66;42.24;59.37;87.92;39.79;54.35;40.83
45.08;20.40;32.34;89.92;37.66;42.24;59.37;87.93;39.80;54.35;40.83
45.08;20.40;32.34;89.92;37.66;42.23;59.37;87.93;39.81;54.36;40.83
45.08;20.40;32.34;89.92;37.66;42.23;59.37;87.93;39.81;54.36;40.83
45.08;20.41;32.33;89.92;37.66;42.24;59.38;87.93;39.82;54.36;40.83
45.07;20.41;32.33;89.93;37.66;42.24;59.38;87.93;39.82;54.36;40.84
45.07;20.41;32.33;89.93;37.66;42.24;59.39;87.93;39.82;54.37;40.84
45.06;20.41;32.33;89.93;37.66;42.23;59.38;87.92;39.81;54.36;40.84
45.06;20.41;32.32;89.93;37.65;42.23;59.37;87.93;39.81;54.35;40.83
